company_id,employee_id,ai_tool_id,license_type,assigned_date,expiration_date,license_status
C02,C02-E0013,T01,Professional,2025-07-22,2026-07-22,Expirada
C02,C02-E0059,T01,Standard,2025-07-28,,Revogada
C02,C02-E0037,T07,Enterprise,2025-07-30,,Ativa
C02,C02-E0012,T07,Standard,2025-07-11,2026-07-11,Ativa
C02,C02-E0036,T07,Enterprise,2025-06-30,2026-06-30,Expirada
C02,C02-E0044,T07,Standard,2025-07-10,2026-07-10,Ativa
C02,C02-E0063,T07,Professional,2025-07-21,2026-07-21,Ativa
C02,C02-E0064,T07,Professional,2025-07-14,2026-07-14,Expirada
C02,C02-E0117,T07,Enterprise,2025-08-01,,Ativa
C02,C02-E0042,T07,Enterprise,2025-08-01,2026-08-01,Ativa
C02,C02-E0089,T07,Enterprise,2025-06-17,2026-06-17,Expirada
C02,C02-E0074,T07,Professional,2025-07-11,2026-07-11,Ativa
C02,C02-E0061,T07,Enterprise,2025-06-05,,Ativa
C02,C02-E0086,T07,Standard,2025-06-20,,Ativa
C02,C02-E0029,T07,Standard,2025-07-29,2026-07-29,Ativa
C02,C02-E0050,T07,Standard,2025-07-10,,Ativa
C02,C02-E0088,T07,Professional,2025-07-18,2026-07-18,Ativa
C02,C02-E0033,T07,Professional,2025-07-04,,Ativa
C02,C02-E0096,T07,Standard,2025-06-06,2026-06-06,Expirada
C02,C02-E0053,T07,Standard,2025-07-08,2026-07-08,Expirada
C02,C02-E0113,T07,Enterprise,2025-07-11,2026-07-11,Ativa
C02,C02-E0049,T07,Enterprise,2025-07-09,,Ativa
C02,C02-E0094,T07,Professional,2025-07-24,,Ativa
C02,C02-E0057,T07,Standard,2025-07-14,2026-07-14,Ativa
C02,C02-E0015,T07,Enterprise,2025-06-17,2026-06-17,Expirada
C02,C02-E0085,T07,Standard,2025-07-08,,Ativa
C02,C02-E0087,T07,Standard,2025-08-02,,Ativa
C02,C02-E0097,T07,Professional,2025-07-04,2026-07-04,Expirada
C02,C02-E0103,T07,Standard,2025-07-21,2026-07-21,Ativa
C02,C02-E0023,T07,Enterprise,2025-06-22,2026-06-22,Expirada
C02,C02-E0069,T07,Standard,2025-07-24,2026-07-24,Expirada
C02,C02-E0014,T07,Professional,2025-07-19,2026-07-19,Ativa
C02,C02-E0002,T07,Standard,2025-07-25,2026-07-25,Ativa
C02,C02-E0090,T07,Standard,2025-07-12,2026-07-12,Expirada
C02,C02-E0026,T07,Enterprise,2025-06-24,,Ativa
C02,C02-E0107,T07,Standard,2025-06-16,,Ativa
C02,C02-E0068,T07,Standard,2025-07-10,2026-07-10,Ativa
C02,C02-E0045,T07,Professional,2025-06-26,2026-06-26,Expirada
C02,C02-E0007,T07,Standard,2025-07-28,2026-07-28,Expirada
C02,C02-E0108,T07,Standard,2025-06-14,2026-06-14,Ativa
C02,C02-E0040,T07,Enterprise,2025-07-31,2026-07-31,Expirada
C02,C02-E0030,T07,Enterprise,2025-07-05,2026-07-05,Expirada
C02,C02-E0072,T07,Professional,2025-06-30,2026-06-30,Ativa
C02,C02-E0060,T07,Professional,2025-06-22,,Ativa
C02,C02-E0106,T07,Standard,2025-06-21,2026-06-21,Expirada
C02,C02-E0016,T07,Enterprise,2025-06-18,2026-06-18,Ativa
C02,C02-E0020,T07,Standard,2025-07-23,2026-07-23,Ativa
C02,C02-E0071,T07,Enterprise,2025-07-09,,Ativa
C02,C02-E0017,T07,Standard,2025-08-07,2026-08-07,Expirada
C02,C02-E0082,T07,Enterprise,2025-06-16,2026-06-16,Ativa
C02,C02-E0065,T07,Enterprise,2025-08-02,2026-08-02,Ativa
C02,C02-E0004,T07,Standard,2025-06-24,,Ativa
C02,C02-E0046,T07,Standard,2025-06-06,2026-06-06,Expirada
C02,C02-E0028,T07,Professional,2025-07-13,2026-07-13,Ativa
C02,C02-E0073,T07,Standard,2025-07-10,,Ativa
C02,C02-E0047,T07,Professional,2025-06-13,2026-06-13,Ativa
C02,C02-E0114,T07,Enterprise,2025-08-04,2026-08-04,Ativa
C02,C02-E0066,T05,Professional,2025-07-07,2026-07-07,Expirada
C02,C02-E0064,T05,Standard,2025-07-20,2026-07-20,Ativa
C02,C02-E0015,T05,Professional,2025-06-22,2026-06-22,Ativa
C02,C02-E0028,T05,Standard,2025-06-24,2026-06-24,Expirada
C02,C02-E0023,T05,Standard,2025-06-22,,Ativa
C02,C02-E0110,T05,Enterprise,2025-07-04,2026-07-04,Expirada
C02,C02-E0021,T05,Standard,2025-06-21,2026-06-21,Expirada
C02,C02-E0100,T05,Standard,2025-07-13,2026-07-13,Expirada
C02,C02-E0113,T05,Professional,2025-06-10,2026-06-10,Expirada
C02,C02-E0071,T05,Enterprise,2025-06-22,2026-06-22,Expirada
C02,C02-E0055,T05,Standard,2025-07-14,2026-07-14,Expirada
C02,C02-E0038,T05,Standard,2025-07-15,2026-07-15,Ativa
C02,C02-E0011,T05,Enterprise,2025-06-26,,Ativa
C02,C02-E0001,T05,Professional,2025-07-08,2026-07-08,Expirada
C02,C02-E0029,T05,Professional,2025-07-13,2026-07-13,Expirada
C02,C02-E0007,T05,Enterprise,2025-07-17,,Revogada
C02,C02-E0104,T05,Professional,2025-07-11,2026-07-11,Ativa
C02,C02-E0017,T05,Standard,2025-07-27,2026-07-27,Ativa
C02,C02-E0048,T05,Enterprise,2025-07-08,2026-07-08,Expirada
C02,C02-E0050,T05,Standard,2025-07-03,,Ativa
C02,C02-E0098,T05,Enterprise,2025-07-30,,Ativa
C02,C02-E0057,T05,Enterprise,2025-07-01,,Ativa
C02,C02-E0120,T05,Standard,2025-07-06,,Ativa
C02,C02-E0043,T05,Professional,2025-07-21,2026-07-21,Ativa
C02,C02-E0008,T05,Standard,2025-06-05,2026-06-05,Ativa
C02,C02-E0089,T05,Professional,2025-06-26,2026-06-26,Ativa
C02,C02-E0026,T05,Enterprise,2025-07-02,,Ativa
C02,C02-E0118,T05,Professional,2025-07-14,,Ativa
C02,C02-E0075,T05,Standard,2025-07-11,,Ativa
C02,C02-E0109,T05,Enterprise,2025-06-24,2026-06-24,Expirada
C02,C02-E0053,T05,Enterprise,2025-07-14,2026-07-14,Ativa
C02,C02-E0046,T05,Enterprise,2025-07-17,2026-07-17,Expirada
C02,C02-E0035,T05,Professional,2025-07-16,2026-07-16,Ativa
C02,C02-E0115,T05,Standard,2025-08-02,,Ativa
C02,C02-E0006,T05,Professional,2025-07-20,2026-07-20,Expirada
C02,C02-E0032,T05,Enterprise,2025-06-29,2026-06-29,Expirada
C02,C02-E0092,T05,Enterprise,2025-07-26,,Ativa
C02,C02-E0090,T05,Enterprise,2025-07-12,2026-07-12,Ativa
C02,C02-E0073,T05,Professional,2025-07-28,,Ativa
C02,C02-E0081,T05,Standard,2025-06-30,,Ativa
C02,C02-E0061,T05,Standard,2025-07-22,2026-07-22,Expirada
C02,C02-E0042,T05,Enterprise,2025-07-12,,Ativa
C02,C02-E0079,T05,Professional,2025-06-15,2026-06-15,Expirada
C02,C02-E0056,T05,Enterprise,2025-07-21,,Ativa
C02,C02-E0052,T05,Professional,2025-08-03,,Ativa
C02,C02-E0030,T05,Professional,2025-07-31,2026-07-31,Expirada
C02,C02-E0085,T05,Standard,2025-07-09,2026-07-09,Expirada
C02,C02-E0062,T05,Professional,2025-06-15,2026-06-15,Expirada
C02,C02-E0093,T05,Standard,2025-07-26,2026-07-26,Expirada
C02,C02-E0009,T05,Standard,2025-06-17,2026-06-17,Expirada
C02,C02-E0112,T05,Standard,2025-07-18,2026-07-18,Expirada
C02,C02-E0019,T05,Professional,2025-06-26,,Ativa
C02,C02-E0102,T05,Enterprise,2025-07-10,,Ativa
C02,C02-E0084,T05,Enterprise,2025-06-15,2026-06-15,Expirada
C02,C02-E0099,T05,Standard,2025-06-16,,Ativa
C02,C02-E0041,T05,Professional,2025-07-19,2026-07-19,Ativa
C02,C02-E0106,T05,Enterprise,2025-07-09,,Ativa
C02,C02-E0059,T05,Professional,2025-06-11,2026-06-11,Expirada
C02,C02-E0002,T05,Professional,2025-06-10,2026-06-10,Expirada
C02,C02-E0107,T05,Standard,2025-08-02,,Ativa
C02,C02-E0102,T08,Enterprise,2025-07-05,2026-07-05,Expirada
C02,C02-E0093,T08,Enterprise,2025-06-18,,Ativa
C02,C02-E0105,T08,Enterprise,2025-07-25,2026-07-25,Ativa
C02,C02-E0005,T08,Professional,2025-07-02,,Ativa
C02,C02-E0015,T08,Professional,2025-07-13,2026-07-13,Ativa
C02,C02-E0018,T08,Professional,2025-08-09,2026-08-09,Expirada
C02,C02-E0012,T08,Standard,2025-06-21,,Ativa
C02,C02-E0011,T08,Standard,2025-06-19,2026-06-19,Ativa
C02,C02-E0028,T08,Professional,2025-07-12,,Ativa
C02,C02-E0045,T08,Enterprise,2025-08-01,2026-08-01,Expirada
C02,C02-E0024,T08,Standard,2025-08-02,2026-08-02,Expirada
C02,C02-E0118,T08,Enterprise,2025-07-20,,Ativa
C02,C02-E0027,T08,Enterprise,2025-06-29,2026-06-29,Expirada
C02,C02-E0008,T08,Standard,2025-06-07,2026-06-07,Ativa
C02,C02-E0035,T08,Enterprise,2025-07-21,2026-07-21,Expirada
C02,C02-E0064,T08,Standard,2025-07-14,2026-07-14,Ativa
C02,C02-E0079,T08,Enterprise,2025-07-31,2026-07-31,Ativa
C02,C02-E0048,T08,Professional,2025-07-28,2026-07-28,Expirada
C02,C02-E0067,T08,Enterprise,2025-06-28,,Ativa
C02,C02-E0060,T08,Professional,2025-06-25,2026-06-25,Ativa
C02,C02-E0013,T08,Standard,2025-07-07,2026-07-07,Ativa
C02,C02-E0029,T08,Professional,2025-07-08,2026-07-08,Expirada
C02,C02-E0078,T08,Enterprise,2025-06-17,2026-06-17,Ativa
C02,C02-E0062,T08,Enterprise,2025-06-26,2026-06-26,Ativa
C02,C02-E0051,T08,Standard,2025-07-06,2026-07-06,Ativa
C02,C02-E0117,T08,Standard,2025-06-27,2026-06-27,Ativa
C02,C02-E0046,T08,Enterprise,2025-07-21,2026-07-21,Expirada
C02,C02-E0053,T08,Professional,2025-07-13,,Revogada
C02,C02-E0112,T08,Professional,2025-07-01,,Ativa
C02,C02-E0025,T08,Enterprise,2025-07-16,2026-07-16,Expirada
C02,C02-E0041,T08,Standard,2025-07-26,2026-07-26,Expirada
C02,C02-E0019,T08,Standard,2025-07-10,2026-07-10,Expirada
C02,C02-E0033,T08,Enterprise,2025-06-13,2026-06-13,Expirada
C02,C02-E0057,T08,Standard,2025-07-23,2026-07-23,Expirada
C02,C02-E0010,T08,Standard,2025-06-30,2026-06-30,Expirada
C02,C02-E0115,T08,Standard,2025-07-03,2026-07-03,Ativa
C02,C02-E0039,T08,Professional,2025-07-20,2026-07-20,Expirada
C02,C02-E0055,T08,Enterprise,2025-06-20,2026-06-20,Expirada
C02,C02-E0043,T08,Professional,2025-07-23,,Ativa
C02,C02-E0073,T08,Enterprise,2025-07-20,2026-07-20,Expirada
C02,C02-E0065,T08,Professional,2025-06-06,,Ativa
C02,C02-E0098,T08,Enterprise,2025-07-11,2026-07-11,Expirada
C02,C02-E0031,T08,Professional,2025-07-24,,Revogada
C02,C02-E0004,T08,Enterprise,2025-07-01,2026-07-01,Ativa
C02,C02-E0116,T08,Enterprise,2025-08-01,2026-08-01,Ativa
C02,C02-E0036,T08,Enterprise,2025-06-12,2026-06-12,Expirada
C02,C02-E0096,T08,Professional,2025-07-12,2026-07-12,Expirada
C02,C02-E0069,T08,Enterprise,2025-07-03,2026-07-03,Expirada
C02,C02-E0077,T08,Standard,2025-07-31,,Ativa
C02,C02-E0052,T08,Standard,2025-06-27,2026-06-27,Expirada
C02,C02-E0001,T08,Enterprise,2025-07-22,2026-07-22,Expirada
C02,C02-E0110,T08,Professional,2025-07-14,,Ativa
C02,C02-E0076,T08,Standard,2025-06-22,2026-06-22,Expirada
C02,C02-E0071,T08,Professional,2025-07-10,2026-07-10,Ativa
C02,C02-E0056,T08,Professional,2025-07-28,2026-07-28,Ativa
C02,C02-E0088,T08,Professional,2025-06-20,,Ativa
C02,C02-E0058,T08,Standard,2025-07-14,,Ativa
C02,C02-E0030,T08,Standard,2025-06-26,2026-06-26,Ativa
C02,C02-E0050,T08,Standard,2025-07-14,2026-07-14,Ativa
C02,C02-E0103,T08,Enterprise,2025-06-17,2026-06-17,Ativa
C02,C02-E0108,T08,Standard,2025-07-05,,Ativa
C02,C02-E0009,T08,Standard,2025-08-02,2026-08-02,Expirada
C02,C02-E0003,T08,Standard,2025-07-02,2026-07-02,Ativa
C02,C02-E0099,T08,Enterprise,2025-06-25,,Ativa
C02,C02-E0014,T08,Professional,2025-07-12,2026-07-12,Ativa
C02,C02-E0095,T08,Standard,2025-06-17,2026-06-17,Ativa
C02,C02-E0120,T08,Standard,2025-07-12,2026-07-12,Expirada
C02,C02-E0083,T08,Enterprise,2025-07-06,2026-07-06,Expirada
C02,C02-E0007,T08,Standard,2025-06-29,2026-06-29,Expirada
C02,C02-E0063,T08,Professional,2025-07-08,2026-07-08,Ativa
C02,C02-E0081,T08,Professional,2025-07-08,2026-07-08,Ativa
C02,C02-E0074,T08,Standard,2025-07-23,2026-07-23,Expirada
C02,C02-E0075,T08,Standard,2025-08-06,2026-08-06,Expirada
C02,C02-E0061,T08,Enterprise,2025-06-20,2026-06-20,Expirada
C02,C02-E0049,T08,Enterprise,2025-06-23,2026-06-23,Ativa
C02,C02-E0111,T08,Enterprise,2025-08-06,,Ativa
C02,C02-E0084,T08,Enterprise,2025-06-21,,Ativa
C02,C02-E0080,T08,Professional,2025-06-27,2026-06-27,Ativa
C02,C02-E0038,T08,Standard,2025-06-25,2026-06-25,Expirada
C02,C02-E0017,T08,Standard,2025-07-25,,Ativa
C02,C02-E0032,T08,Enterprise,2025-06-26,2026-06-26,Expirada
C02,C02-E0114,T14,Enterprise,2025-06-28,,Ativa
C02,C02-E0110,T14,Enterprise,2025-07-27,,Revogada
C02,C02-E0033,T14,Enterprise,2025-06-08,2026-06-08,Ativa
C02,C02-E0039,T14,Enterprise,2025-07-18,2026-07-18,Ativa
C02,C02-E0049,T14,Enterprise,2025-07-04,2026-07-04,Ativa
C02,C02-E0083,T14,Enterprise,2025-07-19,2026-07-19,Expirada
C02,C02-E0007,T14,Enterprise,2025-06-25,2026-06-25,Expirada
C02,C02-E0113,T14,Enterprise,2025-07-17,2026-07-17,Expirada
C02,C02-E0048,T14,Enterprise,2025-07-26,2026-07-26,Expirada
C02,C02-E0082,T14,Enterprise,2025-07-16,2026-07-16,Ativa
C02,C02-E0003,T14,Enterprise,2025-06-18,,Ativa
C02,C02-E0112,T12,Enterprise,2025-07-13,2026-07-13,Expirada
C02,C02-E0053,T12,Enterprise,2025-07-05,,Ativa
C02,C02-E0001,T12,Enterprise,2025-06-21,,Revogada
C02,C02-E0029,T12,Enterprise,2025-07-23,,Ativa
C02,C02-E0012,T12,Enterprise,2025-07-18,2026-07-18,Expirada
C02,C02-E0039,T12,Enterprise,2025-07-25,2026-07-25,Expirada
C02,C02-E0109,T12,Enterprise,2025-07-29,2026-07-29,Expirada
C02,C02-E0049,T12,Enterprise,2025-07-07,,Ativa
C02,C02-E0014,T12,Enterprise,2025-07-11,,Ativa
C02,C02-E0043,T12,Enterprise,2025-07-24,,Ativa
C02,C02-E0011,T12,Enterprise,2025-07-15,,Ativa
C02,C02-E0088,T12,Enterprise,2025-07-07,2026-07-07,Expirada
C03,C03-E0006,T02,Professional,2025-08-29,2026-08-29,Ativa
C03,C03-E0001,T02,Standard,2025-08-30,2026-08-30,Ativa
C03,C03-E0013,T02,Enterprise,2025-09-07,2026-09-07,Revogada
C03,C03-E0026,T02,Enterprise,2025-09-08,2026-09-08,Ativa
C03,C03-E0004,T02,Standard,2025-09-12,2026-09-12,Ativa
C03,C03-E0011,T02,Enterprise,2025-09-23,,Ativa
C03,C03-E0019,T02,Enterprise,2025-08-25,,Ativa
C03,C03-E0002,T02,Enterprise,2025-09-02,2026-09-02,Ativa
C03,C03-E0027,T02,Standard,2025-09-13,,Ativa
C03,C03-E0025,T02,Standard,2025-09-15,,Ativa
C03,C03-E0010,T02,Enterprise,2025-09-30,2026-09-30,Ativa
C03,C03-E0015,T02,Professional,2025-08-26,2026-08-26,Ativa
C03,C03-E0008,T02,Enterprise,2025-09-06,,Ativa
C03,C03-E0035,T02,Standard,2025-08-08,,Ativa
C03,C03-E0032,T02,Professional,2025-09-27,,Ativa
C03,C03-E0014,T02,Professional,2025-09-26,,Ativa
C03,C03-E0024,T02,Enterprise,2025-08-11,,Ativa
C03,C03-E0017,T02,Standard,2025-08-10,,Ativa
C03,C03-E0021,T02,Standard,2025-09-20,2026-09-20,Ativa
C03,C03-E0005,T02,Standard,2025-09-13,2026-09-13,Ativa
C03,C03-E0031,T02,Enterprise,2025-09-04,2026-09-04,Ativa
C03,C03-E0016,T02,Enterprise,2025-08-15,,Ativa
C03,C03-E0022,T02,Enterprise,2025-08-29,,Ativa
C03,C03-E0028,T02,Enterprise,2025-09-20,,Revogada
C03,C03-E0003,T02,Professional,2025-09-16,2026-09-16,Ativa
C03,C03-E0012,T02,Professional,2025-08-18,2026-08-18,Ativa
C03,C03-E0034,T02,Enterprise,2025-08-13,,Ativa
C03,C03-E0023,T02,Professional,2025-09-18,2026-09-18,Ativa
C03,C03-E0019,T09,Professional,2025-09-26,2026-09-26,Ativa
C03,C03-E0009,T09,Standard,2025-09-23,2026-09-23,Ativa
C03,C03-E0013,T09,Enterprise,2025-08-14,2026-08-14,Ativa
C03,C03-E0033,T09,Enterprise,2025-09-05,2026-09-05,Ativa
C03,C03-E0004,T09,Standard,2025-09-01,,Ativa
C03,C03-E0030,T09,Professional,2025-08-27,2026-08-27,Ativa
C03,C03-E0025,T09,Professional,2025-08-25,2026-08-25,Ativa
C03,C03-E0008,T09,Standard,2025-09-14,2026-09-14,Ativa
C03,C03-E0021,T09,Professional,2025-08-28,,Revogada
C03,C03-E0016,T09,Professional,2025-09-03,,Ativa
C03,C03-E0005,T09,Enterprise,2025-09-19,2026-09-19,Ativa
C03,C03-E0014,T09,Professional,2025-09-08,,Ativa
C03,C03-E0011,T09,Professional,2025-09-04,2026-09-04,Ativa
C03,C03-E0034,T09,Enterprise,2025-09-05,,Ativa
C03,C03-E0015,T09,Standard,2025-09-26,2026-09-26,Ativa
C03,C03-E0035,T09,Enterprise,2025-09-22,,Ativa
C03,C03-E0026,T09,Professional,2025-09-26,2026-09-26,Ativa
C03,C03-E0031,T09,Professional,2025-10-11,,Ativa
C03,C03-E0023,T09,Enterprise,2025-09-22,2026-09-22,Ativa
C03,C03-E0006,T09,Professional,2025-08-29,2026-08-29,Ativa
C03,C03-E0018,T09,Standard,2025-08-27,2026-08-27,Ativa
C03,C03-E0016,T07,Professional,2025-08-31,,Revogada
C03,C03-E0026,T07,Professional,2025-09-04,,Ativa
C03,C03-E0007,T07,Enterprise,2025-08-26,2026-08-26,Ativa
C03,C03-E0019,T07,Enterprise,2025-08-24,2026-08-24,Ativa
C03,C03-E0010,T07,Standard,2025-09-08,,Revogada
C03,C03-E0012,T07,Enterprise,2025-09-01,2026-09-01,Ativa
C03,C03-E0005,T07,Professional,2025-09-11,2026-09-11,Ativa
C03,C03-E0003,T07,Professional,2025-09-29,,Ativa
C03,C03-E0018,T07,Enterprise,2025-09-29,,Ativa
C03,C03-E0009,T07,Enterprise,2025-10-15,2026-10-15,Ativa
C03,C03-E0025,T07,Professional,2025-09-08,2026-09-08,Ativa
C03,C03-E0001,T07,Enterprise,2025-09-07,,Ativa
C03,C03-E0017,T07,Professional,2025-09-26,,Ativa
C03,C03-E0035,T07,Standard,2025-08-15,2026-08-15,Ativa
C03,C03-E0016,T05,Enterprise,2025-08-19,2026-08-19,Ativa
C03,C03-E0014,T05,Enterprise,2025-09-05,,Ativa
C03,C03-E0019,T05,Professional,2025-09-22,,Ativa
C03,C03-E0002,T05,Professional,2025-09-25,2026-09-25,Ativa
C03,C03-E0001,T05,Professional,2025-08-21,2026-08-21,Ativa
C03,C03-E0011,T05,Professional,2025-09-06,2026-09-06,Ativa
C03,C03-E0034,T05,Professional,2025-09-20,2026-09-20,Ativa
C03,C03-E0031,T05,Standard,2025-09-21,2026-09-21,Ativa
C03,C03-E0003,T05,Enterprise,2025-09-09,,Ativa
C03,C03-E0004,T05,Enterprise,2025-08-24,,Ativa
C03,C03-E0006,T05,Enterprise,2025-08-12,2026-08-12,Ativa
C03,C03-E0012,T05,Enterprise,2025-09-14,2026-09-14,Ativa
C03,C03-E0008,T05,Enterprise,2025-09-06,2026-09-06,Ativa
C03,C03-E0021,T05,Professional,2025-10-06,2026-10-06,Ativa
C03,C03-E0033,T05,Standard,2025-08-17,,Ativa
C03,C03-E0017,T05,Enterprise,2025-08-12,2026-08-12,Ativa
C03,C03-E0025,T08,Professional,2025-09-05,2026-09-05,Ativa
C03,C03-E0016,T08,Professional,2025-08-06,,Ativa
C03,C03-E0001,T08,Professional,2025-09-25,2026-09-25,Ativa
C03,C03-E0005,T08,Professional,2025-08-24,,Ativa
C03,C03-E0008,T08,Professional,2025-09-06,2026-09-06,Ativa
C03,C03-E0033,T08,Standard,2025-09-12,2026-09-12,Ativa
C03,C03-E0009,T08,Standard,2025-10-06,2026-10-06,Ativa
C03,C03-E0032,T08,Enterprise,2025-10-10,2026-10-10,Ativa
C03,C03-E0014,T08,Professional,2025-09-01,2026-09-01,Ativa
C03,C03-E0002,T08,Enterprise,2025-09-08,2026-09-08,Ativa
C03,C03-E0031,T08,Standard,2025-09-25,2026-09-25,Ativa
C03,C03-E0010,T08,Enterprise,2025-08-24,2026-08-24,Ativa
C03,C03-E0020,T08,Enterprise,2025-09-08,,Ativa
C03,C03-E0013,T08,Standard,2025-09-10,2026-09-10,Ativa
C03,C03-E0035,T08,Professional,2025-08-30,,Ativa
C03,C03-E0011,T08,Professional,2025-08-29,,Ativa
C03,C03-E0021,T08,Professional,2025-08-17,2026-08-17,Ativa
C03,C03-E0012,T08,Standard,2025-08-17,2026-08-17,Ativa
C03,C03-E0029,T08,Professional,2025-09-07,2026-09-07,Ativa
C03,C03-E0015,T08,Professional,2025-09-15,2026-09-15,Ativa
C03,C03-E0027,T08,Standard,2025-08-24,2026-08-24,Ativa
C03,C03-E0022,T08,Enterprise,2025-10-12,2026-10-12,Ativa
C03,C03-E0017,T14,Enterprise,2025-08-27,2026-08-27,Ativa
C03,C03-E0009,T14,Enterprise,2025-10-08,2026-10-08,Revogada
C03,C03-E0020,T14,Enterprise,2025-09-01,,Ativa
C04,C04-E0065,T09,Enterprise,2025-08-13,,Ativa
C04,C04-E0067,T09,Standard,2025-06-14,,Ativa
C04,C04-E0018,T09,Standard,2025-06-30,2026-06-30,Expirada
C04,C04-E0104,T09,Professional,2025-06-17,2026-06-17,Ativa
C04,C04-E0040,T09,Enterprise,2025-07-10,2026-07-10,Ativa
C04,C04-E0026,T09,Professional,2025-06-22,2026-06-22,Expirada
C04,C04-E0099,T09,Enterprise,2025-08-13,,Ativa
C04,C04-E0083,T09,Enterprise,2025-07-17,2026-07-17,Expirada
C04,C04-E0012,T09,Enterprise,2025-07-09,2026-07-09,Expirada
C04,C04-E0084,T09,Enterprise,2025-06-06,,Ativa
C04,C04-E0075,T09,Professional,2025-06-22,,Ativa
C04,C04-E0093,T09,Enterprise,2025-06-19,2026-06-19,Expirada
C04,C04-E0047,T09,Enterprise,2025-07-13,,Ativa
C04,C04-E0035,T09,Enterprise,2025-06-27,2026-06-27,Ativa
C04,C04-E0101,T09,Enterprise,2025-06-19,2026-06-19,Expirada
C04,C04-E0045,T09,Professional,2025-08-10,,Ativa
C04,C04-E0029,T09,Standard,2025-06-10,2026-06-10,Expirada
C04,C04-E0023,T09,Enterprise,2025-06-29,,Ativa
C04,C04-E0082,T09,Standard,2025-06-22,2026-06-22,Expirada
C04,C04-E0049,T09,Standard,2025-07-17,2026-07-17,Ativa
C04,C04-E0076,T09,Enterprise,2025-07-14,2026-07-14,Expirada
C04,C04-E0062,T09,Enterprise,2025-07-03,2026-07-03,Ativa
C04,C04-E0019,T09,Enterprise,2025-06-24,,Ativa
C04,C04-E0013,T09,Enterprise,2025-06-21,,Ativa
C04,C04-E0100,T09,Standard,2025-07-07,,Ativa
C04,C04-E0024,T09,Professional,2025-06-21,,Ativa
C04,C04-E0004,T09,Standard,2025-07-23,2026-07-23,Ativa
C04,C04-E0069,T09,Professional,2025-07-08,2026-07-08,Expirada
C04,C04-E0016,T09,Enterprise,2025-08-05,2026-08-05,Expirada
C04,C04-E0028,T09,Enterprise,2025-07-02,,Ativa
C04,C04-E0052,T09,Standard,2025-06-22,2026-06-22,Expirada
C04,C04-E0063,T09,Enterprise,2025-07-20,2026-07-20,Ativa
C04,C04-E0044,T09,Enterprise,2025-07-14,,Ativa
C04,C04-E0017,T09,Professional,2025-07-22,2026-07-22,Expirada
C04,C04-E0031,T09,Professional,2025-07-05,2026-07-05,Expirada
C04,C04-E0071,T09,Standard,2025-07-06,,Ativa
C04,C04-E0009,T09,Professional,2025-07-29,2026-07-29,Ativa
C04,C04-E0027,T09,Professional,2025-07-04,2026-07-04,Expirada
C04,C04-E0036,T09,Standard,2025-07-13,2026-07-13,Expirada
C04,C04-E0068,T09,Professional,2025-07-25,,Ativa
C04,C04-E0055,T09,Professional,2025-06-28,,Ativa
C04,C04-E0081,T09,Standard,2025-07-02,2026-07-02,Expirada
C04,C04-E0059,T09,Professional,2025-06-28,2026-06-28,Ativa
C04,C04-E0021,T09,Professional,2025-06-29,2026-06-29,Expirada
C04,C04-E0010,T09,Enterprise,2025-08-04,2026-08-04,Expirada
C04,C04-E0098,T09,Professional,2025-07-20,2026-07-20,Expirada
C04,C04-E0070,T09,Professional,2025-07-12,,Ativa
C04,C04-E0064,T09,Professional,2025-07-11,2026-07-11,Ativa
C04,C04-E0053,T09,Standard,2025-06-12,2026-06-12,Ativa
C04,C04-E0095,T09,Professional,2025-07-27,,Ativa
C04,C04-E0058,T09,Professional,2025-07-12,2026-07-12,Expirada
C04,C04-E0088,T09,Standard,2025-06-20,,Ativa
C04,C04-E0058,T01,Enterprise,2025-08-06,2026-08-06,Expirada
C04,C04-E0078,T01,Standard,2025-07-13,2026-07-13,Expirada
C04,C04-E0027,T01,Standard,2025-07-13,2026-07-13,Ativa
C04,C04-E0045,T01,Standard,2025-06-22,2026-06-22,Expirada
C04,C04-E0083,T01,Standard,2025-07-18,2026-07-18,Ativa
C04,C04-E0085,T01,Standard,2025-06-15,2026-06-15,Expirada
C04,C04-E0060,T01,Standard,2025-07-10,2026-07-10,Ativa
C04,C04-E0007,T01,Professional,2025-06-21,2026-06-21,Ativa
C04,C04-E0037,T01,Enterprise,2025-06-18,,Ativa
C04,C04-E0031,T01,Standard,2025-07-21,,Ativa
C04,C04-E0069,T01,Enterprise,2025-06-18,2026-06-18,Ativa
C04,C04-E0051,T01,Professional,2025-07-27,,Ativa
C04,C04-E0097,T01,Enterprise,2025-07-16,2026-07-16,Expirada
C04,C04-E0074,T01,Professional,2025-06-14,2026-06-14,Ativa
C04,C04-E0047,T01,Professional,2025-07-03,2026-07-03,Expirada
C04,C04-E0067,T01,Enterprise,2025-07-17,2026-07-17,Expirada
C04,C04-E0100,T01,Enterprise,2025-07-25,2026-07-25,Expirada
C04,C04-E0013,T01,Enterprise,2025-06-25,2026-06-25,Ativa
C04,C04-E0021,T01,Enterprise,2025-06-20,,Ativa
C04,C04-E0039,T01,Professional,2025-06-21,2026-06-21,Expirada
C04,C04-E0052,T01,Professional,2025-06-17,2026-06-17,Ativa
C04,C04-E0105,T01,Standard,2025-07-04,2026-07-04,Expirada
C04,C04-E0073,T01,Professional,2025-06-28,,Ativa
C04,C04-E0080,T01,Enterprise,2025-06-19,2026-06-19,Expirada
