employee_id,company_id,department_id,job_role,seniority,hire_date,cost_center,active
C04-E0061,C04,C04-D10,Controller Junior,Junior,2021-12-24,CC-C04-D10,True
C04-E0062,C04,C04-D10,Controller Junior,Junior,2023-08-24,CC-C04-D10,True
C04-E0063,C04,C04-D04,Analista de QA,Junior,2024-05-10,CC-C04-D04,True
C04-E0064,C04,C04-D10,Controller Junior,Junior,2025-02-14,CC-C04-D10,True
C04-E0065,C04,C04-D07,Coordenador(a) de Marketing,Senior,2022-03-03,CC-C04-D07,True
C04-E0066,C04,C04-D01,Desenvolvedor(a) Full Stack,Senior,2022-03-23,CC-C04-D01,True
C04-E0067,C04,C04-D04,Engenheiro(a) de Testes,Especialista,2024-12-29,CC-C04-D04,True
C04-E0068,C04,C04-D06,Executivo(a) de Vendas,Senior,2023-08-01,CC-C04-D06,True
C04-E0069,C04,C04-D01,Engenheiro(a) de Software,Pleno,2025-06-17,CC-C04-D01,False
C04-E0070,C04,C04-D06,Representante Comercial,Pleno,2022-07-19,CC-C04-D06,True
C04-E0071,C04,C04-D06,Coordenador(a) de Vendas,Senior,2023-01-28,CC-C04-D06,True
C04-E0072,C04,C04-D01,Desenvolvedor(a) Full Stack,Pleno,2024-09-04,CC-C04-D01,True
C04-E0073,C04,C04-D05,Cientista de Dados,Especialista,2022-07-16,CC-C04-D05,True
C04-E0074,C04,C04-D07,Coordenador(a) de Marketing,Junior,2020-09-27,CC-C04-D07,True
C04-E0075,C04,C04-D04,Analista de QA,Junior,2024-11-20,CC-C04-D04,True
C04-E0076,C04,C04-D01,Engenheiro(a) de Software,Junior,2026-02-24,CC-C04-D01,True
C04-E0077,C04,C04-D01,Desenvolvedor(a) Full Stack,Junior,2021-03-15,CC-C04-D01,True
C04-E0078,C04,C04-D02,Site Reliability Engineer,Senior,2025-05-22,CC-C04-D02,True
C04-E0079,C04,C04-D09,Analista de RH,Pleno,2025-09-15,CC-C04-D09,True
C04-E0080,C04,C04-D01,Engenheiro(a) de Software,Pleno,2021-11-02,CC-C04-D01,True
C04-E0081,C04,C04-D06,Coordenador(a) de Vendas,Pleno,2025-08-13,CC-C04-D06,True
C04-E0082,C04,C04-D01,Desenvolvedor(a) Full Stack,Pleno,2025-08-12,CC-C04-D01,False
C04-E0083,C04,C04-D02,Site Reliability Engineer,Junior,2020-08-22,CC-C04-D02,True
C04-E0084,C04,C04-D08,Analista de Suporte,Senior,2021-10-23,CC-C04-D08,True
C04-E0085,C04,C04-D06,Representante Comercial,Senior,2023-04-19,CC-C04-D06,True
C04-E0086,C04,C04-D01,Desenvolvedor(a) Backend,Senior,2021-06-15,CC-C04-D01,True
C04-E0087,C04,C04-D03,Product Manager,Junior,2023-01-13,CC-C04-D03,True
C04-E0088,C04,C04-D01,Desenvolvedor(a) Full Stack,Junior,2023-12-01,CC-C04-D01,True
C04-E0089,C04,C04-D04,Engenheiro(a) de Testes,Junior,2025-07-23,CC-C04-D04,True
C04-E0090,C04,C04-D06,Coordenador(a) de Vendas,Junior,2023-05-14,CC-C04-D06,True
C04-E0091,C04,C04-D01,Desenvolvedor(a) Full Stack,Junior,2025-05-25,CC-C04-D01,True
C04-E0092,C04,C04-D01,Desenvolvedor(a) Frontend,Gerente,2022-10-18,CC-C04-D01,True
C04-E0093,C04,C04-D03,Product Manager,Pleno,2024-07-10,CC-C04-D03,True
C04-E0094,C04,C04-D09,Recrutador(a),Junior,2022-08-29,CC-C04-D09,True
C04-E0095,C04,C04-D11,Analista Juridico,Especialista,2021-06-27,CC-C04-D11,True
C04-E0096,C04,C04-D01,Desenvolvedor(a) Backend,Junior,2025-12-07,CC-C04-D01,True
C04-E0097,C04,C04-D07,Especialista em Midias Digitais,Senior,2024-08-18,CC-C04-D07,True
C04-E0098,C04,C04-D02,Site Reliability Engineer,Pleno,2021-10-09,CC-C04-D02,True
C04-E0099,C04,C04-D03,Product Manager,Senior,2023-04-29,CC-C04-D03,True
C04-E0100,C04,C04-D07,Especialista em Midias Digitais,Senior,2024-06-28,CC-C04-D07,True
C04-E0101,C04,C04-D09,Business Partner de RH,Senior,2023-05-29,CC-C04-D09,True
C04-E0102,C04,C04-D10,Analista de Contas a Pagar,Pleno,2021-11-21,CC-C04-D10,True
C04-E0103,C04,C04-D05,Analista de Dados,Pleno,2025-10-09,CC-C04-D05,True
C04-E0104,C04,C04-D02,Engenheiro(a) de Infraestrutura,Senior,2023-05-27,CC-C04-D02,True
C04-E0105,C04,C04-D08,Especialista em Atendimento,Junior,2024-10-31,CC-C04-D08,True
C04-E0106,C04,C04-D01,Desenvolvedor(a) Full Stack,Junior,2022-07-28,CC-C04-D01,True
C05-E0001,C05,C05-D02,Engenheiro(a) de Infraestrutura,Pleno,2020-09-01,CC-C05-D02,True
C05-E0002,C05,C05-D08,Especialista em Atendimento,Junior,2023-09-25,CC-C05-D08,True
C05-E0003,C05,C05-D03,Product Owner,Senior,2023-08-06,CC-C05-D03,True
C05-E0004,C05,C05-D11,Analista Juridico,Especialista,2025-10-31,CC-C05-D11,True
C05-E0005,C05,C05-D04,Engenheiro(a) de Testes,Junior,2021-10-03,CC-C05-D04,True
C05-E0006,C05,C05-D02,Engenheiro(a) DevOps,Pleno,2022-10-09,CC-C05-D02,True
C05-E0007,C05,C05-D01,Desenvolvedor(a) Full Stack,Pleno,2024-04-25,CC-C05-D01,True
C05-E0008,C05,C05-D02,Engenheiro(a) de Infraestrutura,Senior,2023-03-25,CC-C05-D02,True
C05-E0009,C05,C05-D02,Engenheiro(a) de Infraestrutura,Senior,2023-04-30,CC-C05-D02,True
C05-E0010,C05,C05-D01,Engenheiro(a) de Software,Especialista,2023-04-13,CC-C05-D01,True
C05-E0011,C05,C05-D02,Engenheiro(a) DevOps,Junior,2024-01-12,CC-C05-D02,True
C05-E0012,C05,C05-D04,Analista de QA,Junior,2025-11-16,CC-C05-D04,True
C05-E0013,C05,C05-D06,Coordenador(a) de Vendas,Senior,2021-03-02,CC-C05-D06,True
C05-E0014,C05,C05-D06,Coordenador(a) de Vendas,Junior,2021-03-02,CC-C05-D06,True
C05-E0015,C05,C05-D06,Executivo(a) de Vendas,Especialista,2021-05-13,CC-C05-D06,True
C05-E0016,C05,C05-D01,Desenvolvedor(a) Frontend,Pleno,2023-06-24,CC-C05-D01,True
C05-E0017,C05,C05-D01,Engenheiro(a) de Software,Pleno,2022-05-05,CC-C05-D01,True
C05-E0018,C05,C05-D06,Executivo(a) de Vendas,Junior,2024-04-05,CC-C05-D06,True
C05-E0019,C05,C05-D04,Engenheiro(a) de Testes,Pleno,2025-08-14,CC-C05-D04,True
C05-E0020,C05,C05-D01,Engenheiro(a) de Software,Junior,2023-04-23,CC-C05-D01,True
C05-E0021,C05,C05-D08,Analista de Suporte,Junior,2024-12-31,CC-C05-D08,True
C05-E0022,C05,C05-D07,Coordenador(a) de Marketing,Pleno,2022-04-05,CC-C05-D07,True
C05-E0023,C05,C05-D04,Engenheiro(a) de Testes,Junior,2022-05-06,CC-C05-D04,True
C05-E0024,C05,C05-D01,Desenvolvedor(a) Frontend,Senior,2022-09-27,CC-C05-D01,True
C05-E0025,C05,C05-D07,Especialista em Midias Digitais,Pleno,2025-12-29,CC-C05-D07,True
C05-E0026,C05,C05-D05,Analista de Dados,Senior,2022-02-11,CC-C05-D05,True
C05-E0027,C05,C05-D08,Especialista em Atendimento,Pleno,2020-08-14,CC-C05-D08,True
C05-E0028,C05,C05-D07,Especialista em Midias Digitais,Pleno,2020-08-30,CC-C05-D07,True
C05-E0029,C05,C05-D08,Especialista em Atendimento,Gerente,2025-03-16,CC-C05-D08,False
C06-E0001,C06,C06-D04,Especialista em Relacionamento com Cliente,Gerente,2022-10-15,CC-C06-D04,True
C06-E0002,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2023-01-31,CC-C06-D01,True
C06-E0003,C06,C06-D03,Analista de TI,Pleno,2022-04-25,CC-C06-D03,True
C06-E0004,C06,C06-D04,Analista de Atendimento,Pleno,2021-10-09,CC-C06-D04,True
C06-E0005,C06,C06-D04,Analista de Atendimento,Pleno,2021-02-14,CC-C06-D04,True
C06-E0006,C06,C06-D02,Analista de Risco,Junior,2025-11-13,CC-C06-D02,True
C06-E0007,C06,C06-D07,Analista de RH,Junior,2022-03-07,CC-C06-D07,True
C06-E0008,C06,C06-D01,Analista de Operacoes,Senior,2025-12-09,CC-C06-D01,True
C06-E0009,C06,C06-D03,Analista de TI,Junior,2024-04-21,,False
C06-E0010,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2021-09-30,CC-C06-D04,True
C06-E0011,C06,C06-D04,Analista de Atendimento,Senior,2023-10-25,CC-C06-D04,False
C06-E0012,C06,C06-D04,Especialista em Relacionamento com Cliente,Senior,2021-03-22,CC-C06-D04,True
C06-E0013,C06,C06-D01,Analista de Operacoes,Especialista,2022-02-27,CC-C06-D01,True
C06-E0014,C06,C06-D01,Analista de Operacoes,Pleno,2022-10-19,CC-C06-D01,True
C06-E0015,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2022-03-21,CC-C06-D04,True
C06-E0016,C06,C06-D04,Analista de Atendimento,Junior,2021-04-16,CC-C06-D04,True
C06-E0017,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2022-06-21,CC-C06-D01,True
C06-E0018,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2021-01-05,CC-C06-D04,True
C06-E0019,C06,C06-D03,Administrador(a) de Sistemas,Especialista,2024-07-20,CC-C06-D03,True
C06-E0020,C06,C06-D04,Analista de Atendimento,Pleno,2023-02-08,CC-C06-D04,True
C06-E0021,C06,C06-D05,Coordenador(a) Comercial,Pleno,2024-02-13,CC-C06-D05,True
C06-E0022,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2024-05-03,CC-C06-D01,True
C06-E0023,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2024-07-02,CC-C06-D01,True
C06-E0024,C06,C06-D05,Coordenador(a) Comercial,Pleno,2022-03-09,CC-C06-D05,True
C06-E0025,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2022-07-29,CC-C06-D04,True
C06-E0026,C06,C06-D04,Analista de Atendimento,Pleno,2023-03-10,CC-C06-D04,True
C06-E0027,C06,C06-D05,Coordenador(a) Comercial,Pleno,2025-07-23,CC-C06-D05,True
C06-E0028,C06,C06-D05,Analista Comercial,Especialista,2022-06-09,CC-C06-D05,True
C06-E0029,C06,C06-D07,Business Partner de RH,Junior,2024-01-17,CC-C06-D07,True
C06-E0030,C06,C06-D04,Especialista em Relacionamento com Cliente,Senior,2020-11-19,CC-C06-D04,True
C06-E0031,C06,C06-D03,Suporte Tecnico,Pleno,2024-11-26,CC-C06-D03,True
C06-E0032,C06,C06-D03,Administrador(a) de Sistemas,Junior,2023-09-22,CC-C06-D03,True
C06-E0033,C06,C06-D01,Analista de Operacoes,Pleno,2023-11-01,CC-C06-D01,True
C06-E0034,C06,C06-D04,Especialista em Relacionamento com Cliente,Senior,2024-04-06,CC-C06-D04,True
C06-E0035,C06,C06-D01,Analista de Operacoes,Senior,2022-04-18,CC-C06-D01,False
C06-E0036,C06,C06-D07,Analista de RH,Junior,2024-09-03,CC-C06-D07,True
C06-E0037,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2021-02-02,CC-C06-D04,True
C06-E0038,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2022-11-04,CC-C06-D04,True
C06-E0039,C06,C06-D02,Analista de Risco,Pleno,2025-06-10,CC-C06-D02,False
C06-E0040,C06,C06-D01,Analista de Operacoes,Junior,2026-01-10,CC-C06-D01,True
C06-E0041,C06,C06-D01,Analista de Operacoes,Pleno,2021-10-04,CC-C06-D01,True
C06-E0042,C06,C06-D03,Administrador(a) de Sistemas,Senior,2020-11-17,CC-C06-D03,True
C06-E0043,C06,C06-D01,Especialista em Produtos Bancarios,Especialista,2021-09-12,CC-C06-D01,True
C06-E0044,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2026-01-09,,True
C06-E0045,C06,C06-D06,Analista de Contas a Pagar,Pleno,2025-03-29,CC-C06-D06,True
C06-E0046,C06,C06-D06,Controller Junior,Pleno,2023-04-03,CC-C06-D06,True
C06-E0047,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2024-12-09,CC-C06-D04,True
C06-E0048,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2024-08-02,CC-C06-D01,True
C06-E0049,C06,C06-D06,Analista Financeiro,Junior,2022-09-26,CC-C06-D06,True
C06-E0050,C06,C06-D06,Controller Junior,Especialista,2022-06-25,CC-C06-D06,True
C06-E0051,C06,C06-D01,Analista de Operacoes,Junior,2026-04-15,CC-C06-D01,True
C06-E0052,C06,C06-D05,Analista Comercial,Senior,2022-12-07,CC-C06-D05,True
C06-E0053,C06,C06-D01,Analista de Operacoes,Pleno,2024-06-23,CC-C06-D01,True
C06-E0054,C06,C06-D05,Coordenador(a) Comercial,Junior,2021-11-24,CC-C06-D05,False
C06-E0055,C06,C06-D08,Advogado(a) Corporativo,Pleno,2025-06-21,CC-C06-D08,True
C06-E0056,C06,C06-D01,Analista de Operacoes,Pleno,2024-05-16,CC-C06-D01,True
C06-E0057,C06,C06-D06,Controller Junior,Junior,2022-10-25,CC-C06-D06,False
C06-E0058,C06,C06-D04,Analista de Atendimento,Senior,2024-08-26,CC-C06-D04,True
C06-E0059,C06,C06-D08,Advogado(a) Corporativo,Junior,2023-06-14,CC-C06-D08,True
C06-E0060,C06,C06-D03,Suporte Tecnico,Junior,2026-04-26,CC-C06-D03,False
C06-E0061,C06,C06-D06,Controller Junior,Senior,2022-03-26,CC-C06-D06,True
C06-E0062,C06,C06-D01,Analista de Operacoes,Senior,2023-07-04,CC-C06-D01,True
C06-E0063,C06,C06-D02,Analista de Compliance,Junior,2020-10-22,CC-C06-D02,True
C06-E0064,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-02-16,CC-C06-D01,True
C06-E0065,C06,C06-D08,Advogado(a) Corporativo,Junior,2022-04-28,CC-C06-D08,True
C06-E0066,C06,C06-D05,Executivo(a) de Contas,Pleno,2024-12-11,CC-C06-D05,False
C06-E0067,C06,C06-D06,Controller Junior,Junior,2022-04-03,CC-C06-D06,True
C06-E0068,C06,C06-D07,Recrutador(a),Senior,2020-12-30,CC-C06-D07,True
C06-E0069,C06,C06-D01,Analista de Operacoes,Senior,2021-11-04,CC-C06-D01,False
C06-E0070,C06,C06-D02,Analista de Risco,Especialista,2023-03-03,CC-C06-D02,True
C06-E0071,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2025-07-27,CC-C06-D01,True
C06-E0072,C06,C06-D01,Analista de Operacoes,Especialista,2025-10-08,CC-C06-D01,True
C06-E0073,C06,C06-D01,Analista de Operacoes,Pleno,2024-10-06,CC-C06-D01,True
C06-E0074,C06,C06-D03,Analista de Infraestrutura,Senior,2025-06-18,CC-C06-D03,True
C06-E0075,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2025-06-04,CC-C06-D01,True
C06-E0076,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2021-07-31,CC-C06-D01,True
C06-E0077,C06,C06-D01,Analista de Operacoes,Pleno,2020-09-08,CC-C06-D01,True
C06-E0078,C06,C06-D01,Analista de Operacoes,Pleno,2021-04-05,CC-C06-D01,True
C06-E0079,C06,C06-D08,Advogado(a) Corporativo,Pleno,2026-03-14,CC-C06-D08,True
C06-E0080,C06,C06-D05,Executivo(a) de Contas,Junior,2024-01-01,CC-C06-D05,True
C06-E0081,C06,C06-D07,Analista de RH,Junior,2021-09-10,CC-C06-D07,True
C06-E0082,C06,C06-D03,Analista de TI,Gerente,2023-01-30,CC-C06-D03,True
C06-E0083,C06,C06-D01,Analista de Operacoes,Pleno,2021-02-24,CC-C06-D01,True
C06-E0084,C06,C06-D05,Analista Comercial,Junior,2024-06-04,CC-C06-D05,True
C06-E0085,C06,C06-D02,Analista de Compliance,Gerente,2024-01-07,CC-C06-D02,True
C06-E0086,C06,C06-D01,Especialista em Produtos Bancarios,Especialista,2023-08-08,CC-C06-D01,False
C06-E0087,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2022-03-26,CC-C06-D01,True
C06-E0088,C06,C06-D01,Analista de Operacoes,Senior,2022-06-14,CC-C06-D01,True
C06-E0089,C06,C06-D01,Analista de Operacoes,Pleno,2024-06-10,CC-C06-D01,True
C06-E0090,C06,C06-D02,Analista de Compliance,Senior,2023-02-24,CC-C06-D02,True
C06-E0091,C06,C06-D04,Analista de Atendimento,Junior,2026-05-28,CC-C06-D04,True
C06-E0092,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2021-04-02,CC-C06-D01,True
C06-E0093,C06,C06-D01,Especialista em Produtos Bancarios,Gerente,2023-02-18,CC-C06-D01,True
C06-E0094,C06,C06-D05,Executivo(a) de Contas,Pleno,2023-09-02,CC-C06-D05,True
C06-E0095,C06,C06-D01,Analista de Operacoes,Junior,2023-05-09,CC-C06-D01,True
C06-E0096,C06,C06-D02,Analista de Risco,Junior,2026-01-31,CC-C06-D02,True
C06-E0097,C06,C06-D06,Controller Junior,Pleno,2026-04-08,CC-C06-D06,True
C06-E0098,C06,C06-D01,Analista de Operacoes,Pleno,2025-04-24,CC-C06-D01,True
C06-E0099,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2025-11-24,CC-C06-D01,True
C06-E0100,C06,C06-D03,Analista de TI,Pleno,2021-12-07,CC-C06-D03,True
C06-E0101,C06,C06-D02,Analista de Risco,Pleno,2025-10-23,CC-C06-D02,True
C06-E0102,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2023-10-26,CC-C06-D04,False
C06-E0103,C06,C06-D05,Coordenador(a) Comercial,Gerente,2022-11-20,CC-C06-D05,True
C06-E0104,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2023-10-15,CC-C06-D01,True
C06-E0105,C06,C06-D04,Analista de Atendimento,Pleno,2023-12-19,CC-C06-D04,True
C06-E0106,C06,C06-D03,Suporte Tecnico,Junior,2025-10-05,CC-C06-D03,True
C06-E0107,C06,C06-D01,Analista de Operacoes,Pleno,2021-08-27,CC-C06-D01,True
C06-E0108,C06,C06-D04,Analista de Atendimento,Senior,2020-08-30,CC-C06-D04,False
C06-E0109,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2022-11-14,CC-C06-D01,True
C06-E0110,C06,C06-D03,Analista de Infraestrutura,Pleno,2024-10-08,CC-C06-D03,True
C06-E0111,C06,C06-D01,Analista de Operacoes,Senior,2021-11-19,CC-C06-D01,True
C06-E0112,C06,C06-D03,Administrador(a) de Sistemas,Pleno,2023-12-01,CC-C06-D03,True
C06-E0113,C06,C06-D02,Analista de Risco,Senior,2021-08-06,CC-C06-D02,True
C06-E0114,C06,C06-D05,Executivo(a) de Contas,Pleno,2021-10-25,CC-C06-D05,True
C06-E0115,C06,C06-D01,Analista de Operacoes,Junior,2022-02-02,CC-C06-D01,True
C06-E0116,C06,C06-D03,Administrador(a) de Sistemas,Junior,2022-09-28,CC-C06-D03,False
C06-E0117,C06,C06-D03,Analista de Infraestrutura,Junior,2022-04-14,CC-C06-D03,True
C06-E0118,C06,C06-D05,Coordenador(a) Comercial,Senior,2021-06-19,CC-C06-D05,True
C06-E0119,C06,C06-D04,Especialista em Relacionamento com Cliente,Especialista,2024-01-01,CC-C06-D04,False
C06-E0120,C06,C06-D04,Analista de Atendimento,Senior,2021-03-20,CC-C06-D04,True
C06-E0121,C06,C06-D05,Coordenador(a) Comercial,Especialista,2022-01-20,CC-C06-D05,True
C06-E0122,C06,C06-D06,Analista Financeiro,Senior,2023-06-06,CC-C06-D06,False
C06-E0123,C06,C06-D02,Analista de Compliance,Senior,2024-06-01,CC-C06-D02,True
C06-E0124,C06,C06-D04,Analista de Atendimento,Pleno,2024-01-26,CC-C06-D04,True
C06-E0125,C06,C06-D06,Analista de Contas a Pagar,Junior,2025-02-16,CC-C06-D06,True
C06-E0126,C06,C06-D08,Advogado(a) Corporativo,Pleno,2023-09-22,CC-C06-D08,True
C06-E0127,C06,C06-D06,Analista de Contas a Pagar,Senior,2024-12-20,CC-C06-D06,True
C06-E0128,C06,C06-D02,Analista de Risco,Pleno,2022-11-02,CC-C06-D02,False
C06-E0129,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2021-03-20,CC-C06-D01,True
C06-E0130,C06,C06-D03,Suporte Tecnico,Junior,2022-12-26,CC-C06-D03,True
C06-E0131,C06,C06-D05,Coordenador(a) Comercial,Senior,2021-03-02,CC-C06-D05,True
C06-E0132,C06,C06-D03,Analista de TI,Junior,2021-03-06,CC-C06-D03,True
C06-E0133,C06,C06-D03,Suporte Tecnico,Pleno,2024-03-01,CC-C06-D03,True
C06-E0134,C06,C06-D05,Analista Comercial,Pleno,2025-12-06,CC-C06-D05,True
C06-E0135,C06,C06-D02,Analista de Risco,Junior,2024-10-22,,True
C06-E0136,C06,C06-D06,Analista de Contas a Pagar,Especialista,2020-11-15,CC-C06-D06,True
C06-E0137,C06,C06-D03,Analista de Infraestrutura,Junior,2023-02-18,CC-C06-D03,False
C06-E0138,C06,C06-D02,Analista de Compliance,Pleno,2023-11-12,CC-C06-D02,True
C06-E0139,C06,C06-D03,Administrador(a) de Sistemas,Pleno,2020-11-04,CC-C06-D03,True
C06-E0140,C06,C06-D05,Coordenador(a) Comercial,Gerente,2024-03-22,CC-C06-D05,True
C06-E0141,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2020-12-10,CC-C06-D01,True
C06-E0142,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2024-07-18,CC-C06-D01,True
C06-E0143,C06,C06-D07,Recrutador(a),Junior,2020-12-19,CC-C06-D07,True
C06-E0144,C06,C06-D01,Analista de Operacoes,Pleno,2026-01-24,CC-C06-D01,True
C06-E0145,C06,C06-D04,Analista de Atendimento,Junior,2025-11-25,CC-C06-D04,True
C06-E0146,C06,C06-D04,Especialista em Relacionamento com Cliente,Senior,2025-05-06,CC-C06-D04,True
C06-E0147,C06,C06-D03,Administrador(a) de Sistemas,Pleno,2025-09-06,CC-C06-D03,True
C06-E0148,C06,C06-D04,Analista de Atendimento,Gerente,2024-11-21,CC-C06-D04,True
C06-E0149,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-10-07,CC-C06-D01,True
C06-E0150,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2020-12-21,,True
C06-E0151,C06,C06-D02,Analista de Compliance,Pleno,2026-04-24,,True
C06-E0152,C06,C06-D04,Especialista em Relacionamento com Cliente,Senior,2023-02-10,CC-C06-D04,True
C06-E0153,C06,C06-D01,Analista de Operacoes,Pleno,2020-10-23,CC-C06-D01,True
C06-E0154,C06,C06-D04,Especialista em Relacionamento com Cliente,Gerente,2021-08-05,CC-C06-D04,True
C06-E0155,C06,C06-D01,Analista de Operacoes,Junior,2025-03-30,CC-C06-D01,False
C06-E0156,C06,C06-D01,Analista de Operacoes,Especialista,2024-10-06,CC-C06-D01,False
C06-E0157,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2022-06-21,CC-C06-D01,True
C06-E0158,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-07-23,CC-C06-D01,True
C06-E0159,C06,C06-D05,Analista Comercial,Pleno,2021-04-18,CC-C06-D05,True
C06-E0160,C06,C06-D01,Analista de Operacoes,Junior,2023-01-30,CC-C06-D01,True
C06-E0161,C06,C06-D07,Analista de RH,Senior,2022-06-14,CC-C06-D07,True
C06-E0162,C06,C06-D07,Recrutador(a),Senior,2021-11-09,CC-C06-D07,True
C06-E0163,C06,C06-D04,Especialista em Relacionamento com Cliente,Pleno,2022-03-11,CC-C06-D04,True
C06-E0164,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-10-25,CC-C06-D01,True
C06-E0165,C06,C06-D02,Analista de Risco,Junior,2025-07-08,CC-C06-D02,True
C06-E0166,C06,C06-D05,Analista Comercial,Junior,2022-09-24,CC-C06-D05,True
C06-E0167,C06,C06-D02,Analista de Risco,Pleno,2025-12-19,CC-C06-D02,True
C06-E0168,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2023-05-28,CC-C06-D01,True
C06-E0169,C06,C06-D04,Analista de Atendimento,Pleno,2023-04-20,CC-C06-D04,True
C06-E0170,C06,C06-D06,Analista de Contas a Pagar,Senior,2022-06-05,CC-C06-D06,True
C06-E0171,C06,C06-D05,Analista Comercial,Junior,2026-04-08,CC-C06-D05,True
C06-E0172,C06,C06-D01,Analista de Operacoes,Pleno,2021-12-23,CC-C06-D01,True
C06-E0173,C06,C06-D04,Especialista em Relacionamento com Cliente,Junior,2024-08-15,CC-C06-D04,True
C06-E0174,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2022-09-22,CC-C06-D01,True
C06-E0175,C06,C06-D01,Analista de Operacoes,Senior,2021-09-07,CC-C06-D01,True
C06-E0176,C06,C06-D06,Analista de Contas a Pagar,Especialista,2025-09-04,CC-C06-D06,True
C06-E0177,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2025-10-25,CC-C06-D01,False
C06-E0178,C06,C06-D01,Analista de Operacoes,Senior,2021-05-31,CC-C06-D01,True
C06-E0179,C06,C06-D01,Especialista em Produtos Bancarios,Junior,2022-10-14,CC-C06-D01,True
C06-E0180,C06,C06-D06,Controller Junior,Pleno,2021-05-23,CC-C06-D06,True
C06-E0181,C06,C06-D05,Analista Comercial,Pleno,2022-03-27,CC-C06-D05,True
C06-E0182,C06,C06-D04,Especialista em Relacionamento com Cliente,Gerente,2025-08-20,CC-C06-D04,True
C06-E0183,C06,C06-D05,Analista Comercial,Senior,2021-08-22,CC-C06-D05,True
C06-E0184,C06,C06-D01,Analista de Operacoes,Pleno,2025-07-10,CC-C06-D01,True
C06-E0185,C06,C06-D03,Analista de Infraestrutura,Junior,2024-09-18,CC-C06-D03,True
C06-E0186,C06,C06-D02,Analista de Compliance,Pleno,2022-05-26,CC-C06-D02,True
C06-E0187,C06,C06-D01,Analista de Operacoes,Junior,2022-12-27,CC-C06-D01,True
C06-E0188,C06,C06-D03,Suporte Tecnico,Especialista,2025-07-17,CC-C06-D03,True
C06-E0189,C06,C06-D07,Analista de RH,Junior,2021-08-11,CC-C06-D07,False
C06-E0190,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-04-14,CC-C06-D01,True
C06-E0191,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2025-05-26,CC-C06-D01,True
C06-E0192,C06,C06-D01,Especialista em Produtos Bancarios,Pleno,2022-02-15,,True
C06-E0193,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2023-12-10,CC-C06-D01,False
C06-E0194,C06,C06-D06,Analista de Contas a Pagar,Pleno,2023-09-21,CC-C06-D06,True
C06-E0195,C06,C06-D03,Administrador(a) de Sistemas,Pleno,2022-03-05,CC-C06-D03,True
C06-E0196,C06,C06-D03,Suporte Tecnico,Junior,2023-01-25,CC-C06-D03,False
C06-E0197,C06,C06-D05,Executivo(a) de Contas,Senior,2025-10-05,CC-C06-D05,False
C06-E0198,C06,C06-D01,Especialista em Produtos Bancarios,Senior,2023-10-03,CC-C06-D01,True
C06-E0199,C06,C06-D03,Analista de TI,Junior,2022-05-24,CC-C06-D03,True
C06-E0200,C06,C06-D03,Administrador(a) de Sistemas,Junior,2020-11-19,CC-C06-D03,True
C06-E0201,C06,C06-D04,Analista de Atendimento,Junior,2021-04-23,CC-C06-D04,True
C06-E0202,C06,C06-D08,Advogado(a) Corporativo,Junior,2026-05-15,CC-C06-D08,True
C06-E0203,C06,C06-D05,Analista Comercial,Senior,2021-05-25,CC-C06-D05,True
C06-E0204,C06,C06-D02,Analista de Compliance,Junior,2021-07-04,CC-C06-D02,True
