build_id,project_id,timestamp,status,duration,tests_executed,tests_failed
BLD-C01-P02-002275,C01-P02,2025-06-23 16:09:44,Sucesso,85,420,0
BLD-C01-P02-002276,C01-P02,2025-06-09 16:08:10,Sucesso,68,282,0
BLD-C01-P02-002277,C01-P02,2025-06-02 07:23:38,Sucesso,505,399,0
BLD-C01-P02-002278,C01-P02,2025-06-22 11:44:38,Sucesso,465,491,0
BLD-C01-P02-002279,C01-P02,2025-06-11 09:01:28,Sucesso,456,671,0
BLD-C01-P02-002280,C01-P02,2025-06-07 15:49:35,Sucesso,20,458,0
BLD-C01-P02-002281,C01-P02,2025-06-26 08:40:59,Sucesso,36,717,0
BLD-C01-P02-002282,C01-P02,2025-06-09 11:30:54,Sucesso,475,415,0
BLD-C01-P02-002283,C01-P02,2025-06-03 13:44:14,Sucesso,406,369,0
BLD-C01-P02-002284,C01-P02,2025-06-26 08:01:23,Falha,489,300,5
BLD-C01-P02-002285,C01-P02,2025-06-02 12:57:41,Falha,211,225,14
BLD-C01-P02-002286,C01-P02,2025-06-27 14:46:14,Sucesso,458,87,0
BLD-C01-P02-002287,C01-P02,2025-06-05 11:01:25,Sucesso,20,256,0
BLD-C01-P02-002288,C01-P02,2025-06-08 18:35:35,Sucesso,351,201,0
BLD-C01-P02-002289,C01-P02,2025-06-04 12:05:23,Sucesso,89,345,0
BLD-C01-P02-002290,C01-P02,2025-06-02 12:49:17,Sucesso,217,10,0
BLD-C01-P02-002291,C01-P02,2025-06-25 10:03:55,Sucesso,421,456,0
BLD-C01-P02-002292,C01-P02,2025-06-17 10:41:07,Sucesso,485,423,1
BLD-C01-P02-002293,C01-P02,2025-06-06 16:53:38,Sucesso,410,647,0
BLD-C01-P02-002294,C01-P02,2025-06-15 15:01:53,Sucesso,432,531,0
BLD-C01-P02-002295,C01-P02,2025-06-22 12:13:02,Falha,407,525,19
BLD-C01-P02-002296,C01-P02,2025-06-19 08:27:13,Sucesso,310,11,2
BLD-C01-P02-002297,C01-P02,2025-06-15 15:22:26,Falha,290,10,5
BLD-C01-P02-002298,C01-P02,2025-06-07 12:40:31,Falha,362,84,4
BLD-C01-P02-002299,C01-P02,2025-06-20 16:43:09,Sucesso,204,335,0
BLD-C01-P02-002300,C01-P02,2025-06-03 08:46:57,Falha,511,566,3
BLD-C01-P02-002301,C01-P02,2025-06-19 13:08:08,Sucesso,265,425,0
BLD-C01-P02-002302,C01-P02,2025-06-01 13:58:32,Sucesso,345,10,1
BLD-C01-P02-002303,C01-P02,2025-06-05 12:31:09,Sucesso,533,649,0
BLD-C01-P02-002304,C01-P02,2025-06-11 17:43:45,Sucesso,505,462,0
BLD-C01-P02-002305,C01-P02,2025-06-08 18:10:29,Falha,190,591,3
BLD-C01-P02-002306,C01-P02,2025-06-04 21:52:24,Sucesso,331,455,0
BLD-C01-P02-002307,C01-P02,2025-06-28 16:28:05,Sucesso,141,472,0
BLD-C01-P02-002308,C01-P02,2025-07-05 16:30:27,Sucesso,55,318,0
BLD-C01-P02-002309,C01-P02,2025-07-05 09:14:29,Sucesso,278,433,0
BLD-C01-P02-002310,C01-P02,2025-07-26 17:37:30,Sucesso,163,174,0
BLD-C01-P02-002311,C01-P02,2025-07-04 18:28:23,Sucesso,469,153,0
BLD-C01-P02-002312,C01-P02,2025-07-31 08:56:11,Falha,232,351,11
BLD-C01-P02-002313,C01-P02,2025-07-04 16:49:41,Sucesso,475,660,0
BLD-C01-P02-002314,C01-P02,2025-07-07 08:36:55,Falha,376,704,2
BLD-C01-P02-002315,C01-P02,2025-07-06 09:17:36,Sucesso,320,556,0
BLD-C01-P02-002316,C01-P02,2025-07-29 12:45:26,Sucesso,163,389,1
BLD-C01-P02-002317,C01-P02,2025-07-22 17:56:59,Sucesso,513,93,1
BLD-C01-P02-002318,C01-P02,2025-07-14 19:20:22,Sucesso,442,570,0
BLD-C01-P02-002319,C01-P02,2025-07-04 07:34:36,Sucesso,518,193,0
BLD-C01-P02-002320,C01-P02,2025-07-05 12:03:49,Sucesso,348,623,0
BLD-C01-P02-002321,C01-P02,2025-07-08 12:15:00,Sucesso,110,496,0
BLD-C01-P02-002322,C01-P02,2025-07-22 21:45:25,Sucesso,140,674,0
BLD-C01-P02-002323,C01-P02,2025-07-04 16:05:48,Sucesso,590,304,0
BLD-C01-P02-002324,C01-P02,2025-07-26 16:12:58,Falha,411,197,13
BLD-C01-P02-002325,C01-P02,2025-07-19 18:21:22,Falha,317,78,1
BLD-C01-P02-002326,C01-P02,2025-07-25 10:27:46,Sucesso,353,424,0
BLD-C01-P02-002327,C01-P02,2025-07-16 19:59:08,Sucesso,264,10,0
BLD-C01-P02-002328,C01-P02,2025-07-16 18:24:35,Sucesso,354,625,0
BLD-C01-P02-002329,C01-P02,2025-07-28 10:54:07,Sucesso,473,570,0
BLD-C01-P02-002330,C01-P02,2025-07-23 07:43:14,Falha,424,339,3
BLD-C01-P02-002331,C01-P02,2025-07-01 20:04:10,Sucesso,158,10,0
BLD-C01-P02-002332,C01-P02,2025-07-06 13:22:18,Sucesso,446,357,0
BLD-C01-P02-002333,C01-P02,2025-07-14 07:10:02,Sucesso,387,229,0
BLD-C01-P02-002334,C01-P02,2025-07-06 17:39:52,Falha,474,398,5
BLD-C01-P02-002335,C01-P02,2025-07-23 18:26:08,Falha,145,244,4
BLD-C01-P02-002336,C01-P02,2025-07-05 09:14:25,Sucesso,385,267,1
BLD-C01-P02-002337,C01-P02,2025-07-25 20:52:39,Sucesso,133,377,0
BLD-C01-P02-002338,C01-P02,2025-07-26 21:02:22,Sucesso,219,572,0
BLD-C01-P02-002339,C01-P02,2025-07-03 18:49:09,Sucesso,478,681,0
BLD-C01-P02-002340,C01-P02,2025-07-23 14:34:41,Sucesso,404,513,0
BLD-C01-P02-002341,C01-P02,2025-07-27 20:31:39,Sucesso,246,163,0
BLD-C01-P02-002342,C01-P02,2025-07-14 21:14:29,Falha,293,217,1
BLD-C01-P02-002343,C01-P02,2025-07-04 21:36:12,Sucesso,317,623,0
BLD-C01-P02-002344,C01-P02,2025-07-05 12:36:37,Sucesso,539,451,0
BLD-C01-P02-002345,C01-P02,2025-07-09 19:33:08,Sucesso,75,333,0
BLD-C01-P02-002346,C01-P02,2025-07-17 17:56:36,Sucesso,275,396,0
BLD-C01-P02-002347,C01-P02,2025-07-25 21:00:53,Sucesso,241,519,0
BLD-C01-P02-002348,C01-P02,2025-07-05 15:32:18,Falha,272,326,3
BLD-C01-P02-002349,C01-P02,2025-07-02 08:11:08,Sucesso,252,719,0
BLD-C01-P02-002350,C01-P02,2025-07-19 14:32:57,Sucesso,460,433,1
BLD-C01-P02-002351,C01-P02,2025-07-03 16:31:18,Sucesso,231,298,0
BLD-C01-P02-002352,C01-P02,2025-07-29 11:00:17,Sucesso,257,241,0
BLD-C01-P02-002353,C01-P02,2025-07-26 15:29:59,Sucesso,240,163,0
BLD-C01-P02-002354,C01-P02,2025-07-16 13:37:34,Sucesso,207,428,0
BLD-C01-P02-002355,C01-P02,2025-07-19 15:54:28,Falha,470,143,8
BLD-C01-P02-002356,C01-P02,2025-07-25 11:15:31,Sucesso,378,512,0
BLD-C01-P02-002357,C01-P02,2025-07-29 17:24:27,Sucesso,333,163,0
BLD-C01-P02-002358,C01-P02,2025-07-04 17:58:33,Sucesso,632,250,0
BLD-C01-P02-002359,C01-P02,2025-07-28 11:37:46,Falha,212,854,7
BLD-C01-P02-002360,C01-P02,2025-07-04 10:57:58,Falha,325,139,21
BLD-C01-P02-002361,C01-P02,2025-07-19 19:52:35,Sucesso,328,21,1
BLD-C01-P02-002362,C01-P02,2025-07-06 17:30:01,Sucesso,367,634,0
BLD-C01-P02-002363,C01-P02,2025-07-31 18:52:10,Sucesso,146,714,0
BLD-C01-P02-002364,C01-P02,2025-07-15 08:54:05,Sucesso,75,613,0
BLD-C01-P02-002365,C01-P02,2025-07-15 12:46:08,Sucesso,440,305,0
BLD-C01-P02-002366,C01-P02,2025-07-29 15:18:49,Sucesso,366,369,0
BLD-C01-P02-002367,C01-P02,2025-07-27 11:09:18,Sucesso,288,459,0
BLD-C01-P02-002368,C01-P02,2025-07-31 18:11:38,Sucesso,20,381,0
BLD-C01-P02-002369,C01-P02,2025-07-14 14:00:13,Sucesso,458,753,0
BLD-C01-P02-002370,C01-P02,2025-07-26 08:11:38,Sucesso,334,527,0
BLD-C01-P02-002371,C01-P02,2025-07-10 13:02:05,Sucesso,94,264,0
BLD-C01-P02-002372,C01-P02,2025-07-09 10:34:50,Falha,488,338,2
BLD-C01-P02-002373,C01-P02,2025-07-11 18:44:32,Sucesso,388,463,0
BLD-C01-P02-002374,C01-P02,2025-07-18 08:48:57,Sucesso,122,286,1
BLD-C01-P02-002375,C01-P02,2025-07-17 20:25:27,Sucesso,494,796,0
BLD-C01-P02-002376,C01-P02,2025-07-31 07:25:53,Sucesso,58,432,0
BLD-C01-P02-002377,C01-P02,2025-07-02 20:18:51,Sucesso,298,332,0
BLD-C01-P02-002378,C01-P02,2025-07-04 13:56:49,Sucesso,329,332,0
BLD-C01-P02-002379,C01-P02,2025-07-17 15:58:10,Sucesso,365,654,0
BLD-C01-P02-002380,C01-P02,2025-07-15 19:06:37,Falha,517,558,15
BLD-C01-P02-002381,C01-P02,2025-07-03 19:10:06,Sucesso,398,378,0
BLD-C01-P02-002382,C01-P02,2025-07-29 19:43:35,Sucesso,351,523,0
BLD-C01-P02-002383,C01-P02,2025-07-25 09:04:56,Sucesso,431,514,0
BLD-C01-P02-002384,C01-P02,2025-07-06 17:03:09,Sucesso,554,444,1
BLD-C01-P02-002385,C01-P02,2025-07-30 15:14:31,Falha,352,553,1
BLD-C01-P02-002386,C01-P02,2025-07-25 15:08:52,Sucesso,427,456,0
BLD-C01-P02-002387,C01-P02,2025-07-29 07:50:56,Sucesso,490,273,0
BLD-C01-P02-002388,C01-P02,2025-07-16 14:22:57,Sucesso,387,428,0
BLD-C01-P02-002389,C01-P02,2025-07-03 20:23:35,Falha,521,424,1
BLD-C01-P02-002390,C01-P02,2025-07-20 21:53:01,Sucesso,440,395,0
BLD-C01-P02-002391,C01-P02,2025-07-24 21:04:10,Sucesso,319,186,0
BLD-C01-P02-002392,C01-P02,2025-07-13 19:25:51,Sucesso,177,236,0
BLD-C01-P02-002393,C01-P02,2025-07-28 10:04:24,Falha,477,446,1
BLD-C01-P02-002394,C01-P02,2025-07-03 10:23:39,Sucesso,371,273,0
BLD-C01-P02-002395,C01-P02,2025-07-06 13:23:14,Sucesso,458,632,0
BLD-C01-P02-002396,C01-P02,2025-07-02 10:16:54,Sucesso,330,708,0
BLD-C01-P02-002397,C01-P02,2025-07-23 10:23:24,Sucesso,113,339,0
BLD-C01-P02-002398,C01-P02,2025-07-03 21:07:03,Sucesso,267,604,0
BLD-C01-P02-002399,C01-P02,2025-07-01 14:13:03,Falha,370,533,2
BLD-C01-P02-002400,C01-P02,2025-07-27 13:52:59,Sucesso,448,491,0
BLD-C01-P02-002401,C01-P02,2025-07-07 16:11:36,Sucesso,295,604,0
BLD-C01-P02-002402,C01-P02,2025-07-14 18:21:04,Sucesso,378,402,0
BLD-C01-P02-002403,C01-P02,2025-07-20 13:05:24,Sucesso,418,530,0
BLD-C01-P02-002404,C01-P02,2025-07-27 11:22:34,Sucesso,247,542,0
BLD-C01-P02-002405,C01-P02,2025-07-07 07:24:31,Falha,423,427,4
BLD-C01-P02-002406,C01-P02,2025-07-04 08:58:30,Sucesso,21,150,0
BLD-C01-P02-002407,C01-P02,2025-07-14 15:52:34,Sucesso,153,608,0
BLD-C01-P02-002408,C01-P02,2025-07-13 19:29:28,Sucesso,87,518,0
BLD-C01-P02-002409,C01-P02,2025-07-14 09:52:50,Sucesso,359,276,0
BLD-C01-P02-002410,C01-P02,2025-07-25 08:50:03,Sucesso,550,598,0
BLD-C01-P02-002411,C01-P02,2025-07-17 20:38:31,Sucesso,69,101,0
BLD-C01-P02-002412,C01-P02,2025-07-26 08:30:05,Sucesso,467,171,0
BLD-C01-P02-002413,C01-P02,2025-07-21 12:24:02,Sucesso,200,709,0
BLD-C01-P02-002414,C01-P02,2025-07-29 10:31:19,Sucesso,143,471,1
BLD-C01-P02-002415,C01-P02,2025-07-16 11:21:36,Sucesso,599,459,0
BLD-C01-P02-002416,C01-P02,2025-07-30 18:36:49,Sucesso,240,450,0
BLD-C01-P02-002417,C01-P02,2025-07-19 17:34:25,Falha,221,245,16
BLD-C01-P02-002418,C01-P02,2025-07-28 16:38:55,Sucesso,190,10,0
BLD-C01-P02-002419,C01-P02,2025-07-12 14:04:13,Sucesso,243,344,0
BLD-C01-P02-002420,C01-P02,2025-07-23 17:28:55,Sucesso,241,697,0
BLD-C01-P02-002421,C01-P02,2025-07-04 15:32:18,Sucesso,282,500,0
BLD-C01-P02-002422,C01-P02,2025-07-29 20:47:59,Sucesso,543,290,0
BLD-C01-P02-002423,C01-P02,2025-07-04 12:55:51,Sucesso,160,687,0
BLD-C01-P02-002424,C01-P02,2025-07-10 13:55:32,Falha,510,588,5
BLD-C01-P02-002425,C01-P02,2025-07-22 11:48:35,Sucesso,75,564,0
BLD-C01-P02-002426,C01-P02,2025-07-25 19:59:26,Sucesso,106,490,0
BLD-C01-P02-002427,C01-P02,2025-07-17 20:47:32,Sucesso,417,360,0
BLD-C01-P02-002428,C01-P02,2025-07-10 13:35:13,Sucesso,426,474,1
BLD-C01-P02-002429,C01-P02,2025-07-15 20:18:13,Sucesso,559,578,0
BLD-C01-P02-002430,C01-P02,2025-07-12 11:28:12,Sucesso,504,10,0
BLD-C01-P02-002431,C01-P02,2025-07-07 17:44:56,Sucesso,445,145,0
BLD-C01-P02-002432,C01-P02,2025-07-04 14:00:40,Sucesso,304,474,0
BLD-C01-P02-002433,C01-P02,2025-07-05 19:57:28,Sucesso,617,692,0
BLD-C01-P02-002434,C01-P02,2025-07-09 21:31:36,Sucesso,411,87,0
BLD-C01-P02-002435,C01-P02,2025-07-10 20:20:51,Sucesso,350,753,1
BLD-C01-P02-002436,C01-P02,2025-07-29 13:47:47,Sucesso,100,431,0
BLD-C01-P02-002437,C01-P02,2025-07-22 12:46:16,Sucesso,190,305,0
BLD-C01-P02-002438,C01-P02,2025-07-12 10:57:56,Sucesso,112,121,0
BLD-C01-P02-002439,C01-P02,2025-07-08 17:30:28,Sucesso,319,648,0
BLD-C01-P02-002440,C01-P02,2025-07-15 09:53:40,Sucesso,162,233,0
BLD-C01-P02-002441,C01-P02,2025-07-13 10:06:30,Sucesso,491,498,2
BLD-C01-P02-002442,C01-P02,2025-07-10 17:33:17,Falha,135,370,16
BLD-C01-P02-002443,C01-P02,2025-07-08 11:09:58,Sucesso,314,388,0
BLD-C01-P02-002444,C01-P02,2025-07-27 10:40:30,Sucesso,511,216,0
BLD-C01-P02-002445,C01-P02,2025-07-12 11:17:11,Sucesso,130,415,0
BLD-C01-P02-002446,C01-P02,2025-07-18 19:59:32,Sucesso,443,120,0
BLD-C01-P02-002447,C01-P02,2025-07-05 15:19:41,Sucesso,432,307,0
BLD-C01-P02-002448,C01-P02,2025-07-30 21:42:52,Sucesso,482,413,1
BLD-C01-P02-002449,C01-P02,2025-07-20 18:49:25,Sucesso,311,497,0
BLD-C01-P02-002450,C01-P02,2025-07-21 09:49:34,Sucesso,342,276,0
BLD-C01-P02-002451,C01-P02,2025-07-03 14:03:53,Falha,136,466,5
BLD-C01-P02-002452,C01-P02,2025-07-02 10:06:26,Sucesso,377,301,0
BLD-C01-P02-002453,C01-P02,2025-07-31 15:18:47,Sucesso,126,634,0
BLD-C01-P02-002454,C01-P02,2025-07-26 12:22:28,Sucesso,423,636,0
BLD-C01-P02-002455,C01-P02,2025-07-03 07:21:39,Sucesso,470,356,0
BLD-C01-P02-002456,C01-P02,2025-07-19 17:43:52,Sucesso,426,497,0
BLD-C01-P02-002457,C01-P02,2025-07-03 16:29:05,Sucesso,391,758,0
BLD-C01-P02-002458,C01-P02,2025-07-04 12:20:28,Sucesso,284,542,0
BLD-C01-P02-002459,C01-P02,2025-07-02 12:25:46,Sucesso,102,694,0
BLD-C01-P02-002460,C01-P02,2025-07-15 18:21:17,Sucesso,325,625,0
BLD-C01-P02-002461,C01-P02,2025-07-12 20:31:34,Sucesso,216,294,0
BLD-C01-P02-002462,C01-P02,2025-08-05 21:42:37,Falha,290,549,4
BLD-C01-P02-002463,C01-P02,2025-08-24 15:45:12,Sucesso,496,230,0
BLD-C01-P02-002464,C01-P02,2025-08-10 12:53:05,Sucesso,758,451,0
BLD-C01-P02-002465,C01-P02,2025-08-21 19:43:36,Falha,664,454,2
BLD-C01-P02-002466,C01-P02,2025-08-02 09:13:28,Sucesso,305,512,0
BLD-C01-P02-002467,C01-P02,2025-08-07 08:18:37,Sucesso,308,437,0
BLD-C01-P02-002468,C01-P02,2025-08-20 10:32:04,Sucesso,294,186,0
BLD-C01-P02-002469,C01-P02,2025-08-15 18:21:02,Falha,190,609,14
BLD-C01-P02-002470,C01-P02,2025-08-16 13:20:33,Falha,101,42,6
BLD-C01-P02-002471,C01-P02,2025-08-03 16:07:15,Sucesso,197,197,0
BLD-C01-P02-002472,C01-P02,2025-08-06 12:23:35,Sucesso,90,214,0
BLD-C01-P02-002473,C01-P02,2025-08-15 12:04:21,Sucesso,77,338,0
BLD-C01-P02-002474,C01-P02,2025-08-27 08:34:04,Sucesso,20,10,0
BLD-C01-P02-002475,C01-P02,2025-08-22 15:05:55,Sucesso,300,40,0
BLD-C01-P02-002476,C01-P02,2025-08-22 09:11:15,Sucesso,163,285,1
BLD-C01-P02-002477,C01-P02,2025-08-24 11:40:58,Sucesso,368,426,0
BLD-C01-P02-002478,C01-P02,2025-08-29 20:46:34,Falha,241,573,4
BLD-C01-P02-002479,C01-P02,2025-08-01 19:24:03,Falha,293,272,13
BLD-C01-P02-002480,C01-P02,2025-08-09 12:59:56,Sucesso,184,482,0
BLD-C01-P02-002481,C01-P02,2025-08-27 08:11:11,Sucesso,571,385,0
BLD-C01-P02-002482,C01-P02,2025-08-26 12:41:37,Sucesso,525,300,0
BLD-C01-P02-002483,C01-P02,2025-08-24 13:09:56,Sucesso,382,410,0
BLD-C01-P02-002484,C01-P02,2025-08-28 08:11:37,Sucesso,270,204,0
BLD-C01-P02-002485,C01-P02,2025-08-30 10:56:52,Sucesso,313,658,0
BLD-C01-P02-002486,C01-P02,2025-08-16 20:05:31,Sucesso,418,707,0
BLD-C01-P02-002487,C01-P02,2025-08-16 12:51:37,Sucesso,190,616,0
BLD-C01-P02-002488,C01-P02,2025-08-16 10:09:49,Sucesso,323,694,0
BLD-C01-P02-002489,C01-P02,2025-08-12 17:33:06,Falha,239,90,1
BLD-C01-P02-002490,C01-P02,2025-08-14 07:16:01,Sucesso,303,199,0
BLD-C01-P02-002491,C01-P02,2025-08-25 12:00:54,Sucesso,22,22,0
BLD-C01-P02-002492,C01-P02,2025-08-09 18:45:34,Sucesso,261,518,0
BLD-C01-P02-002493,C01-P02,2025-08-22 17:23:22,Sucesso,442,585,0
BLD-C01-P02-002494,C01-P02,2025-08-05 16:17:01,Sucesso,244,455,0
BLD-C01-P02-002495,C01-P02,2025-08-28 15:46:44,Sucesso,360,327,0
BLD-C01-P02-002496,C01-P02,2025-08-29 08:26:36,Sucesso,129,125,1
BLD-C01-P02-002497,C01-P02,2025-08-25 14:21:44,Sucesso,239,394,0
BLD-C01-P02-002498,C01-P02,2025-08-26 18:43:07,Sucesso,421,398,0
BLD-C01-P02-002499,C01-P02,2025-08-24 14:15:14,Sucesso,301,243,0
BLD-C01-P02-002500,C01-P02,2025-08-15 14:30:57,Sucesso,575,402,0
BLD-C01-P02-002501,C01-P02,2025-08-18 09:05:40,Sucesso,438,505,0
BLD-C01-P02-002502,C01-P02,2025-08-08 21:17:06,Sucesso,167,602,0
BLD-C01-P02-002503,C01-P02,2025-08-26 18:38:34,Sucesso,514,512,0
BLD-C01-P02-002504,C01-P02,2025-08-10 12:41:56,Sucesso,213,457,0
BLD-C01-P02-002505,C01-P02,2025-08-22 13:30:09,Sucesso,385,495,0
BLD-C01-P02-002506,C01-P02,2025-08-07 09:25:37,Sucesso,268,10,0
BLD-C01-P02-002507,C01-P02,2025-08-23 16:25:28,Sucesso,357,268,0
BLD-C01-P02-002508,C01-P02,2025-08-31 15:05:50,Sucesso,364,526,0
BLD-C01-P02-002509,C01-P02,2025-08-28 17:12:48,Sucesso,420,453,0
BLD-C01-P02-002510,C01-P02,2025-08-08 10:14:03,Sucesso,365,575,0
BLD-C01-P02-002511,C01-P02,2025-08-07 08:35:30,Sucesso,212,574,0
BLD-C01-P02-002512,C01-P02,2025-08-04 17:57:54,Sucesso,663,317,0
BLD-C01-P02-002513,C01-P02,2025-08-07 17:46:32,Sucesso,185,288,0
BLD-C01-P02-002514,C01-P02,2025-08-03 20:12:49,Sucesso,198,325,0
BLD-C01-P02-002515,C01-P02,2025-08-03 20:01:28,Sucesso,469,414,0
BLD-C01-P02-002516,C01-P02,2025-08-11 11:44:27,Sucesso,282,499,0
BLD-C01-P02-002517,C01-P02,2025-08-09 11:09:01,Sucesso,476,436,0
BLD-C01-P02-002518,C01-P02,2025-08-05 17:26:35,Sucesso,254,536,0
BLD-C01-P02-002519,C01-P02,2025-08-03 18:10:06,Sucesso,99,15,0
BLD-C01-P02-002520,C01-P02,2025-08-11 07:54:57,Sucesso,371,404,0
BLD-C01-P02-002521,C01-P02,2025-08-26 09:53:16,Sucesso,262,173,1
BLD-C01-P02-002522,C01-P02,2025-08-13 09:53:56,Sucesso,595,10,0
BLD-C01-P02-002523,C01-P02,2025-08-10 16:04:52,Sucesso,235,640,0
BLD-C01-P02-002524,C01-P02,2025-08-02 16:10:46,Sucesso,369,606,0
BLD-C01-P02-002525,C01-P02,2025-08-04 19:43:33,Sucesso,229,243,0
BLD-C01-P02-002526,C01-P02,2025-08-22 21:39:39,Falha,421,233,2
BLD-C01-P02-002527,C01-P02,2025-08-11 19:07:35,Sucesso,392,161,0
BLD-C01-P02-002528,C01-P02,2025-08-10 13:23:09,Sucesso,297,101,0
BLD-C01-P02-002529,C01-P02,2025-08-24 09:52:53,Sucesso,515,385,0
BLD-C01-P02-002530,C01-P02,2025-08-09 15:49:32,Falha,446,298,2
BLD-C01-P02-002531,C01-P02,2025-08-18 07:18:45,Sucesso,458,279,0
BLD-C01-P02-002532,C01-P02,2025-08-27 14:46:59,Sucesso,175,264,0
BLD-C01-P02-002533,C01-P02,2025-08-02 16:36:41,Sucesso,343,484,0
BLD-C01-P02-002534,C01-P02,2025-08-28 13:35:02,Sucesso,224,492,0
BLD-C01-P02-002535,C01-P02,2025-08-20 16:51:54,Sucesso,420,582,0
BLD-C01-P02-002536,C01-P02,2025-08-26 07:25:11,Sucesso,399,409,0
BLD-C01-P02-002537,C01-P02,2025-08-13 19:31:24,Falha,377,359,5
BLD-C01-P02-002538,C01-P02,2025-08-05 19:26:50,Sucesso,376,412,0
BLD-C01-P02-002539,C01-P02,2025-08-06 09:07:51,Falha,406,330,5
BLD-C01-P02-002540,C01-P02,2025-08-09 11:38:25,Falha,297,239,6
BLD-C01-P02-002541,C01-P02,2025-08-11 16:33:25,Sucesso,206,543,0
BLD-C01-P02-002542,C01-P02,2025-08-21 17:54:53,Sucesso,424,231,0
BLD-C01-P02-002543,C01-P02,2025-08-18 10:43:30,Sucesso,418,524,0
BLD-C01-P02-002544,C01-P02,2025-08-26 19:41:46,Sucesso,430,523,0
BLD-C01-P02-002545,C01-P02,2025-08-27 11:53:19,Falha,89,374,3
BLD-C01-P02-002546,C01-P02,2025-08-28 19:34:46,Sucesso,271,321,0
BLD-C01-P02-002547,C01-P02,2025-08-18 09:35:08,Sucesso,269,466,0
BLD-C01-P02-002548,C01-P02,2025-08-24 11:22:18,Falha,478,797,6
BLD-C01-P02-002549,C01-P02,2025-08-15 09:33:26,Sucesso,375,516,0
BLD-C01-P02-002550,C01-P02,2025-08-11 16:57:16,Falha,112,505,2
BLD-C01-P02-002551,C01-P02,2025-08-09 08:07:10,Sucesso,388,918,0
BLD-C01-P02-002552,C01-P02,2025-08-10 12:06:06,Falha,362,430,1
BLD-C01-P02-002553,C01-P02,2025-08-15 12:11:32,Falha,165,606,11
BLD-C01-P02-002554,C01-P02,2025-08-25 11:12:41,Sucesso,284,287,0
BLD-C01-P02-002555,C01-P02,2025-08-16 14:40:03,Sucesso,182,467,0
BLD-C01-P02-002556,C01-P02,2025-08-23 09:41:26,Sucesso,497,251,0
BLD-C01-P02-002557,C01-P02,2025-08-30 16:43:29,Sucesso,220,529,0
BLD-C01-P02-002558,C01-P02,2025-08-10 21:25:12,Falha,118,488,1
BLD-C01-P02-002559,C01-P02,2025-08-18 11:25:10,Falha,287,167,2
BLD-C01-P02-002560,C01-P02,2025-08-21 08:58:11,Sucesso,224,483,0
BLD-C01-P02-002561,C01-P02,2025-08-03 09:29:10,Sucesso,20,520,0
BLD-C01-P02-002562,C01-P02,2025-08-19 10:53:32,Sucesso,186,264,0
BLD-C01-P02-002563,C01-P02,2025-08-29 21:07:12,Sucesso,552,351,0
BLD-C01-P02-002564,C01-P02,2025-08-09 11:23:36,Sucesso,389,427,0
BLD-C01-P02-002565,C01-P02,2025-08-23 20:30:40,Sucesso,20,162,0
BLD-C01-P02-002566,C01-P02,2025-08-06 19:29:54,Falha,535,398,12
BLD-C01-P02-002567,C01-P02,2025-08-20 16:10:41,Sucesso,384,453,0
BLD-C01-P02-002568,C01-P02,2025-08-28 21:43:26,Sucesso,331,82,0
BLD-C01-P02-002569,C01-P02,2025-08-07 07:02:55,Sucesso,220,236,0
BLD-C01-P02-002570,C01-P02,2025-08-09 10:44:30,Sucesso,313,452,0
BLD-C01-P02-002571,C01-P02,2025-08-21 09:05:01,Falha,369,589,6
BLD-C01-P02-002572,C01-P02,2025-08-24 11:28:41,Sucesso,237,631,0
BLD-C01-P02-002573,C01-P02,2025-08-20 20:26:20,Sucesso,445,177,0
BLD-C01-P02-002574,C01-P02,2025-08-16 15:31:48,Sucesso,669,393,0
BLD-C01-P02-002575,C01-P02,2025-08-09 19:14:44,Sucesso,337,374,0
BLD-C01-P02-002576,C01-P02,2025-08-06 07:59:46,Falha,377,84,1
BLD-C01-P02-002577,C01-P02,2025-08-19 11:16:44,Sucesso,304,354,0
BLD-C01-P02-002578,C01-P02,2025-08-11 15:06:01,Sucesso,320,461,0
BLD-C01-P02-002579,C01-P02,2025-08-16 21:51:18,Sucesso,74,449,0
BLD-C01-P02-002580,C01-P02,2025-08-20 12:49:12,Sucesso,350,150,0
BLD-C01-P02-002581,C01-P02,2025-08-04 14:23:51,Sucesso,411,785,0
BLD-C01-P02-002582,C01-P02,2025-08-18 11:38:55,Falha,171,587,2
BLD-C01-P02-002583,C01-P02,2025-08-07 16:48:01,Falha,420,361,4
BLD-C01-P02-002584,C01-P02,2025-08-17 20:12:20,Falha,295,413,4
BLD-C01-P02-002585,C01-P02,2025-08-24 18:47:17,Sucesso,592,401,1
BLD-C01-P02-002586,C01-P02,2025-08-31 15:52:57,Sucesso,363,151,0
BLD-C01-P02-002587,C01-P02,2025-08-13 10:38:48,Sucesso,468,363,0
BLD-C01-P02-002588,C01-P02,2025-08-31 10:04:17,Sucesso,193,614,0
BLD-C01-P02-002589,C01-P02,2025-08-03 18:43:34,Sucesso,339,815,0
BLD-C01-P02-002590,C01-P02,2025-08-22 21:13:57,Falha,399,407,2
BLD-C01-P02-002591,C01-P02,2025-08-21 11:35:42,Sucesso,390,649,0
BLD-C01-P02-002592,C01-P02,2025-08-17 09:40:24,Falha,321,929,2
BLD-C01-P02-002593,C01-P02,2025-08-09 12:30:12,Sucesso,344,374,0
BLD-C01-P02-002594,C01-P02,2025-08-11 07:04:56,Falha,492,375,4
