billing_id,company_id,billing_month,provider,ai_tool_id,model_id,cost_center,usage_quantity,total_cost,currency
B001295,C15,2025-07,Amazon Web Services,T11,M15,CC-C15-D05,398149,3.35,USD
B001296,C15,2025-07,Amazon Web Services,T11,M15,CC-C15-D06,1952322,20.22,USD
B001297,C15,2025-07,Amazon Web Services,T11,M15,CC-C15-D07,33278,0.32,USD
B001298,C15,2025-07,Amazon Web Services,T11,M16,CC-C15-D06,536132,0.39,USD
B001299,C15,2025-07,Amazon Web Services,T11,M16,CC-C15-D07,60777,0.04,USD
B001300,C15,2025-07,OpenAI,T13,M19,CC-C15-D01,172747,2.08,USD
B001301,C15,2025-07,OpenAI,T13,M19,CC-C15-D02,136903,1.47,USD
B001302,C15,2025-07,OpenAI,T13,M19,CC-C15-D06,1571029,16.76,USD
B001303,C15,2025-07,OpenAI,T13,M20,CC-C15-D06,248811,0.12,USD
B001304,C15,2025-07,OpenAI,T13,M20,CC-C15-D07,23328,0.0,USD
B001305,C15,2025-07,OpenAI,T13,M21,CC-C15-D01,229433,0.21,USD
B001306,C15,2025-07,OpenAI,T13,M21,CC-C15-D05,456004,0.39,USD
B001307,C15,2025-07,OpenAI,T13,M21,CC-C15-D06,52155,0.05,USD
B001308,C15,2025-08,Amazon Web Services,T11,M15,CC-C15-D06,1597463,13.83,USD
B001309,C15,2025-08,Amazon Web Services,T11,M15,CC-C15-D07,59080,0.66,USD
B001310,C15,2025-08,Amazon Web Services,T11,M16,CC-C15-D02,692172,0.63,USD
B001311,C15,2025-08,Amazon Web Services,T11,M16,CC-C15-D06,376566,0.41,USD
B001312,C15,2025-08,Amazon Web Services,T11,M16,CC-C15-D07,162983,0.19,USD
B001313,C15,2025-08,OpenAI,T13,M19,CC-C15-D01,431109,4.56,USD
B001314,C15,2025-08,OpenAI,T13,M19,CC-C15-D02,345796,2.52,USD
B001315,C15,2025-08,OpenAI,T13,M19,CC-C15-D06,2361717,22.43,USD
B001316,C15,2025-08,OpenAI,T13,M19,CC-C15-D07,132752,1.43,USD
B001317,C15,2025-08,OpenAI,T13,M21,CC-C15-D01,203234,0.26,USD
B001318,C15,2025-09,Amazon Web Services,T11,M15,CC-C15-D01,766681,8.04,USD
B001319,C15,2025-09,Amazon Web Services,T11,M15,CC-C15-D02,307289,1.63,USD
B001320,C15,2025-09,Amazon Web Services,T11,M15,CC-C15-D06,2531161,20.27,USD
B001321,C15,2025-09,Amazon Web Services,T11,M15,CC-C15-D07,430792,3.43,USD
B001322,C15,2025-09,Amazon Web Services,T11,M16,CC-C15-D02,71238,0.09,USD
B001323,C15,2025-09,Amazon Web Services,T11,M16,CC-C15-D06,489520,0.46,USD
B001324,C15,2025-09,Amazon Web Services,T11,M16,,55729,0.05,USD
B001325,C15,2025-09,OpenAI,T13,M19,CC-C15-D02,616291,6.12,USD
B001326,C15,2025-09,OpenAI,T13,M19,CC-C15-D06,1144844,10.29,USD
B001327,C15,2025-09,OpenAI,T13,M20,CC-C15-D01,464528,0.14,USD
B001328,C15,2025-09,OpenAI,T13,M20,CC-C15-D06,1070093,0.44,USD
B001329,C15,2025-09,OpenAI,T13,M21,CC-C15-D01,185162,0.26,USD
B001330,C15,2025-09,OpenAI,T13,M21,CC-C15-D06,506842,0.51,USD
B001331,C15,2025-10,Amazon Web Services,T11,M15,CC-C15-D01,418316,3.49,USD
B001332,C15,2025-10,Amazon Web Services,T11,M15,CC-C15-D02,185279,1.71,USD
B001333,C15,2025-10,Amazon Web Services,T11,M15,CC-C15-D04,62152,0.67,USD
B001334,C15,2025-10,Amazon Web Services,T11,M15,CC-C15-D06,981663,8.5,USD
B001335,C15,2025-10,Amazon Web Services,T11,M15,CC-C15-D07,231304,1.45,USD
B001336,C15,2025-10,Amazon Web Services,T11,M16,CC-C15-D01,74795,0.07,USD
B001337,C15,2025-10,Amazon Web Services,T11,M16,CC-C15-D02,205720,0.23,USD
B001338,C15,2025-10,Amazon Web Services,T11,M16,CC-C15-D06,402826,0.36,USD
B001339,C15,2025-10,Amazon Web Services,T11,M16,CC-C15-D07,172804,0.1,USD
B001340,C15,2025-10,OpenAI,T13,M19,CC-C15-D01,1556330,17.12,USD
B001341,C15,2025-10,OpenAI,T13,M19,CC-C15-D06,1932449,20.11,USD
B001342,C15,2025-10,OpenAI,T13,M19,CC-C15-D07,134091,1.8,USD
B001343,C15,2025-10,OpenAI,T13,M20,CC-C15-D01,566680,0.21,USD
B001344,C15,2025-10,OpenAI,T13,M20,CC-C15-D06,1689741,0.55,USD
B001345,C15,2025-10,OpenAI,T13,M20,CC-C15-D07,350987,0.16,USD
B001346,C15,2025-10,OpenAI,T13,M21,CC-C15-D05,671120,0.83,USD
B001347,C15,2025-10,OpenAI,T13,M21,CC-C15-D06,192969,0.2,USD
B001348,C15,2025-11,Amazon Web Services,T11,M15,CC-C15-D01,230417,2.25,USD
B001349,C15,2025-11,Amazon Web Services,T11,M15,CC-C15-D03,40065,0.47,USD
B001350,C15,2025-11,Amazon Web Services,T11,M15,CC-C15-D06,2636885,23.3,USD
B001351,C15,2025-11,Amazon Web Services,T11,M15,CC-C15-D07,1084018,8.41,USD
B001352,C15,2025-11,Amazon Web Services,T11,M15,,33547,0.26,USD
B001353,C15,2025-11,Amazon Web Services,T11,M16,CC-C15-D02,128685,0.12,USD
B001354,C15,2025-11,Amazon Web Services,T11,M16,CC-C15-D06,1128008,1.26,USD
B001355,C15,2025-11,Amazon Web Services,T11,M16,CC-C15-D07,139551,0.18,USD
B001356,C15,2025-11,OpenAI,T13,M19,CC-C15-D01,1439189,13.81,USD
B001357,C15,2025-11,OpenAI,T13,M19,CC-C15-D06,2436409,18.83,USD
B001358,C15,2025-11,OpenAI,T13,M19,CC-C15-D07,1103689,10.73,USD
B001359,C15,2025-11,OpenAI,T13,M20,CC-C15-D01,1275878,0.45,USD
B001360,C15,2025-11,OpenAI,T13,M20,CC-C15-D02,295561,0.09,USD
B001361,C15,2025-11,OpenAI,T13,M20,CC-C15-D04,10147,0.0,USD
B001362,C15,2025-11,OpenAI,T13,M20,CC-C15-D06,389810,0.19,USD
B001363,C15,2025-11,OpenAI,T13,M20,CC-C15-D07,465023,0.17,USD
B001364,C15,2025-11,OpenAI,T13,M21,CC-C15-D02,179015,0.17,USD
B001365,C15,2025-11,OpenAI,T13,M21,CC-C15-D06,1601215,1.6,USD
B001366,C15,2025-12,Amazon Web Services,T11,M15,CC-C15-D01,225201,1.82,USD
B001367,C15,2025-12,Amazon Web Services,T11,M15,CC-C15-D02,599265,5.98,USD
B001368,C15,2025-12,Amazon Web Services,T11,M15,CC-C15-D04,269955,2.76,USD
B001369,C15,2025-12,Amazon Web Services,T11,M15,CC-C15-D06,776572,7.3,USD
B001370,C15,2025-12,Amazon Web Services,T11,M15,CC-C15-D07,182500,1.07,USD
B001371,C15,2025-12,Amazon Web Services,T11,M16,CC-C15-D06,97813,0.09,USD
B001372,C15,2025-12,OpenAI,T13,M19,CC-C15-D06,1064057,10.98,USD
B001373,C15,2025-12,OpenAI,T13,M19,CC-C15-D07,832291,7.32,USD
B001374,C15,2025-12,OpenAI,T13,M20,CC-C15-D01,142973,0.07,USD
B001375,C15,2025-12,OpenAI,T13,M20,CC-C15-D06,14440,0.01,USD
B001376,C15,2025-12,OpenAI,T13,M21,CC-C15-D06,600670,0.64,USD
B001377,C15,2026-01,Amazon Web Services,T11,M15,CC-C15-D06,307915,2.69,USD
B001378,C15,2026-01,Amazon Web Services,T11,M16,CC-C15-D06,181343,0.18,USD
B001379,C15,2026-01,Amazon Web Services,T11,M16,CC-C15-D07,15104,0.01,USD
B001380,C15,2026-01,OpenAI,T13,M19,CC-C15-D01,991897,8.01,USD
B001381,C15,2026-01,OpenAI,T13,M19,CC-C15-D06,901215,8.47,USD
B001382,C15,2026-01,OpenAI,T13,M19,CC-C15-D07,681916,7.33,USD
B001383,C15,2026-01,OpenAI,T13,M20,CC-C15-D01,412466,0.14,USD
B001384,C15,2026-01,OpenAI,T13,M20,CC-C15-D04,1656698,0.5,USD
B001385,C15,2026-01,OpenAI,T13,M20,CC-C15-D06,675878,0.2,USD
B001386,C15,2026-01,OpenAI,T13,M20,CC-C15-D07,967115,0.29,USD
B001387,C15,2026-01,OpenAI,T13,M21,CC-C15-D06,772566,0.78,USD
B001388,C15,2026-02,Amazon Web Services,T11,M15,CC-C15-D01,270615,2.98,USD
B001389,C15,2026-02,Amazon Web Services,T11,M15,CC-C15-D06,3249748,29.35,USD
B001390,C15,2026-02,Amazon Web Services,T11,M15,CC-C15-D07,551956,5.28,USD
B001391,C15,2026-02,Amazon Web Services,T11,M16,CC-C15-D04,318877,0.25,USD
B001392,C15,2026-02,Amazon Web Services,T11,M16,CC-C15-D06,710366,0.88,USD
B001393,C15,2026-02,Amazon Web Services,T11,M16,CC-C15-D07,300821,0.39,USD
B001394,C15,2026-02,OpenAI,T13,M19,CC-C15-D01,510472,4.26,USD
B001395,C15,2026-02,OpenAI,T13,M19,CC-C15-D02,426102,4.74,USD
B001396,C15,2026-02,OpenAI,T13,M19,CC-C15-D04,83602,1.25,USD
B001397,C15,2026-02,OpenAI,T13,M19,CC-C15-D06,2075679,16.65,USD
B001398,C15,2026-02,OpenAI,T13,M19,CC-C15-D07,553579,5.24,USD
B001399,C15,2026-02,OpenAI,T13,M19,,299133,4.27,USD
B001400,C15,2026-02,OpenAI,T13,M20,CC-C15-D01,402810,0.11,USD
B001401,C15,2026-02,OpenAI,T13,M20,CC-C15-D02,212736,0.08,USD
B001402,C15,2026-02,OpenAI,T13,M20,CC-C15-D05,126596,0.06,USD
B001403,C15,2026-02,OpenAI,T13,M20,CC-C15-D06,733353,0.29,USD
B001404,C15,2026-02,OpenAI,T13,M21,CC-C15-D01,184492,0.17,USD
B001405,C15,2026-02,OpenAI,T13,M21,CC-C15-D06,3217562,3.23,USD
B001406,C15,2026-02,OpenAI,T13,M21,CC-C15-D07,520284,0.44,USD
B001407,C15,2026-03,Amazon Web Services,T11,M15,CC-C15-D01,834715,6.35,USD
B001408,C15,2026-03,Amazon Web Services,T11,M15,CC-C15-D02,501811,5.24,USD
B001409,C15,2026-03,Amazon Web Services,T11,M15,CC-C15-D04,60620,0.83,USD
B001410,C15,2026-03,Amazon Web Services,T11,M15,CC-C15-D06,1786090,16.64,USD
B001411,C15,2026-03,Amazon Web Services,T11,M15,CC-C15-D07,384545,2.85,USD
B001412,C15,2026-03,Amazon Web Services,T11,M16,CC-C15-D01,657101,0.53,USD
B001413,C15,2026-03,Amazon Web Services,T11,M16,CC-C15-D02,444655,0.53,USD
B001414,C15,2026-03,Amazon Web Services,T11,M16,CC-C15-D07,324873,0.3,USD
B001415,C15,2026-03,OpenAI,T13,M19,CC-C15-D01,1048228,11.7,USD
B001416,C15,2026-03,OpenAI,T13,M19,CC-C15-D02,524907,3.76,USD
B001417,C15,2026-03,OpenAI,T13,M19,CC-C15-D06,2028850,22.21,USD
B001418,C15,2026-03,OpenAI,T13,M19,CC-C15-D07,796216,7.76,USD
B001419,C15,2026-03,OpenAI,T13,M20,CC-C15-D02,717513,0.18,USD
B001420,C15,2026-03,OpenAI,T13,M20,CC-C15-D04,324693,0.11,USD
B001421,C15,2026-03,OpenAI,T13,M20,CC-C15-D06,918349,0.36,USD
B001422,C15,2026-03,OpenAI,T13,M21,CC-C15-D06,873710,0.85,USD
B001423,C15,2026-03,OpenAI,T13,M21,CC-C15-D07,299378,0.2,USD
B001424,C15,2026-04,Amazon Web Services,T11,M15,CC-C15-D01,575757,6.88,USD
B001425,C15,2026-04,Amazon Web Services,T11,M15,CC-C15-D02,648958,7.17,USD
B001426,C15,2026-04,Amazon Web Services,T11,M15,CC-C15-D05,260158,1.72,USD
B001427,C15,2026-04,Amazon Web Services,T11,M15,CC-C15-D06,1730185,15.72,USD
B001428,C15,2026-04,Amazon Web Services,T11,M15,CC-C15-D07,1110782,9.09,USD
B001429,C15,2026-04,Amazon Web Services,T11,M16,CC-C15-D01,1000796,0.88,USD
B001430,C15,2026-04,Amazon Web Services,T11,M16,CC-C15-D02,43315,0.04,USD
B001431,C15,2026-04,Amazon Web Services,T11,M16,CC-C15-D06,1079166,1.11,USD
B001432,C15,2026-04,OpenAI,T13,M19,CC-C15-D01,371709,2.82,USD
B001433,C15,2026-04,OpenAI,T13,M19,CC-C15-D02,109523,1.38,USD
B001434,C15,2026-04,OpenAI,T13,M19,CC-C15-D06,3484622,31.03,USD
B001435,C15,2026-04,OpenAI,T13,M19,CC-C15-D07,1020801,10.73,USD
B001436,C15,2026-04,OpenAI,T13,M20,CC-C15-D01,854082,0.31,USD
B001437,C15,2026-04,OpenAI,T13,M20,CC-C15-D02,637425,0.2,USD
B001438,C15,2026-04,OpenAI,T13,M20,CC-C15-D04,287552,0.11,USD
B001439,C15,2026-04,OpenAI,T13,M20,CC-C15-D06,702806,0.29,USD
B001440,C15,2026-04,OpenAI,T13,M21,CC-C15-D01,407111,0.39,USD
B001441,C15,2026-04,OpenAI,T13,M21,CC-C15-D06,1366841,1.1,USD
B001442,C15,2026-05,Amazon Web Services,T11,M15,CC-C15-D01,2696276,20.93,USD
B001443,C15,2026-05,Amazon Web Services,T11,M15,CC-C15-D02,215421,0.97,USD
B001444,C15,2026-05,Amazon Web Services,T11,M15,CC-C15-D04,298643,3.35,USD
B001445,C15,2026-05,Amazon Web Services,T11,M15,CC-C15-D06,3435391,29.15,USD
B001446,C15,2026-05,Amazon Web Services,T11,M15,CC-C15-D07,811077,8.46,USD
B001447,C15,2026-05,Amazon Web Services,T11,M16,CC-C15-D02,155907,0.12,USD
B001448,C15,2026-05,Amazon Web Services,T11,M16,CC-C15-D04,238199,0.33,USD
B001449,C15,2026-05,Amazon Web Services,T11,M16,CC-C15-D05,133055,0.17,USD
B001450,C15,2026-05,Amazon Web Services,T11,M16,CC-C15-D06,1423421,1.43,USD
B001451,C15,2026-05,Amazon Web Services,T11,M16,CC-C15-D07,172453,0.17,USD
B001452,C15,2026-05,OpenAI,T13,M19,CC-C15-D01,841704,7.28,USD
B001453,C15,2026-05,OpenAI,T13,M19,CC-C15-D02,104290,0.59,USD
B001454,C15,2026-05,OpenAI,T13,M19,CC-C15-D06,2961143,30.82,USD
B001455,C15,2026-05,OpenAI,T13,M19,CC-C15-D07,1398805,15.76,USD
B001456,C15,2026-05,OpenAI,T13,M20,CC-C15-D01,106205,0.02,USD
B001457,C15,2026-05,OpenAI,T13,M20,CC-C15-D06,1138671,0.38,USD
B001458,C15,2026-05,OpenAI,T13,M20,CC-C15-D07,484393,0.23,USD
B001459,C15,2026-05,OpenAI,T13,M20,,28821,0.01,USD
B001460,C15,2026-05,OpenAI,T13,M21,CC-C15-D01,254663,0.23,USD
B001461,C15,2026-05,OpenAI,T13,M21,CC-C15-D06,569235,0.61,USD
B001462,C15,2026-05,OpenAI,T13,M21,CC-C15-D07,116427,0.16,USD
B001463,C15,2026-06,Amazon Web Services,T11,M15,CC-C15-D01,1197862,10.04,USD
B001464,C15,2026-06,Amazon Web Services,T11,M15,CC-C15-D04,777723,5.71,USD
B001465,C15,2026-06,Amazon Web Services,T11,M15,CC-C15-D06,3529048,26.69,USD
B001466,C15,2026-06,Amazon Web Services,T11,M15,CC-C15-D07,443880,3.51,USD
B001467,C15,2026-06,Amazon Web Services,T11,M15,,100741,0.89,USD
B001468,C15,2026-06,Amazon Web Services,T11,M16,CC-C15-D01,77394,0.09,USD
B001469,C15,2026-06,Amazon Web Services,T11,M16,CC-C15-D02,183947,0.2,USD
B001470,C15,2026-06,Amazon Web Services,T11,M16,CC-C15-D06,927826,0.92,USD
B001471,C15,2026-06,Amazon Web Services,T11,M16,CC-C15-D07,229355,0.15,USD
B001472,C15,2026-06,OpenAI,T13,M19,CC-C15-D01,248138,3.0,USD
B001473,C15,2026-06,OpenAI,T13,M19,CC-C15-D04,161444,1.81,USD
B001474,C15,2026-06,OpenAI,T13,M19,CC-C15-D06,3123150,30.73,USD
B001475,C15,2026-06,OpenAI,T13,M19,CC-C15-D07,91296,0.54,USD
B001476,C15,2026-06,OpenAI,T13,M20,CC-C15-D01,109535,0.05,USD
B001477,C15,2026-06,OpenAI,T13,M20,CC-C15-D06,1373775,0.56,USD
B001478,C15,2026-06,OpenAI,T13,M20,CC-C15-D07,681141,0.28,USD
B001479,C15,2026-06,OpenAI,T13,M21,CC-C15-D01,482021,0.39,USD
B001480,C15,2026-06,OpenAI,T13,M21,CC-C15-D02,1284982,1.42,USD
B001481,C15,2026-06,OpenAI,T13,M21,CC-C15-D07,145282,0.21,USD
B001482,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D01,205497,2.22,USD
B001483,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D02,389748,3.92,USD
B001484,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D03,132938,1.13,USD
B001485,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D04,16962,0.06,USD
B001486,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D05,79360,1.1,USD
B001487,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D06,1536162,14.49,USD
B001488,C15,2026-07,Amazon Web Services,T11,M15,CC-C15-D07,13200,0.07,USD
B001489,C15,2026-07,Amazon Web Services,T11,M16,CC-C15-D01,298640,0.23,USD
B001490,C15,2026-07,Amazon Web Services,T11,M16,CC-C15-D02,114295,0.08,USD
B001491,C15,2026-07,Amazon Web Services,T11,M16,CC-C15-D06,1384758,1.34,USD
B001492,C15,2026-07,OpenAI,T13,M19,CC-C15-D02,176098,1.89,USD
B001493,C15,2026-07,OpenAI,T13,M19,CC-C15-D04,758434,7.53,USD
B001494,C15,2026-07,OpenAI,T13,M19,CC-C15-D06,3437876,30.59,USD
B001495,C15,2026-07,OpenAI,T13,M19,CC-C15-D07,640350,4.9,USD
B001496,C15,2026-07,OpenAI,T13,M20,CC-C15-D01,161749,0.06,USD
B001497,C15,2026-07,OpenAI,T13,M20,CC-C15-D02,438633,0.16,USD
B001498,C15,2026-07,OpenAI,T13,M20,CC-C15-D06,1627900,0.58,USD
B001499,C15,2026-07,OpenAI,T13,M20,CC-C15-D07,32438,0.01,USD
B001500,C15,2026-07,OpenAI,T13,M21,CC-C15-D06,1306136,1.55,USD
B001501,C15,2026-07,OpenAI,T13,M21,CC-C15-D07,653166,0.39,USD
B001502,C17,2025-06,Amazon Web Services,T11,M15,CC-C17-D01,465904,2.81,USD
B001503,C17,2025-06,Amazon Web Services,T11,M15,CC-C17-D07,606455,7.29,USD
B001504,C17,2025-06,Amazon Web Services,T11,M16,CC-C17-D07,343489,0.3,USD
B001505,C17,2025-06,Anthropic,T14,M22,CC-C17-D04,330892,6.09,USD
B001506,C17,2025-06,Anthropic,T14,M22,CC-C17-D07,1441208,57.89,USD
B001507,C17,2025-06,Anthropic,T14,M23,CC-C17-D01,19754,0.18,USD
B001508,C17,2025-06,Anthropic,T14,M23,CC-C17-D03,73882,0.48,USD
B001509,C17,2025-06,Anthropic,T14,M23,CC-C17-D07,833672,8.21,USD
B001510,C17,2025-06,Anthropic,T14,M24,CC-C17-D01,259839,0.66,USD
B001511,C17,2025-07,Amazon Web Services,T11,M15,CC-C17-D03,417473,3.27,USD
B001512,C17,2025-07,Amazon Web Services,T11,M15,CC-C17-D07,1534241,12.95,USD
B001513,C17,2025-07,Anthropic,T14,M22,CC-C17-D01,119759,6.81,USD
B001514,C17,2025-07,Anthropic,T14,M22,CC-C17-D03,99304,5.57,USD
B001515,C17,2025-07,Anthropic,T14,M22,CC-C17-D07,1138432,54.01,USD
B001516,C17,2025-07,Anthropic,T14,M23,CC-C17-D01,138688,1.31,USD
B001517,C17,2025-07,Anthropic,T14,M23,CC-C17-D02,449683,5.19,USD
B001518,C17,2025-08,Amazon Web Services,T11,M15,CC-C17-D02,211455,1.82,USD
B001519,C17,2025-08,Amazon Web Services,T11,M15,CC-C17-D07,634122,6.74,USD
B001520,C17,2025-08,Amazon Web Services,T11,M15,,123737,1.39,USD
B001521,C17,2025-08,Amazon Web Services,T11,M16,CC-C17-D07,248859,0.17,USD
B001522,C17,2025-08,Anthropic,T14,M22,CC-C17-D01,221502,10.86,USD
B001523,C17,2025-08,Anthropic,T14,M22,CC-C17-D07,784235,26.91,USD
B001524,C17,2025-08,Anthropic,T14,M23,CC-C17-D07,318840,2.65,USD
B001525,C17,2025-09,Amazon Web Services,T11,M15,CC-C17-D07,1074153,10.09,USD
B001526,C17,2025-09,Amazon Web Services,T11,M16,CC-C17-D01,322009,0.44,USD
B001527,C17,2025-09,Anthropic,T14,M22,CC-C17-D01,268531,7.4,USD
B001528,C17,2025-09,Anthropic,T14,M22,CC-C17-D02,269097,8.51,USD
B001529,C17,2025-09,Anthropic,T14,M22,CC-C17-D04,318127,5.9,USD
B001530,C17,2025-09,Anthropic,T14,M22,CC-C17-D07,318906,13.83,USD
B001531,C17,2025-09,Anthropic,T14,M23,CC-C17-D01,148750,1.2,USD
B001532,C17,2025-09,Anthropic,T14,M23,CC-C17-D07,700084,5.95,USD
B001533,C17,2025-09,Anthropic,T14,M24,CC-C17-D01,66303,0.08,USD
B001534,C17,2025-10,Amazon Web Services,T11,M15,CC-C17-D01,784752,7.26,USD
B001535,C17,2025-10,Amazon Web Services,T11,M15,CC-C17-D02,91557,1.19,USD
B001536,C17,2025-10,Amazon Web Services,T11,M15,CC-C17-D03,7625,0.08,USD
B001537,C17,2025-10,Amazon Web Services,T11,M15,CC-C17-D07,1139068,8.46,USD
B001538,C17,2025-10,Amazon Web Services,T11,M15,,45710,0.3,USD
B001539,C17,2025-10,Amazon Web Services,T11,M16,CC-C17-D01,227588,0.13,USD
B001540,C17,2025-10,Amazon Web Services,T11,M16,CC-C17-D07,235225,0.2,USD
B001541,C17,2025-10,Anthropic,T14,M22,CC-C17-D07,1008869,51.28,USD
B001542,C17,2025-10,Anthropic,T14,M22,,653297,32.19,USD
B001543,C17,2025-10,Anthropic,T14,M23,CC-C17-D01,199553,1.86,USD
B001544,C17,2025-10,Anthropic,T14,M23,CC-C17-D03,52038,0.27,USD
B001545,C17,2025-10,Anthropic,T14,M23,CC-C17-D07,497400,4.09,USD
B001546,C17,2025-10,Anthropic,T14,M24,CC-C17-D01,213356,0.58,USD
B001547,C17,2025-10,Anthropic,T14,M24,CC-C17-D07,86758,0.16,USD
B001548,C17,2025-11,Amazon Web Services,T11,M15,CC-C17-D01,158531,1.27,USD
B001549,C17,2025-11,Amazon Web Services,T11,M15,CC-C17-D02,135459,0.83,USD
B001550,C17,2025-11,Amazon Web Services,T11,M15,CC-C17-D07,249955,1.87,USD
B001551,C17,2025-11,Amazon Web Services,T11,M15,,115976,0.71,USD
B001552,C17,2025-11,Amazon Web Services,T11,M16,CC-C17-D02,168783,0.18,USD
B001553,C17,2025-11,Amazon Web Services,T11,M16,CC-C17-D03,40283,0.04,USD
B001554,C17,2025-11,Amazon Web Services,T11,M16,CC-C17-D07,612990,0.49,USD
B001555,C17,2025-11,Amazon Web Services,T11,M16,,51027,0.05,USD
B001556,C17,2025-11,Anthropic,T14,M22,CC-C17-D01,1951537,90.67,USD
B001557,C17,2025-11,Anthropic,T14,M23,CC-C17-D02,393233,3.42,USD
B001558,C17,2025-12,Amazon Web Services,T11,M15,CC-C17-D01,322243,3.64,USD
B001559,C17,2025-12,Amazon Web Services,T11,M15,CC-C17-D02,175026,1.13,USD
B001560,C17,2025-12,Amazon Web Services,T11,M15,CC-C17-D04,27290,0.19,USD
B001561,C17,2025-12,Amazon Web Services,T11,M15,CC-C17-D07,747088,6.96,USD
B001562,C17,2025-12,Amazon Web Services,T11,M16,CC-C17-D01,549428,0.51,USD
B001563,C17,2025-12,Amazon Web Services,T11,M16,CC-C17-D07,63113,0.07,USD
B001564,C17,2025-12,Anthropic,T14,M23,CC-C17-D07,890959,8.97,USD
B001565,C17,2025-12,Anthropic,T14,M24,CC-C17-D07,566926,1.19,USD
B001566,C17,2026-01,Amazon Web Services,T11,M15,CC-C17-D01,306192,3.9,USD
B001567,C17,2026-01,Amazon Web Services,T11,M15,CC-C17-D07,315992,3.25,USD
B001568,C17,2026-01,Amazon Web Services,T11,M16,CC-C17-D01,615974,0.71,USD
B001569,C17,2026-01,Amazon Web Services,T11,M16,CC-C17-D07,409600,0.34,USD
B001570,C17,2026-01,Anthropic,T14,M22,CC-C17-D01,322139,6.7,USD
B001571,C17,2026-01,Anthropic,T14,M22,CC-C17-D07,945408,58.0,USD
B001572,C17,2026-01,Anthropic,T14,M23,CC-C17-D01,324890,3.41,USD
B001573,C17,2026-01,Anthropic,T14,M23,CC-C17-D07,657281,6.09,USD
B001574,C17,2026-01,Anthropic,T14,M24,CC-C17-D01,816339,1.62,USD
B001575,C17,2026-02,Amazon Web Services,T11,M15,CC-C17-D01,126300,0.7,USD
B001576,C17,2026-02,Amazon Web Services,T11,M15,CC-C17-D02,210437,2.53,USD
B001577,C17,2026-02,Amazon Web Services,T11,M15,CC-C17-D03,201466,2.07,USD
B001578,C17,2026-02,Amazon Web Services,T11,M15,CC-C17-D07,556962,4.4,USD
B001579,C17,2026-02,Amazon Web Services,T11,M16,CC-C17-D01,250895,0.17,USD
B001580,C17,2026-02,Amazon Web Services,T11,M16,CC-C17-D07,762970,0.72,USD
B001581,C17,2026-02,Anthropic,T14,M22,CC-C17-D01,314162,12.97,USD
B001582,C17,2026-02,Anthropic,T14,M22,CC-C17-D02,142601,8.5,USD
B001583,C17,2026-02,Anthropic,T14,M22,CC-C17-D07,170271,4.91,USD
B001584,C17,2026-02,Anthropic,T14,M23,CC-C17-D01,251912,1.43,USD
B001585,C17,2026-02,Anthropic,T14,M23,CC-C17-D02,76699,0.84,USD
B001586,C17,2026-02,Anthropic,T14,M23,CC-C17-D07,1023398,10.24,USD
B001587,C17,2026-02,Anthropic,T14,M24,CC-C17-D01,246154,0.59,USD
B001588,C17,2026-03,Amazon Web Services,T11,M15,CC-C17-D01,595704,5.66,USD
B001589,C17,2026-03,Amazon Web Services,T11,M15,CC-C17-D07,197426,2.05,USD
B001590,C17,2026-03,Amazon Web Services,T11,M16,CC-C17-D03,386851,0.56,USD
B001591,C17,2026-03,Amazon Web Services,T11,M16,CC-C17-D07,521285,0.46,USD
B001592,C17,2026-03,Amazon Web Services,T11,M16,,552574,0.69,USD
B001593,C17,2026-03,Anthropic,T14,M22,CC-C17-D01,1172203,55.7,USD
B001594,C17,2026-03,Anthropic,T14,M22,CC-C17-D07,1395216,61.12,USD
B001595,C17,2026-03,Anthropic,T14,M23,CC-C17-D01,188632,1.39,USD
B001596,C17,2026-03,Anthropic,T14,M23,CC-C17-D07,836304,9.17,USD
B001597,C17,2026-03,Anthropic,T14,M24,CC-C17-D01,6775,0.02,USD
B001598,C17,2026-03,Anthropic,T14,M24,CC-C17-D02,265565,0.5,USD
B001599,C17,2026-03,Anthropic,T14,M24,CC-C17-D07,693754,2.56,USD
B001600,C17,2026-04,Amazon Web Services,T11,M15,CC-C17-D01,467162,4.11,USD
B001601,C17,2026-04,Amazon Web Services,T11,M15,CC-C17-D03,170127,1.78,USD
B001602,C17,2026-04,Amazon Web Services,T11,M15,CC-C17-D05,150805,2.19,USD
B001603,C17,2026-04,Amazon Web Services,T11,M15,CC-C17-D07,427448,3.79,USD
B001604,C17,2026-04,Amazon Web Services,T11,M16,CC-C17-D02,711964,0.65,USD
B001605,C17,2026-04,Amazon Web Services,T11,M16,CC-C17-D07,840203,0.86,USD
B001606,C17,2026-04,Anthropic,T14,M22,CC-C17-D01,397814,14.11,USD
B001607,C17,2026-04,Anthropic,T14,M22,CC-C17-D03,13980,0.36,USD
B001608,C17,2026-04,Anthropic,T14,M22,CC-C17-D07,3232005,137.22,USD
