issue_id,project_id,employee_id,issue_type,priority,created_at,closed_at,status
ISS-C01-P02-000655,C01-P02,C01-E0066,Debito Tecnico,Media,2025-08-03 13:37:49,,Em Andamento
ISS-C01-P02-000656,C01-P02,C01-E0181,Bug,Critica,2025-08-01 10:11:46,2025-08-12 10:11:46,Fechado
ISS-C01-P02-000657,C01-P02,C01-E0022,Debito Tecnico,Baixa,2025-08-27 21:24:36,,Em Andamento
ISS-C01-P02-000658,C01-P02,C01-E0237,Bug,Alta,2025-08-24 13:47:55,2025-09-24 13:47:55,Fechado
ISS-C01-P02-000659,C01-P02,C01-E0132,Debito Tecnico,Baixa,2025-08-19 08:45:03,,Aberto
ISS-C01-P02-000660,C01-P02,C01-E0084,Bug,Critica,2025-08-03 16:53:24,,Em Andamento
ISS-C01-P02-000661,C01-P02,C01-E0224,Bug,Media,2025-08-23 12:51:11,2025-09-17 12:51:11,Fechado
ISS-C01-P02-000662,C01-P02,C01-E0028,Bug,Baixa,2025-08-06 17:30:25,,Em Andamento
ISS-C01-P02-000663,C01-P02,C01-E0340,Bug,Media,2025-08-28 15:52:31,,Em Andamento
ISS-C01-P02-000664,C01-P02,C01-E0082,Chore,Media,2025-08-10 16:01:15,2025-08-31 16:01:15,Fechado
ISS-C01-P02-000665,C01-P02,C01-E0064,Debito Tecnico,Baixa,2025-08-17 07:14:36,2025-08-22 07:14:36,Fechado
ISS-C01-P02-000666,C01-P02,C01-E0269,Feature,Baixa,2025-08-19 11:01:44,2025-09-10 11:01:44,Fechado
ISS-C01-P02-000667,C01-P02,C01-E0251,Debito Tecnico,Critica,2025-08-09 18:57:12,,Aberto
ISS-C01-P02-000668,C01-P02,C01-E0313,Bug,Critica,2025-08-25 15:13:41,,Em Andamento
ISS-C01-P02-000669,C01-P02,C01-E0030,Bug,Alta,2025-08-27 19:31:00,2025-09-05 19:31:00,Fechado
ISS-C01-P02-000670,C01-P02,C01-E0038,Debito Tecnico,Alta,2025-08-23 12:11:56,2025-09-28 12:11:56,Fechado
ISS-C01-P02-000671,C01-P02,C01-E0073,Bug,Media,2025-08-13 08:16:37,2025-08-28 08:16:37,Fechado
ISS-C01-P02-000672,C01-P02,C01-E0094,Feature,Baixa,2025-08-11 15:46:16,2025-09-11 15:46:16,Fechado
ISS-C01-P02-000673,C01-P02,C01-E0292,Feature,Baixa,2025-08-01 21:46:20,2025-09-01 21:46:20,Fechado
ISS-C01-P02-000674,C01-P02,C01-E0247,Feature,Baixa,2025-08-04 21:15:06,2025-09-06 21:15:06,Fechado
ISS-C01-P02-000675,C01-P02,C01-E0055,Chore,Media,2025-08-07 15:19:02,,Em Andamento
ISS-C01-P02-000676,C01-P02,C01-E0303,Bug,Baixa,2025-08-15 07:27:48,2025-09-24 07:27:48,Fechado
ISS-C01-P02-000677,C01-P02,C01-E0263,Debito Tecnico,Media,2025-08-05 10:45:13,,Aberto
ISS-C01-P02-000678,C01-P02,C01-E0047,Feature,Baixa,2025-08-02 19:44:40,,Aberto
ISS-C01-P02-000679,C01-P02,C01-E0069,Bug,Baixa,2025-08-10 18:52:54,,Aberto
ISS-C01-P02-000680,C01-P02,C01-E0112,Feature,Baixa,2025-08-21 07:51:08,,Em Andamento
ISS-C01-P02-000681,C01-P02,C01-E0225,Bug,Media,2025-08-27 11:11:04,2025-09-20 11:11:04,Fechado
ISS-C01-P02-000682,C01-P02,C01-E0313,Feature,Media,2025-08-19 08:55:17,2025-08-21 08:55:17,Fechado
ISS-C01-P02-000683,C01-P02,C01-E0060,Feature,Media,2025-08-22 12:38:54,,Aberto
ISS-C01-P02-000684,C01-P02,C01-E0363,Bug,Media,2025-08-25 10:03:59,2025-08-31 10:03:59,Fechado
ISS-C01-P02-000685,C01-P02,C01-E0120,Bug,Alta,2025-08-18 10:42:25,2025-09-23 10:42:25,Fechado
ISS-C01-P02-000686,C01-P02,C01-E0286,Bug,Media,2025-08-07 10:42:12,2025-09-04 10:42:12,Fechado
ISS-C01-P02-000687,C01-P02,C01-E0058,Bug,Media,2025-08-15 10:50:13,2025-09-04 10:50:13,Fechado
ISS-C01-P02-000688,C01-P02,C01-E0203,Feature,Alta,2025-08-16 16:48:05,2025-09-12 16:48:05,Fechado
ISS-C01-P02-000689,C01-P02,C01-E0037,Feature,Baixa,2025-08-26 09:26:44,,Aberto
ISS-C01-P02-000690,C01-P02,C01-E0321,Bug,Baixa,2025-08-24 15:25:12,2025-10-01 15:25:12,Fechado
ISS-C01-P02-000691,C01-P02,C01-E0085,Bug,Alta,2025-08-06 15:13:00,2025-09-03 15:13:00,Fechado
ISS-C01-P02-000692,C01-P02,C01-E0233,Bug,Baixa,2025-08-14 19:39:37,,Em Andamento
ISS-C01-P02-000693,C01-P02,C01-E0047,Feature,Alta,2025-08-01 13:37:33,2025-09-11 13:37:33,Fechado
ISS-C01-P02-000694,C01-P02,C01-E0260,Feature,Media,2025-08-28 11:12:15,2025-09-26 11:12:15,Fechado
ISS-C01-P02-000695,C01-P02,C01-E0033,Debito Tecnico,Baixa,2025-09-04 19:06:52,,Em Andamento
ISS-C01-P02-000696,C01-P02,C01-E0301,Feature,Media,2025-09-18 15:58:48,2025-09-25 15:58:48,Fechado
ISS-C01-P02-000697,C01-P02,C01-E0189,Feature,Media,2025-09-12 11:14:41,,Aberto
ISS-C01-P02-000698,C01-P02,C01-E0294,Feature,Baixa,2025-09-19 07:52:28,2025-10-27 07:52:28,Fechado
ISS-C01-P02-000699,C01-P02,C01-E0345,Chore,Baixa,2025-09-05 15:51:33,2025-10-15 15:51:33,Fechado
ISS-C01-P02-000700,C01-P02,C01-E0209,Feature,Alta,2025-09-05 08:01:09,,Em Andamento
ISS-C01-P02-000701,C01-P02,C01-E0336,Bug,Alta,2025-09-14 18:56:53,2025-09-16 18:56:53,Fechado
ISS-C01-P02-000702,C01-P02,C01-E0043,Debito Tecnico,Alta,2025-09-28 17:53:10,,Em Andamento
ISS-C01-P02-000703,C01-P02,C01-E0336,Bug,Alta,2025-09-13 20:21:57,,Em Andamento
ISS-C01-P02-000704,C01-P02,C01-E0154,Bug,Media,2025-09-02 21:04:20,2025-09-26 21:04:20,Fechado
ISS-C01-P02-000705,C01-P02,C01-E0287,Feature,Critica,2025-09-11 11:14:38,2025-10-23 11:14:38,Fechado
ISS-C01-P02-000706,C01-P02,C01-E0161,Feature,Baixa,2025-09-07 17:07:15,2025-10-11 17:07:15,Fechado
ISS-C01-P02-000707,C01-P02,C01-E0264,Feature,Media,2025-09-15 11:04:33,,Em Andamento
ISS-C01-P02-000708,C01-P02,C01-E0118,Bug,Media,2025-09-26 07:21:09,,Aberto
ISS-C01-P02-000709,C01-P02,C01-E0103,Chore,Media,2025-09-24 20:39:25,,Aberto
ISS-C01-P02-000710,C01-P02,C01-E0109,Bug,Media,2025-09-10 20:16:50,,Aberto
ISS-C01-P02-000711,C01-P02,C01-E0188,Chore,Media,2025-09-27 16:16:11,,Aberto
ISS-C01-P02-000712,C01-P02,C01-E0341,Bug,Media,2025-09-17 09:54:45,2025-10-05 09:54:45,Fechado
ISS-C01-P02-000713,C01-P02,C01-E0224,Feature,Baixa,2025-09-13 07:38:24,2025-10-08 07:38:24,Fechado
ISS-C01-P02-000714,C01-P02,C01-E0182,Debito Tecnico,Baixa,2025-09-06 10:46:53,2025-09-13 10:46:53,Fechado
ISS-C01-P02-000715,C01-P02,C01-E0049,Bug,Critica,2025-09-08 21:28:36,2025-10-05 21:28:36,Fechado
ISS-C01-P02-000716,C01-P02,C01-E0329,Debito Tecnico,Media,2025-09-30 20:27:17,2025-10-06 20:27:17,Fechado
ISS-C01-P02-000717,C01-P02,C01-E0172,Bug,Baixa,2025-09-25 10:41:04,2025-10-01 10:41:04,Fechado
ISS-C01-P02-000718,C01-P02,C01-E0143,Bug,Baixa,2025-09-12 21:40:32,,Aberto
ISS-C01-P02-000719,C01-P02,C01-E0169,Chore,Alta,2025-09-22 14:09:35,,Em Andamento
ISS-C01-P02-000720,C01-P02,C01-E0349,Debito Tecnico,Media,2025-09-25 11:48:40,2025-10-29 11:48:40,Fechado
ISS-C01-P02-000721,C01-P02,C01-E0294,Debito Tecnico,Media,2025-09-05 08:07:25,2025-09-22 08:07:25,Fechado
ISS-C01-P02-000722,C01-P02,C01-E0317,Feature,Alta,2025-09-27 17:59:05,,Aberto
ISS-C01-P02-000723,C01-P02,C01-E0287,Bug,Media,2025-09-30 16:02:07,2025-11-11 16:02:07,Fechado
ISS-C01-P02-000724,C01-P02,C01-E0247,Debito Tecnico,Media,2025-09-26 10:50:33,2025-10-28 10:50:33,Fechado
ISS-C01-P02-000725,C01-P02,C01-E0308,Bug,Media,2025-09-07 07:32:30,,Em Andamento
ISS-C01-P02-000726,C01-P02,C01-E0261,Bug,Alta,2025-09-24 14:25:43,2025-09-29 14:25:43,Fechado
ISS-C01-P02-000727,C01-P02,C01-E0148,Feature,Media,2025-09-06 10:08:59,2025-09-27 10:08:59,Fechado
ISS-C01-P02-000728,C01-P02,C01-E0061,Bug,Media,2025-09-18 08:55:38,2025-09-20 08:55:38,Fechado
ISS-C01-P02-000729,C01-P02,C01-E0202,Feature,Baixa,2025-09-06 21:45:07,2025-09-15 21:45:07,Fechado
ISS-C01-P02-000730,C01-P02,C01-E0357,Bug,Baixa,2025-09-07 11:53:35,2025-09-29 11:53:35,Fechado
ISS-C01-P02-000731,C01-P02,C01-E0344,Bug,Media,2025-09-04 17:14:34,2025-10-17 17:14:34,Fechado
ISS-C01-P02-000732,C01-P02,C01-E0252,Feature,Alta,2025-10-08 16:21:59,2025-10-14 16:21:59,Fechado
ISS-C01-P02-000733,C01-P02,C01-E0110,Bug,Baixa,2025-10-10 10:41:27,,Aberto
ISS-C01-P02-000734,C01-P02,C01-E0083,Bug,Media,2025-10-05 15:07:44,2025-11-07 15:07:44,Fechado
ISS-C01-P02-000735,C01-P02,C01-E0061,Feature,Baixa,2025-10-17 14:48:08,,Em Andamento
ISS-C01-P02-000736,C01-P02,C01-E0228,Bug,Baixa,2025-10-04 16:37:21,2025-11-09 16:37:21,Fechado
ISS-C01-P02-000737,C01-P02,C01-E0340,Bug,Media,2025-10-17 07:40:10,2025-10-20 07:40:10,Fechado
ISS-C01-P02-000738,C01-P02,C01-E0310,Chore,Media,2025-10-16 16:34:14,2025-11-05 16:34:14,Fechado
ISS-C01-P02-000739,C01-P02,C01-E0251,Bug,Alta,2025-10-13 16:11:24,,Em Andamento
ISS-C01-P02-000740,C01-P02,C01-E0234,Bug,Critica,2025-10-27 12:27:36,,Aberto
ISS-C01-P02-000741,C01-P02,C01-E0021,Debito Tecnico,Baixa,2025-10-05 20:03:28,2025-11-05 20:03:28,Fechado
ISS-C01-P02-000742,C01-P02,C01-E0016,Bug,Baixa,2025-10-24 10:54:16,2025-11-16 10:54:16,Fechado
ISS-C01-P02-000743,C01-P02,C01-E0118,Bug,Media,2025-10-22 13:15:04,,Aberto
ISS-C01-P02-000744,C01-P02,C01-E0072,Debito Tecnico,Alta,2025-10-22 15:10:06,,Aberto
ISS-C01-P02-000745,C01-P02,C01-E0290,Bug,Media,2025-10-19 10:11:13,2025-11-08 10:11:13,Fechado
ISS-C01-P02-000746,C01-P02,C01-E0310,Feature,Media,2025-10-21 21:03:32,,Aberto
ISS-C01-P02-000747,C01-P02,C01-E0283,Feature,Alta,2025-10-04 12:37:47,2025-11-16 12:37:47,Fechado
ISS-C01-P02-000748,C01-P02,C01-E0059,Bug,Media,2025-10-05 13:15:59,2025-10-23 13:15:59,Fechado
ISS-C01-P02-000749,C01-P02,C01-E0235,Bug,Media,2025-10-13 08:42:38,2025-10-20 08:42:38,Fechado
ISS-C01-P02-000750,C01-P02,C01-E0078,Feature,Media,2025-10-06 09:46:58,2025-10-28 09:46:58,Fechado
ISS-C01-P02-000751,C01-P02,C01-E0014,Debito Tecnico,Alta,2025-10-27 14:38:52,,Aberto
ISS-C01-P02-000752,C01-P02,C01-E0285,Debito Tecnico,Media,2025-10-27 10:01:36,2025-11-12 10:01:36,Fechado
ISS-C01-P02-000753,C01-P02,C01-E0033,Bug,Media,2025-10-01 19:49:30,,Em Andamento
ISS-C01-P02-000754,C01-P02,C01-E0307,Feature,Media,2025-10-30 08:24:48,2025-12-01 08:24:48,Fechado
ISS-C01-P02-000755,C01-P02,C01-E0139,Feature,Media,2025-10-28 09:29:56,,Aberto
ISS-C01-P02-000756,C01-P02,C01-E0047,Bug,Critica,2025-10-31 17:33:36,2025-11-18 17:33:36,Fechado
ISS-C01-P02-000757,C01-P02,C01-E0024,Bug,Media,2025-10-30 18:53:04,2025-11-28 18:53:04,Fechado
ISS-C01-P02-000758,C01-P02,C01-E0107,Bug,Media,2025-10-03 20:55:14,,Aberto
ISS-C01-P02-000759,C01-P02,C01-E0324,Bug,Baixa,2025-10-25 11:16:58,2025-10-29 11:16:58,Fechado
ISS-C01-P02-000760,C01-P02,C01-E0254,Debito Tecnico,Alta,2025-10-29 13:34:05,2025-12-11 13:34:05,Fechado
ISS-C01-P02-000761,C01-P02,C01-E0269,Bug,Baixa,2025-10-20 19:51:22,,Aberto
ISS-C01-P02-000762,C01-P02,C01-E0085,Bug,Baixa,2025-10-17 10:17:55,,Em Andamento
ISS-C01-P02-000763,C01-P02,C01-E0232,Feature,Media,2025-10-12 13:33:18,,Em Andamento
ISS-C01-P02-000764,C01-P02,C01-E0146,Debito Tecnico,Media,2025-10-07 11:08:35,2025-10-31 11:08:35,Fechado
ISS-C01-P02-000765,C01-P02,C01-E0287,Chore,Baixa,2025-10-09 20:19:14,2025-10-16 20:19:14,Fechado
ISS-C01-P02-000766,C01-P02,C01-E0235,Chore,Critica,2025-10-27 09:16:05,2025-11-10 09:16:05,Fechado
ISS-C01-P02-000767,C01-P02,C01-E0148,Debito Tecnico,Baixa,2025-10-08 21:37:51,2025-10-14 21:37:51,Fechado
ISS-C01-P02-000768,C01-P02,C01-E0041,Feature,Alta,2025-10-10 13:23:00,,Aberto
ISS-C01-P02-000769,C01-P02,C01-E0018,Feature,Critica,2025-10-14 11:58:10,2025-10-29 11:58:10,Fechado
ISS-C01-P02-000770,C01-P02,C01-E0260,Feature,Baixa,2025-10-27 14:20:56,,Em Andamento
ISS-C01-P02-000771,C01-P02,C01-E0069,Bug,Media,2025-10-09 13:35:39,2025-11-23 13:35:39,Fechado
ISS-C01-P02-000772,C01-P02,C01-E0169,Feature,Media,2025-10-21 15:17:26,2025-11-26 15:17:26,Fechado
ISS-C01-P02-000773,C01-P02,C01-E0300,Feature,Media,2025-11-18 14:14:18,2025-12-10 14:14:18,Fechado
ISS-C01-P02-000774,C01-P02,C01-E0182,Feature,Media,2025-11-28 19:30:04,2025-12-14 19:30:04,Fechado
ISS-C01-P02-000775,C01-P02,C01-E0149,Bug,Media,2025-11-08 08:42:43,2025-11-24 08:42:43,Fechado
ISS-C01-P02-000776,C01-P02,C01-E0129,Debito Tecnico,Baixa,2025-11-15 18:11:16,,Aberto
ISS-C01-P02-000777,C01-P02,C01-E0261,Bug,Baixa,2025-11-25 08:59:09,,Aberto
ISS-C01-P02-000778,C01-P02,C01-E0237,Feature,Baixa,2025-11-08 16:55:03,2025-12-14 16:55:03,Fechado
ISS-C01-P02-000779,C01-P02,C01-E0234,Debito Tecnico,Alta,2025-11-08 15:06:35,,Aberto
ISS-C01-P02-000780,C01-P02,C01-E0211,Feature,Media,2025-11-10 13:25:44,2025-12-10 13:25:44,Fechado
ISS-C01-P02-000781,C01-P02,C01-E0285,Debito Tecnico,Media,2025-11-07 18:20:26,,Aberto
ISS-C01-P02-000782,C01-P02,C01-E0312,Feature,Critica,2025-11-09 14:21:47,,Em Andamento
ISS-C01-P02-000783,C01-P02,C01-E0172,Debito Tecnico,Critica,2025-11-18 12:49:57,,Aberto
ISS-C01-P02-000784,C01-P02,C01-E0146,Bug,Baixa,2025-11-09 10:17:06,,Aberto
ISS-C01-P02-000785,C01-P02,C01-E0259,Bug,Media,2025-11-13 18:26:57,,Em Andamento
ISS-C01-P02-000786,C01-P02,C01-E0023,Chore,Media,2025-11-07 10:31:54,2025-12-03 10:31:54,Fechado
ISS-C01-P02-000787,C01-P02,C01-E0112,Feature,Media,2025-11-06 08:05:03,2025-12-12 08:05:03,Fechado
ISS-C01-P02-000788,C01-P02,C01-E0263,Debito Tecnico,Media,2025-11-13 18:04:38,2025-12-01 18:04:38,Fechado
ISS-C01-P02-000789,C01-P02,C01-E0301,Debito Tecnico,Baixa,2025-11-18 14:53:31,2025-12-10 14:53:31,Fechado
ISS-C01-P02-000790,C01-P02,C01-E0264,Debito Tecnico,Critica,2025-11-16 17:15:27,2025-11-18 17:15:27,Fechado
ISS-C01-P02-000791,C01-P02,C01-E0334,Debito Tecnico,Media,2025-11-06 08:48:10,,Em Andamento
ISS-C01-P02-000792,C01-P02,C01-E0005,Bug,Baixa,2025-11-24 10:01:50,2025-12-01 10:01:50,Fechado
ISS-C01-P02-000793,C01-P02,C01-E0131,Feature,Critica,2025-11-14 09:28:42,,Aberto
ISS-C01-P02-000794,C01-P02,C01-E0343,Bug,Media,2025-11-14 20:31:05,2025-12-02 20:31:05,Fechado
ISS-C01-P02-000795,C01-P02,C01-E0275,Bug,Media,2025-11-11 08:55:00,2025-12-23 08:55:00,Fechado
ISS-C01-P02-000796,C01-P02,C01-E0060,Bug,Critica,2025-11-11 20:48:27,,Aberto
ISS-C01-P02-000797,C01-P02,C01-E0126,Feature,Alta,2025-11-03 21:10:40,,Em Andamento
ISS-C01-P02-000798,C01-P02,C01-E0282,Feature,Baixa,2025-11-28 18:06:25,2025-12-09 18:06:25,Fechado
ISS-C01-P02-000799,C01-P02,C01-E0149,Bug,Baixa,2025-11-23 07:02:02,2025-12-01 07:02:02,Fechado
ISS-C01-P02-000800,C01-P02,C01-E0228,Bug,Baixa,2025-11-30 18:45:12,,Em Andamento
ISS-C01-P02-000801,C01-P02,C01-E0086,Bug,Alta,2025-11-08 08:57:07,2025-11-12 08:57:07,Fechado
ISS-C01-P02-000802,C01-P02,C01-E0001,Debito Tecnico,Baixa,2025-11-08 12:33:39,2025-11-23 12:33:39,Fechado
ISS-C01-P02-000803,C01-P02,C01-E0049,Feature,Media,2025-11-15 11:13:07,2025-11-26 11:13:07,Fechado
ISS-C01-P02-000804,C01-P02,C01-E0165,Feature,Critica,2025-11-21 17:09:37,2025-11-29 17:09:37,Fechado
ISS-C01-P02-000805,C01-P02,C01-E0264,Feature,Alta,2025-11-22 16:24:01,,Aberto
ISS-C01-P02-000806,C01-P02,C01-E0152,Bug,Baixa,2025-11-06 12:00:13,2025-11-18 12:00:13,Fechado
ISS-C01-P02-000807,C01-P02,C01-E0120,Bug,Media,2025-11-01 10:06:40,2025-11-03 10:06:40,Fechado
ISS-C01-P02-000808,C01-P02,C01-E0209,Feature,Media,2025-11-01 20:50:39,,Em Andamento
ISS-C01-P02-000809,C01-P02,C01-E0006,Bug,Media,2025-11-04 14:03:17,,Em Andamento
ISS-C01-P02-000810,C01-P02,C01-E0360,Chore,Alta,2025-11-16 16:10:18,2025-11-21 16:10:18,Fechado
ISS-C01-P02-000811,C01-P02,C01-E0014,Chore,Critica,2025-11-18 16:06:51,,Em Andamento
ISS-C01-P02-000812,C01-P02,C01-E0107,Chore,Media,2025-11-28 10:29:44,,Aberto
ISS-C01-P02-000813,C01-P02,C01-E0159,Bug,Alta,2025-11-06 18:51:44,,Em Andamento
ISS-C01-P02-000814,C01-P02,C01-E0045,Debito Tecnico,Baixa,2025-11-10 09:51:55,2025-11-27 09:51:55,Fechado
ISS-C01-P02-000815,C01-P02,C01-E0016,Bug,Media,2025-11-04 10:31:29,2025-11-22 10:31:29,Fechado
ISS-C01-P02-000816,C01-P02,C01-E0196,Bug,Critica,2025-11-18 21:30:44,,Aberto
ISS-C01-P02-000817,C01-P02,C01-E0144,Bug,Baixa,2025-11-15 19:45:35,2025-11-22 19:45:35,Fechado
ISS-C01-P02-000818,C01-P02,C01-E0172,Feature,Media,2025-11-24 08:37:05,,Aberto
ISS-C01-P02-000819,C01-P02,C01-E0109,Feature,Alta,2025-12-04 08:45:12,,Aberto
ISS-C01-P02-000820,C01-P02,C01-E0042,Bug,Alta,2025-12-30 08:33:44,2026-01-16 08:33:44,Fechado
ISS-C01-P02-000821,C01-P02,C01-E0011,Bug,Baixa,2025-12-14 07:20:23,2025-12-20 07:20:23,Fechado
ISS-C01-P02-000822,C01-P02,C01-E0282,Chore,Critica,2025-12-14 14:42:36,2025-12-23 14:42:36,Fechado
ISS-C01-P02-000823,C01-P02,C01-E0333,Bug,Media,2025-12-20 11:13:35,2026-01-14 11:13:35,Fechado
ISS-C01-P02-000824,C01-P02,C01-E0055,Bug,Media,2025-12-03 07:17:29,2025-12-20 07:17:29,Fechado
ISS-C01-P02-000825,C01-P02,C01-E0091,Bug,Media,2025-12-16 16:41:39,,Em Andamento
ISS-C01-P02-000826,C01-P02,C01-E0216,Bug,Alta,2025-12-30 16:43:16,,Em Andamento
ISS-C01-P02-000827,C01-P02,C01-E0067,Bug,Alta,2025-12-07 15:45:26,2025-12-23 15:45:26,Fechado
ISS-C01-P02-000828,C01-P02,C01-E0006,Bug,Baixa,2025-12-07 11:13:59,2026-01-01 11:13:59,Fechado
ISS-C01-P02-000829,C01-P02,C01-E0083,Feature,Critica,2025-12-21 20:37:59,2026-01-22 20:37:59,Fechado
ISS-C01-P02-000830,C01-P02,C01-E0057,Debito Tecnico,Alta,2025-12-29 19:41:50,2026-01-21 19:41:50,Fechado
ISS-C01-P02-000831,C01-P02,C01-E0031,Bug,Media,2025-12-15 17:59:04,2025-12-27 17:59:04,Fechado
ISS-C01-P02-000832,C01-P02,C01-E0067,Bug,Critica,2025-12-02 14:02:14,2025-12-09 14:02:14,Fechado
ISS-C01-P02-000833,C01-P02,C01-E0085,Feature,Media,2025-12-14 19:44:05,,Aberto
ISS-C01-P02-000834,C01-P02,C01-E0300,Feature,Alta,2025-12-17 10:13:03,2025-12-24 10:13:03,Fechado
ISS-C01-P02-000835,C01-P02,C01-E0317,Bug,Baixa,2025-12-13 07:13:45,,Em Andamento
ISS-C01-P02-000836,C01-P02,C01-E0067,Chore,Media,2025-12-23 14:48:15,,Aberto
ISS-C01-P02-000837,C01-P02,C01-E0133,Bug,Baixa,2025-12-27 18:24:26,,Aberto
ISS-C01-P02-000838,C01-P02,C01-E0203,Bug,Media,2025-12-02 18:49:34,2025-12-24 18:49:34,Fechado
ISS-C01-P02-000839,C01-P02,C01-E0173,Bug,Alta,2025-12-08 17:35:34,2026-01-21 17:35:34,Fechado
ISS-C01-P02-000840,C01-P02,C01-E0050,Feature,Baixa,2025-12-02 10:56:55,,Em Andamento
ISS-C01-P02-000841,C01-P02,C01-E0252,Bug,Baixa,2025-12-12 21:49:23,2025-12-16 21:49:23,Fechado
ISS-C01-P02-000842,C01-P02,C01-E0296,Bug,Alta,2025-12-26 10:01:56,2026-01-28 10:01:56,Fechado
ISS-C01-P02-000843,C01-P02,C01-E0245,Bug,Baixa,2025-12-15 07:04:07,2025-12-28 07:04:07,Fechado
ISS-C01-P02-000844,C01-P02,C01-E0083,Debito Tecnico,Alta,2025-12-17 18:07:50,2025-12-31 18:07:50,Fechado
ISS-C01-P02-000845,C01-P02,C01-E0285,Feature,Alta,2025-12-11 09:55:56,,Em Andamento
ISS-C01-P02-000846,C01-P02,C01-E0153,Feature,Baixa,2025-12-07 10:47:06,,Em Andamento
ISS-C01-P02-000847,C01-P02,C01-E0339,Chore,Critica,2025-12-05 15:45:08,2025-12-13 15:45:08,Fechado
ISS-C01-P02-000848,C01-P02,C01-E0150,Chore,Media,2025-12-25 11:46:34,,Em Andamento
ISS-C01-P02-000849,C01-P02,C01-E0133,Bug,Media,2025-12-01 10:22:56,2025-12-11 10:22:56,Fechado
ISS-C01-P02-000850,C01-P02,C01-E0161,Feature,Baixa,2026-01-30 08:50:19,2026-03-04 08:50:19,Fechado
ISS-C01-P02-000851,C01-P02,C01-E0307,Bug,Baixa,2026-01-14 08:59:48,,Em Andamento
ISS-C01-P02-000852,C01-P02,C01-E0126,Bug,Alta,2026-01-22 19:48:21,,Em Andamento
ISS-C01-P02-000853,C01-P02,C01-E0182,Bug,Critica,2026-01-11 14:13:00,2026-01-21 14:13:00,Fechado
ISS-C01-P02-000854,C01-P02,C01-E0289,Bug,Critica,2026-01-28 07:32:47,,Aberto
ISS-C01-P02-000855,C01-P02,C01-E0005,Bug,Baixa,2026-01-21 16:34:13,,Em Andamento
ISS-C01-P02-000856,C01-P02,C01-E0123,Feature,Baixa,2026-01-24 10:49:52,2026-02-17 10:49:52,Fechado
ISS-C01-P02-000857,C01-P02,C01-E0038,Feature,Alta,2026-01-10 07:15:30,,Em Andamento
ISS-C01-P02-000858,C01-P02,C01-E0300,Feature,Baixa,2026-01-19 21:57:51,2026-02-20 21:57:51,Fechado
ISS-C01-P02-000859,C01-P02,C01-E0016,Bug,Baixa,2026-01-10 16:07:14,2026-02-20 16:07:14,Fechado
ISS-C01-P02-000860,C01-P02,C01-E0349,Chore,Media,2026-01-15 15:22:50,,Em Andamento
ISS-C01-P02-000861,C01-P02,C01-E0255,Feature,Media,2026-01-27 18:21:26,,Aberto
ISS-C01-P02-000862,C01-P02,C01-E0159,Feature,Media,2026-01-12 09:13:51,2026-02-14 09:13:51,Fechado
ISS-C01-P02-000863,C01-P02,C01-E0064,Bug,Media,2026-01-25 08:22:11,,Aberto
ISS-C01-P02-000864,C01-P02,C01-E0164,Bug,Baixa,2026-01-19 10:33:26,2026-03-05 10:33:26,Fechado
ISS-C01-P02-000865,C01-P02,C01-E0067,Feature,Alta,2026-01-13 16:11:06,2026-02-16 16:11:06,Fechado
ISS-C01-P02-000866,C01-P02,C01-E0185,Bug,Alta,2026-01-03 19:02:20,,Aberto
ISS-C01-P02-000867,C01-P02,C01-E0120,Feature,Baixa,2026-01-30 15:53:15,2026-02-01 15:53:15,Fechado
ISS-C01-P02-000868,C01-P02,C01-E0319,Feature,Critica,2026-01-29 20:39:59,2026-02-09 20:39:59,Fechado
ISS-C01-P02-000869,C01-P02,C01-E0334,Bug,Media,2026-01-14 14:38:16,2026-01-17 14:38:16,Fechado
ISS-C01-P02-000870,C01-P02,C01-E0329,Debito Tecnico,Baixa,2026-01-17 20:41:45,2026-02-15 20:41:45,Fechado
ISS-C01-P02-000871,C01-P02,C01-E0016,Debito Tecnico,Alta,2026-01-13 17:01:13,,Aberto
ISS-C01-P02-000872,C01-P02,C01-E0131,Feature,Media,2026-01-29 09:57:46,,Aberto
ISS-C01-P02-000873,C01-P02,C01-E0340,Debito Tecnico,Baixa,2026-01-22 14:05:23,,Em Andamento
ISS-C01-P02-000874,C01-P02,C01-E0001,Chore,Media,2026-01-20 17:45:06,,Em Andamento
ISS-C01-P02-000875,C01-P02,C01-E0106,Bug,Media,2026-01-25 10:13:01,2026-02-02 10:13:01,Fechado
ISS-C01-P02-000876,C01-P02,C01-E0061,Chore,Alta,2026-01-24 08:36:37,2026-02-26 08:36:37,Fechado
ISS-C01-P02-000877,C01-P02,C01-E0109,Debito Tecnico,Media,2026-01-13 07:34:53,2026-02-14 07:34:53,Fechado
ISS-C01-P02-000878,C01-P02,C01-E0106,Bug,Media,2026-01-31 10:06:32,,Em Andamento
ISS-C01-P02-000879,C01-P02,C01-E0023,Chore,Media,2026-01-23 11:19:11,2026-01-28 11:19:11,Fechado
ISS-C01-P02-000880,C01-P02,C01-E0361,Chore,Alta,2026-01-25 20:19:38,2026-02-25 20:19:38,Fechado
ISS-C01-P02-000881,C01-P02,C01-E0130,Feature,Media,2026-01-26 11:00:17,2026-01-28 11:00:17,Fechado
ISS-C01-P02-000882,C01-P02,C01-E0137,Bug,Alta,2026-01-11 15:33:29,,Em Andamento
