deployment_id,project_id,timestamp,environment,status
DEP-C01-P02-000335,C01-P02,2025-08-22 16:16:36,Producao,Sucesso
DEP-C01-P02-000336,C01-P02,2025-08-28 11:54:27,Dev,Sucesso
DEP-C01-P02-000337,C01-P02,2025-08-01 13:16:21,Dev,Sucesso
DEP-C01-P02-000338,C01-P02,2025-08-08 12:30:50,Producao,Sucesso
DEP-C01-P02-000339,C01-P02,2025-08-08 19:30:55,Dev,Sucesso
DEP-C01-P02-000340,C01-P02,2025-08-16 17:59:24,Producao,Sucesso
DEP-C01-P02-000341,C01-P02,2025-08-10 15:52:46,Dev,Sucesso
DEP-C01-P02-000342,C01-P02,2025-08-08 21:31:23,Dev,Sucesso
DEP-C01-P02-000343,C01-P02,2025-08-23 17:16:57,Staging,Sucesso
DEP-C01-P02-000344,C01-P02,2025-08-19 09:14:15,Dev,Sucesso
DEP-C01-P02-000345,C01-P02,2025-08-30 21:13:26,Staging,Sucesso
DEP-C01-P02-000346,C01-P02,2025-08-07 15:51:21,Dev,Sucesso
DEP-C01-P02-000347,C01-P02,2025-08-19 13:10:49,Dev,Sucesso
DEP-C01-P02-000348,C01-P02,2025-09-23 09:11:59,Dev,Sucesso
DEP-C01-P02-000349,C01-P02,2025-09-10 12:22:52,Dev,Sucesso
DEP-C01-P02-000350,C01-P02,2025-09-18 11:53:01,Dev,Sucesso
DEP-C01-P02-000351,C01-P02,2025-09-10 11:54:41,Staging,Sucesso
DEP-C01-P02-000352,C01-P02,2025-09-03 11:09:15,Staging,Sucesso
DEP-C01-P02-000353,C01-P02,2025-09-22 20:30:31,Producao,Sucesso
DEP-C01-P02-000354,C01-P02,2025-09-22 10:49:21,Dev,Sucesso
DEP-C01-P02-000355,C01-P02,2025-09-25 07:39:31,Dev,Sucesso
DEP-C01-P02-000356,C01-P02,2025-09-10 20:16:51,Dev,Sucesso
DEP-C01-P02-000357,C01-P02,2025-09-27 19:33:27,Dev,Sucesso
DEP-C01-P02-000358,C01-P02,2025-09-01 19:59:51,Staging,Sucesso
DEP-C01-P02-000359,C01-P02,2025-09-19 16:11:55,Staging,Sucesso
DEP-C01-P02-000360,C01-P02,2025-09-07 12:17:40,Staging,Sucesso
DEP-C01-P02-000361,C01-P02,2025-09-06 20:47:59,Producao,Sucesso
DEP-C01-P02-000362,C01-P02,2025-10-14 10:14:25,Dev,Sucesso
DEP-C01-P02-000363,C01-P02,2025-10-07 13:01:41,Staging,Sucesso
DEP-C01-P02-000364,C01-P02,2025-10-16 09:40:44,Dev,Sucesso
DEP-C01-P02-000365,C01-P02,2025-10-07 15:03:41,Staging,Sucesso
DEP-C01-P02-000366,C01-P02,2025-10-27 13:57:03,Staging,Revertido
DEP-C01-P02-000367,C01-P02,2025-10-10 09:44:06,Staging,Revertido
DEP-C01-P02-000368,C01-P02,2025-10-04 20:35:35,Dev,Sucesso
DEP-C01-P02-000369,C01-P02,2025-10-21 09:00:52,Staging,Sucesso
DEP-C01-P02-000370,C01-P02,2025-10-12 09:11:53,Producao,Sucesso
DEP-C01-P02-000371,C01-P02,2025-10-28 10:42:42,Dev,Sucesso
DEP-C01-P02-000372,C01-P02,2025-10-24 16:03:12,Dev,Falha
DEP-C01-P02-000373,C01-P02,2025-10-24 18:03:48,Dev,Sucesso
DEP-C01-P02-000374,C01-P02,2025-10-12 21:19:32,Dev,Sucesso
DEP-C01-P02-000375,C01-P02,2025-10-24 20:41:17,Dev,Sucesso
DEP-C01-P02-000376,C01-P02,2025-10-13 14:00:17,Producao,Sucesso
DEP-C01-P02-000377,C01-P02,2025-10-20 20:11:02,Dev,Sucesso
DEP-C01-P02-000378,C01-P02,2025-10-21 21:00:21,Staging,Sucesso
DEP-C01-P02-000379,C01-P02,2025-10-16 17:10:33,Dev,Sucesso
DEP-C01-P02-000380,C01-P02,2025-10-15 11:24:08,Dev,Sucesso
DEP-C01-P02-000381,C01-P02,2025-10-16 12:25:23,Dev,Sucesso
DEP-C01-P02-000382,C01-P02,2025-10-17 20:26:57,Dev,Sucesso
DEP-C01-P02-000383,C01-P02,2025-10-27 09:42:53,Dev,Sucesso
DEP-C01-P02-000384,C01-P02,2025-11-03 15:42:56,Staging,Sucesso
DEP-C01-P02-000385,C01-P02,2025-11-04 09:44:58,Dev,Sucesso
DEP-C01-P02-000386,C01-P02,2025-11-19 13:23:21,Staging,Sucesso
DEP-C01-P02-000387,C01-P02,2025-11-17 11:32:59,Dev,Sucesso
DEP-C01-P02-000388,C01-P02,2025-11-27 12:53:55,Dev,Sucesso
DEP-C01-P02-000389,C01-P02,2025-11-11 14:43:05,Producao,Sucesso
DEP-C01-P02-000390,C01-P02,2025-11-20 07:05:48,Producao,Sucesso
DEP-C01-P02-000391,C01-P02,2025-11-13 13:14:58,Producao,Sucesso
DEP-C01-P02-000392,C01-P02,2025-11-05 20:26:04,Dev,Sucesso
DEP-C01-P02-000393,C01-P02,2025-11-18 14:07:10,Dev,Sucesso
DEP-C01-P02-000394,C01-P02,2025-11-29 11:19:50,Dev,Falha
DEP-C01-P02-000395,C01-P02,2025-11-14 17:36:06,Dev,Sucesso
DEP-C01-P02-000396,C01-P02,2025-11-14 16:56:51,Dev,Sucesso
DEP-C01-P02-000397,C01-P02,2025-11-14 15:59:50,Dev,Sucesso
DEP-C01-P02-000398,C01-P02,2025-11-01 14:19:53,Dev,Sucesso
DEP-C01-P02-000399,C01-P02,2025-11-29 10:41:05,Dev,Sucesso
DEP-C01-P02-000400,C01-P02,2025-11-05 08:41:27,Dev,Sucesso
DEP-C01-P02-000401,C01-P02,2025-12-23 16:07:10,Dev,Sucesso
DEP-C01-P02-000402,C01-P02,2025-12-28 20:51:46,Dev,Sucesso
DEP-C01-P02-000403,C01-P02,2025-12-02 14:17:28,Producao,Revertido
DEP-C01-P02-000404,C01-P02,2025-12-03 12:19:44,Dev,Sucesso
DEP-C01-P02-000405,C01-P02,2025-12-23 11:51:36,Producao,Sucesso
DEP-C01-P02-000406,C01-P02,2025-12-15 17:55:56,Dev,Sucesso
DEP-C01-P02-000407,C01-P02,2025-12-07 21:33:50,Staging,Sucesso
DEP-C01-P02-000408,C01-P02,2025-12-09 13:10:40,Dev,Sucesso
DEP-C01-P02-000409,C01-P02,2025-12-15 11:03:27,Dev,Sucesso
DEP-C01-P02-000410,C01-P02,2025-12-08 09:24:06,Dev,Sucesso
DEP-C01-P02-000411,C01-P02,2025-12-03 11:52:26,Staging,Sucesso
DEP-C01-P02-000412,C01-P02,2025-12-12 18:44:29,Staging,Sucesso
DEP-C01-P02-000413,C01-P02,2025-12-08 07:44:49,Dev,Sucesso
DEP-C01-P02-000414,C01-P02,2026-01-20 16:42:57,Producao,Sucesso
DEP-C01-P02-000415,C01-P02,2026-01-14 10:39:47,Dev,Sucesso
DEP-C01-P02-000416,C01-P02,2026-01-25 15:07:43,Dev,Sucesso
DEP-C01-P02-000417,C01-P02,2026-01-24 14:32:09,Dev,Sucesso
DEP-C01-P02-000418,C01-P02,2026-01-17 10:46:38,Dev,Sucesso
DEP-C01-P02-000419,C01-P02,2026-01-30 21:35:56,Staging,Sucesso
DEP-C01-P02-000420,C01-P02,2026-01-26 08:47:44,Dev,Sucesso
DEP-C01-P02-000421,C01-P02,2026-01-14 15:48:41,Producao,Revertido
DEP-C01-P02-000422,C01-P02,2026-01-24 07:21:34,Dev,Sucesso
DEP-C01-P02-000423,C01-P02,2026-01-14 15:50:44,Staging,Sucesso
DEP-C01-P02-000424,C01-P02,2026-01-30 15:14:49,Staging,Sucesso
DEP-C01-P02-000425,C01-P02,2026-01-13 16:17:36,Dev,Sucesso
DEP-C01-P02-000426,C01-P02,2026-01-24 17:26:37,Dev,Sucesso
DEP-C01-P02-000427,C01-P02,2026-01-27 10:21:02,Producao,Sucesso
DEP-C01-P02-000428,C01-P02,2026-01-04 16:52:20,Staging,Sucesso
DEP-C01-P02-000429,C01-P02,2026-01-26 11:08:16,Dev,Sucesso
DEP-C01-P02-000430,C01-P02,2026-01-17 08:18:38,Dev,Sucesso
DEP-C01-P02-000431,C01-P02,2026-01-10 12:10:03,Staging,Falha
DEP-C01-P02-000432,C01-P02,2026-01-17 14:13:03,Dev,Revertido
DEP-C01-P02-000433,C01-P02,2026-01-29 12:17:08,Staging,Sucesso
DEP-C01-P02-000434,C01-P02,2026-01-20 10:23:54,Staging,Sucesso
DEP-C01-P02-000435,C01-P02,2026-01-08 10:24:05,Staging,Sucesso
DEP-C01-P02-000436,C01-P02,2026-01-20 09:37:31,Dev,Sucesso
DEP-C01-P02-000437,C01-P02,2026-01-30 18:50:55,Staging,Sucesso
DEP-C01-P02-000438,C01-P02,2026-01-30 11:33:11,Dev,Sucesso
DEP-C01-P02-000439,C01-P02,2026-02-02 18:28:00,Staging,Sucesso
DEP-C01-P02-000440,C01-P02,2026-02-15 13:35:38,Staging,Sucesso
DEP-C01-P02-000441,C01-P02,2026-02-06 10:50:53,Dev,Sucesso
DEP-C01-P02-000442,C01-P02,2026-02-01 11:35:28,Producao,Sucesso
DEP-C01-P02-000443,C01-P02,2026-02-08 19:31:26,Staging,Sucesso
DEP-C01-P02-000444,C01-P02,2026-02-03 16:58:47,Staging,Sucesso
DEP-C01-P02-000445,C01-P02,2026-02-07 13:07:47,Dev,Revertido
DEP-C01-P02-000446,C01-P02,2026-02-11 15:00:58,Producao,Sucesso
DEP-C01-P02-000447,C01-P02,2026-02-03 21:59:05,Dev,Sucesso
DEP-C01-P02-000448,C01-P02,2026-02-13 19:33:36,Dev,Sucesso
DEP-C01-P02-000449,C01-P02,2026-02-23 14:58:50,Dev,Sucesso
DEP-C01-P02-000450,C01-P02,2026-02-03 21:43:29,Producao,Sucesso
DEP-C01-P02-000451,C01-P02,2026-02-24 20:44:19,Staging,Sucesso
DEP-C01-P02-000452,C01-P02,2026-02-12 08:13:53,Producao,Sucesso
DEP-C01-P02-000453,C01-P02,2026-02-06 07:46:20,Staging,Sucesso
DEP-C01-P02-000454,C01-P02,2026-02-08 13:25:50,Dev,Sucesso
DEP-C01-P02-000455,C01-P02,2026-02-02 07:10:27,Producao,Sucesso
DEP-C01-P02-000456,C01-P02,2026-02-04 19:17:01,Producao,Sucesso
DEP-C01-P02-000457,C01-P02,2026-02-05 08:23:06,Dev,Sucesso
DEP-C01-P02-000458,C01-P02,2026-02-25 12:32:15,Dev,Sucesso
DEP-C01-P02-000459,C01-P02,2026-02-17 07:27:03,Staging,Sucesso
DEP-C01-P02-000460,C01-P02,2026-02-01 15:02:38,Dev,Sucesso
DEP-C01-P02-000461,C01-P02,2026-02-15 16:10:06,Dev,Sucesso
DEP-C01-P02-000462,C01-P02,2026-02-04 12:00:58,Staging,Revertido
DEP-C01-P02-000463,C01-P02,2026-03-16 14:19:53,Staging,Sucesso
DEP-C01-P02-000464,C01-P02,2026-03-17 20:08:17,Dev,Falha
DEP-C01-P02-000465,C01-P02,2026-03-29 09:10:39,Staging,Sucesso
DEP-C01-P02-000466,C01-P02,2026-03-31 13:43:48,Dev,Sucesso
DEP-C01-P02-000467,C01-P02,2026-03-28 20:48:50,Staging,Sucesso
DEP-C01-P02-000468,C01-P02,2026-03-28 10:26:38,Dev,Sucesso
DEP-C01-P02-000469,C01-P02,2026-03-20 09:11:55,Staging,Sucesso
DEP-C01-P02-000470,C01-P02,2026-03-24 19:31:09,Dev,Sucesso
DEP-C01-P02-000471,C01-P02,2026-03-19 12:01:55,Staging,Sucesso
DEP-C01-P02-000472,C01-P02,2026-03-16 21:56:07,Staging,Sucesso
DEP-C01-P02-000473,C01-P02,2026-03-04 09:13:07,Dev,Falha
DEP-C01-P02-000474,C01-P02,2026-03-15 08:38:07,Producao,Sucesso
DEP-C01-P02-000475,C01-P02,2026-03-27 17:13:06,Producao,Revertido
DEP-C01-P02-000476,C01-P02,2026-03-16 08:09:32,Dev,Sucesso
DEP-C01-P02-000477,C01-P02,2026-03-30 11:29:51,Dev,Sucesso
DEP-C01-P02-000478,C01-P02,2026-03-13 12:09:13,Staging,Sucesso
DEP-C01-P02-000479,C01-P02,2026-03-27 13:54:30,Dev,Sucesso
DEP-C01-P02-000480,C01-P02,2026-03-28 08:49:36,Dev,Sucesso
DEP-C01-P02-000481,C01-P02,2026-03-02 07:22:41,Staging,Sucesso
DEP-C01-P02-000482,C01-P02,2026-03-04 14:04:00,Staging,Sucesso
DEP-C01-P02-000483,C01-P02,2026-03-06 20:06:18,Dev,Sucesso
DEP-C01-P02-000484,C01-P02,2026-03-17 19:20:04,Dev,Sucesso
DEP-C01-P02-000485,C01-P02,2026-03-09 12:47:41,Staging,Falha
DEP-C01-P02-000486,C01-P02,2026-03-17 14:24:54,Producao,Sucesso
DEP-C01-P02-000487,C01-P02,2026-03-16 13:50:10,Dev,Sucesso
DEP-C01-P02-000488,C01-P02,2026-03-22 21:10:25,Staging,Sucesso
DEP-C01-P02-000489,C01-P02,2026-03-11 12:09:21,Staging,Sucesso
DEP-C01-P02-000490,C01-P02,2026-04-18 17:53:56,Dev,Sucesso
DEP-C01-P02-000491,C01-P02,2026-04-26 15:46:15,Producao,Sucesso
DEP-C01-P02-000492,C01-P02,2026-04-03 14:26:57,Staging,Sucesso
DEP-C01-P02-000493,C01-P02,2026-04-24 16:00:07,Dev,Sucesso
DEP-C01-P02-000494,C01-P02,2026-04-18 09:04:26,Dev,Sucesso
DEP-C01-P02-000495,C01-P02,2026-04-06 11:15:27,Dev,Sucesso
DEP-C01-P02-000496,C01-P02,2026-04-15 17:28:44,Staging,Sucesso
DEP-C01-P02-000497,C01-P02,2026-04-23 12:26:34,Dev,Falha
DEP-C01-P02-000498,C01-P02,2026-04-15 20:26:10,Dev,Sucesso
DEP-C01-P02-000499,C01-P02,2026-04-20 14:09:29,Dev,Sucesso
DEP-C01-P02-000500,C01-P02,2026-04-23 13:32:34,Dev,Sucesso
DEP-C01-P02-000501,C01-P02,2026-04-05 19:45:27,Producao,Sucesso
DEP-C01-P02-000502,C01-P02,2026-04-15 07:47:06,Dev,Sucesso
DEP-C01-P02-000503,C01-P02,2026-04-04 20:43:25,Producao,Sucesso
DEP-C01-P02-000504,C01-P02,2026-04-16 09:14:36,Dev,Sucesso
DEP-C01-P02-000505,C01-P02,2026-04-27 21:02:23,Dev,Sucesso
DEP-C01-P02-000506,C01-P02,2026-04-18 11:15:30,Staging,Sucesso
DEP-C01-P02-000507,C01-P02,2026-04-19 16:39:48,Dev,Sucesso
DEP-C01-P02-000508,C01-P02,2026-04-23 14:25:15,Producao,Sucesso
DEP-C01-P02-000509,C01-P02,2026-04-15 11:42:08,Dev,Revertido
DEP-C01-P02-000510,C01-P02,2026-04-05 13:17:05,Dev,Sucesso
DEP-C01-P02-000511,C01-P02,2026-04-28 18:43:41,Staging,Sucesso
DEP-C01-P02-000512,C01-P02,2026-04-19 08:17:10,Dev,Sucesso
DEP-C01-P02-000513,C01-P02,2026-04-02 10:56:45,Dev,Sucesso
DEP-C01-P02-000514,C01-P02,2026-04-17 10:09:03,Staging,Sucesso
DEP-C01-P02-000515,C01-P02,2026-04-25 21:14:42,Dev,Sucesso
DEP-C01-P02-000516,C01-P02,2026-04-28 12:59:32,Staging,Sucesso
DEP-C01-P02-000517,C01-P02,2026-05-07 18:56:44,Dev,Sucesso
DEP-C01-P02-000518,C01-P02,2026-05-14 19:04:14,Staging,Sucesso
DEP-C01-P02-000519,C01-P02,2026-05-09 07:21:27,Dev,Sucesso
DEP-C01-P02-000520,C01-P02,2026-05-29 10:21:02,Dev,Sucesso
DEP-C01-P02-000521,C01-P02,2026-05-11 19:33:01,Staging,Sucesso
DEP-C01-P02-000522,C01-P02,2026-05-20 07:00:50,Dev,Sucesso
DEP-C01-P02-000523,C01-P02,2026-05-10 13:32:23,Dev,Sucesso
DEP-C01-P02-000524,C01-P02,2026-05-28 14:15:23,Dev,Sucesso
DEP-C01-P02-000525,C01-P02,2026-05-02 14:12:01,Staging,Sucesso
DEP-C01-P02-000526,C01-P02,2026-05-14 19:45:58,Producao,Sucesso
DEP-C01-P02-000527,C01-P02,2026-05-03 07:11:09,Staging,Sucesso
DEP-C01-P02-000528,C01-P02,2026-05-12 15:34:17,Producao,Sucesso
DEP-C01-P02-000529,C01-P02,2026-05-03 14:48:29,Staging,Sucesso
DEP-C01-P02-000530,C01-P02,2026-05-03 13:26:55,Staging,Sucesso
DEP-C01-P02-000531,C01-P02,2026-05-09 09:29:31,Dev,Sucesso
DEP-C01-P02-000532,C01-P02,2026-05-13 16:35:55,Dev,Sucesso
DEP-C01-P02-000533,C01-P02,2026-05-17 08:11:48,Dev,Sucesso
DEP-C01-P02-000534,C01-P02,2026-05-01 09:23:26,Staging,Sucesso
DEP-C01-P02-000535,C01-P02,2026-05-02 17:30:17,Dev,Sucesso
DEP-C01-P02-000536,C01-P02,2026-06-15 18:35:08,Dev,Sucesso
DEP-C01-P02-000537,C01-P02,2026-06-18 08:42:59,Dev,Sucesso
DEP-C01-P02-000538,C01-P02,2026-06-19 08:02:01,Dev,Sucesso
DEP-C01-P02-000539,C01-P02,2026-06-10 12:14:46,Staging,Sucesso
DEP-C01-P02-000540,C01-P02,2026-06-07 10:09:59,Staging,Sucesso
DEP-C01-P02-000541,C01-P02,2026-06-04 13:18:27,Dev,Sucesso
DEP-C01-P02-000542,C01-P02,2026-06-14 11:32:38,Dev,Sucesso
DEP-C01-P02-000543,C01-P02,2026-06-21 12:47:32,Staging,Revertido
DEP-C01-P02-000544,C01-P02,2026-06-29 12:31:34,Staging,Sucesso
DEP-C01-P02-000545,C01-P02,2026-06-23 15:14:23,Dev,Sucesso
DEP-C01-P02-000546,C01-P02,2026-06-19 13:26:40,Dev,Sucesso
DEP-C01-P02-000547,C01-P02,2026-06-08 11:28:49,Dev,Sucesso
DEP-C01-P02-000548,C01-P02,2026-06-17 07:02:27,Staging,Revertido
DEP-C01-P02-000549,C01-P02,2026-06-02 13:57:39,Staging,Sucesso
DEP-C01-P02-000550,C01-P02,2026-06-19 13:17:54,Dev,Sucesso
DEP-C01-P02-000551,C01-P02,2026-06-25 08:29:11,Producao,Sucesso
DEP-C01-P02-000552,C01-P02,2026-06-13 08:07:50,Dev,Sucesso
DEP-C01-P02-000553,C01-P02,2026-06-24 15:12:29,Dev,Sucesso
DEP-C01-P02-000554,C01-P02,2026-06-24 15:33:45,Producao,Sucesso
DEP-C01-P02-000555,C01-P02,2026-06-30 21:44:39,Staging,Sucesso
DEP-C01-P02-000556,C01-P02,2026-06-12 17:47:22,Producao,Sucesso
DEP-C01-P02-000557,C01-P02,2026-06-14 21:01:58,Dev,Sucesso
DEP-C01-P02-000558,C01-P02,2026-06-28 10:47:02,Staging,Sucesso
DEP-C01-P02-000559,C01-P02,2026-06-15 12:30:05,Dev,Sucesso
DEP-C01-P02-000560,C01-P02,2026-06-23 10:16:46,Staging,Sucesso
DEP-C01-P02-000561,C01-P02,2026-06-19 14:25:09,Staging,Sucesso
DEP-C01-P02-000562,C01-P02,2026-07-20 08:28:50,Dev,Sucesso
DEP-C01-P02-000563,C01-P02,2026-07-03 13:37:44,Producao,Falha
DEP-C01-P02-000564,C01-P02,2026-07-06 16:50:29,Dev,Sucesso
DEP-C01-P02-000565,C01-P02,2026-07-08 13:15:10,Producao,Sucesso
DEP-C01-P02-000566,C01-P02,2026-07-20 08:47:07,Dev,Sucesso
DEP-C01-P02-000567,C01-P02,2026-07-24 13:10:57,Staging,Sucesso
DEP-C01-P02-000568,C01-P02,2026-07-03 15:42:24,Dev,Sucesso
DEP-C01-P02-000569,C01-P02,2026-07-05 18:42:55,Dev,Revertido
DEP-C01-P02-000570,C01-P02,2026-07-12 08:11:35,Producao,Sucesso
DEP-C01-P02-000571,C01-P02,2026-07-23 17:38:21,Dev,Sucesso
DEP-C01-P02-000572,C01-P02,2026-07-24 08:33:12,Dev,Sucesso
DEP-C01-P02-000573,C01-P02,2026-07-31 11:58:48,Dev,Sucesso
DEP-C01-P02-000574,C01-P02,2026-07-09 09:22:37,Staging,Sucesso
DEP-C01-P02-000575,C01-P02,2026-07-26 07:57:17,Dev,Sucesso
DEP-C01-P02-000576,C01-P02,2026-07-17 12:41:16,Staging,Sucesso
DEP-C01-P02-000577,C01-P02,2026-07-12 15:19:06,Dev,Falha
DEP-C01-P02-000578,C01-P02,2026-07-02 16:57:07,Staging,Sucesso
DEP-C01-P02-000579,C01-P02,2026-07-07 09:52:15,Dev,Sucesso
DEP-C01-P02-000580,C01-P02,2026-07-31 21:59:23,Staging,Sucesso
DEP-C01-P02-000581,C01-P02,2026-07-08 15:31:18,Producao,Sucesso
DEP-C01-P02-000582,C01-P02,2026-07-25 19:23:44,Dev,Sucesso
DEP-C01-P02-000583,C01-P02,2026-07-22 07:40:29,Staging,Sucesso
DEP-C01-P02-000584,C01-P02,2026-07-14 17:43:59,Dev,Sucesso
DEP-C01-P03-000585,C01-P03,2025-10-29 12:50:22,Dev,Sucesso
DEP-C01-P03-000586,C01-P03,2025-10-11 10:18:31,Dev,Revertido
DEP-C01-P03-000587,C01-P03,2025-10-08 13:40:47,Producao,Revertido
DEP-C01-P03-000588,C01-P03,2025-10-04 20:12:32,Staging,Sucesso
DEP-C01-P03-000589,C01-P03,2025-10-29 09:10:19,Dev,Sucesso
DEP-C01-P03-000590,C01-P03,2025-10-10 10:17:55,Staging,Falha
DEP-C01-P03-000591,C01-P03,2025-10-16 09:47:20,Producao,Revertido
DEP-C01-P03-000592,C01-P03,2025-10-11 07:25:54,Dev,Sucesso
DEP-C01-P03-000593,C01-P03,2025-10-11 19:44:50,Staging,Sucesso
DEP-C01-P03-000594,C01-P03,2025-10-10 11:39:28,Producao,Sucesso
DEP-C01-P03-000595,C01-P03,2025-10-02 17:39:19,Staging,Sucesso
DEP-C01-P03-000596,C01-P03,2025-10-27 07:27:37,Producao,Falha
DEP-C01-P03-000597,C01-P03,2025-10-12 10:12:21,Staging,Sucesso
DEP-C01-P03-000598,C01-P03,2025-10-30 21:15:52,Producao,Sucesso
DEP-C01-P03-000599,C01-P03,2025-10-31 11:25:03,Staging,Sucesso
DEP-C01-P03-000600,C01-P03,2025-10-15 08:10:29,Producao,Sucesso
DEP-C01-P03-000601,C01-P03,2025-10-27 08:42:51,Dev,Sucesso
DEP-C01-P03-000602,C01-P03,2025-10-04 15:03:27,Dev,Sucesso
DEP-C01-P03-000603,C01-P03,2025-10-29 09:47:44,Staging,Sucesso
DEP-C01-P03-000604,C01-P03,2025-10-20 16:50:35,Dev,Sucesso
DEP-C01-P03-000605,C01-P03,2025-10-29 12:16:10,Dev,Sucesso
DEP-C01-P03-000606,C01-P03,2025-11-08 18:55:33,Dev,Sucesso
DEP-C01-P03-000607,C01-P03,2025-11-16 19:44:48,Dev,Falha
DEP-C01-P03-000608,C01-P03,2025-11-01 18:30:06,Producao,Sucesso
DEP-C01-P03-000609,C01-P03,2025-11-05 17:16:58,Dev,Sucesso
DEP-C01-P03-000610,C01-P03,2025-11-02 14:15:54,Staging,Sucesso
DEP-C01-P03-000611,C01-P03,2025-11-29 14:44:55,Dev,Sucesso
DEP-C01-P03-000612,C01-P03,2025-11-25 21:01:00,Dev,Sucesso
DEP-C01-P03-000613,C01-P03,2025-11-26 11:37:45,Dev,Sucesso
DEP-C01-P03-000614,C01-P03,2025-11-11 13:53:09,Dev,Sucesso
DEP-C01-P03-000615,C01-P03,2025-11-02 16:33:16,Dev,Sucesso
DEP-C01-P03-000616,C01-P03,2025-11-07 12:12:05,Producao,Falha
DEP-C01-P03-000617,C01-P03,2025-11-03 14:19:42,Producao,Sucesso
DEP-C01-P03-000618,C01-P03,2025-11-19 13:37:33,Dev,Sucesso
DEP-C01-P03-000619,C01-P03,2025-11-30 17:39:09,Dev,Sucesso
DEP-C01-P03-000620,C01-P03,2025-11-24 18:33:43,Dev,Sucesso
DEP-C01-P03-000621,C01-P03,2025-11-30 10:26:28,Dev,Sucesso
DEP-C01-P03-000622,C01-P03,2025-11-10 20:22:10,Staging,Sucesso
DEP-C01-P03-000623,C01-P03,2025-11-13 13:31:19,Dev,Sucesso
DEP-C01-P03-000624,C01-P03,2025-11-09 08:23:21,Staging,Sucesso
DEP-C01-P03-000625,C01-P03,2025-11-08 08:03:17,Producao,Sucesso
DEP-C01-P03-000626,C01-P03,2025-11-17 18:45:14,Dev,Sucesso
DEP-C01-P03-000627,C01-P03,2025-11-21 10:17:27,Dev,Sucesso
DEP-C01-P03-000628,C01-P03,2025-11-11 09:05:20,Staging,Falha
DEP-C01-P03-000629,C01-P03,2025-11-22 19:57:35,Dev,Falha
DEP-C01-P03-000630,C01-P03,2025-11-14 15:28:33,Dev,Sucesso
DEP-C01-P03-000631,C01-P03,2025-12-09 17:26:38,Dev,Sucesso
DEP-C01-P03-000632,C01-P03,2025-12-04 17:15:33,Staging,Sucesso
DEP-C01-P03-000633,C01-P03,2025-12-13 18:04:41,Staging,Sucesso
DEP-C01-P03-000634,C01-P03,2025-12-24 18:47:39,Staging,Revertido
DEP-C01-P03-000635,C01-P03,2025-12-26 08:28:24,Staging,Sucesso
DEP-C01-P03-000636,C01-P03,2025-12-13 16:09:34,Staging,Sucesso
DEP-C01-P03-000637,C01-P03,2025-12-22 18:33:29,Staging,Sucesso
DEP-C01-P03-000638,C01-P03,2025-12-12 20:55:37,Staging,Falha
DEP-C01-P03-000639,C01-P03,2025-12-24 08:35:51,Staging,Sucesso
DEP-C01-P03-000640,C01-P03,2025-12-04 08:23:05,Producao,Sucesso
DEP-C01-P03-000641,C01-P03,2025-12-02 17:08:58,Producao,Sucesso
DEP-C01-P03-000642,C01-P03,2025-12-22 18:16:09,Dev,Sucesso
DEP-C01-P03-000643,C01-P03,2025-12-21 19:44:33,Dev,Sucesso
DEP-C01-P03-000644,C01-P03,2025-12-05 07:36:17,Dev,Sucesso
DEP-C01-P03-000645,C01-P03,2025-12-07 08:42:49,Dev,Sucesso
DEP-C01-P03-000646,C01-P03,2025-12-28 07:57:27,Dev,Revertido
DEP-C01-P03-000647,C01-P03,2025-12-22 19:04:02,Dev,Sucesso
DEP-C01-P03-000648,C01-P03,2025-12-24 07:03:46,Dev,Sucesso
DEP-C01-P03-000649,C01-P03,2025-12-17 19:42:43,Dev,Falha
DEP-C01-P03-000650,C01-P03,2025-12-13 10:48:52,Staging,Sucesso
DEP-C01-P03-000651,C01-P03,2025-12-06 07:47:02,Staging,Sucesso
DEP-C01-P03-000652,C01-P03,2025-12-10 18:05:20,Producao,Sucesso
DEP-C01-P03-000653,C01-P03,2025-12-06 19:31:34,Dev,Sucesso
DEP-C01-P03-000654,C01-P03,2025-12-22 13:09:42,Dev,Falha
DEP-C01-P03-000655,C01-P03,2026-01-13 20:59:54,Staging,Sucesso
DEP-C01-P03-000656,C01-P03,2026-01-08 16:59:12,Staging,Sucesso
DEP-C01-P03-000657,C01-P03,2026-01-23 21:24:44,Dev,Sucesso
DEP-C01-P03-000658,C01-P03,2026-01-03 13:46:59,Dev,Sucesso
DEP-C01-P03-000659,C01-P03,2026-01-09 20:14:54,Staging,Sucesso
DEP-C01-P03-000660,C01-P03,2026-01-22 18:48:08,Staging,Sucesso
DEP-C01-P03-000661,C01-P03,2026-01-19 15:31:48,Dev,Sucesso
DEP-C01-P03-000662,C01-P03,2026-01-19 20:31:41,Staging,Sucesso
DEP-C01-P03-000663,C01-P03,2026-01-08 11:32:03,Dev,Sucesso
DEP-C01-P03-000664,C01-P03,2026-01-15 10:02:49,Producao,Sucesso
DEP-C01-P03-000665,C01-P03,2026-01-27 10:22:14,Dev,Sucesso
DEP-C01-P03-000666,C01-P03,2026-01-13 12:32:28,Staging,Sucesso
DEP-C01-P03-000667,C01-P03,2026-01-16 10:50:54,Producao,Sucesso
DEP-C01-P03-000668,C01-P03,2026-01-23 20:21:00,Dev,Sucesso
