billing_id,company_id,billing_month,provider,ai_tool_id,model_id,cost_center,usage_quantity,total_cost,currency
B001901,C01,2026-05,Anthropic,T02,,CC-C01-D04,14,2190.37,BRL
B001902,C01,2026-05,Anthropic,T02,,CC-C01-D05,7,1108.02,BRL
B001903,C01,2026-05,Anthropic,T02,,CC-C01-D06,17,2666.72,BRL
B001904,C01,2026-05,Anthropic,T02,,CC-C01-D07,6,988.48,BRL
B001905,C01,2026-05,Anthropic,T02,,CC-C01-D08,16,2622.91,BRL
B001906,C01,2026-05,Anthropic,T02,,CC-C01-D09,5,806.19,BRL
B001907,C01,2026-05,Anthropic,T02,,CC-C01-D10,7,1092.65,BRL
B001908,C01,2026-05,Anthropic,T02,,CC-C01-D11,1,163.32,BRL
B001909,C01,2026-05,Anthropic,T02,,,1,164.31,BRL
B001910,C01,2026-06,Anthropic,T02,,CC-C01-D01,54,8920.21,BRL
B001911,C01,2026-06,Anthropic,T02,,CC-C01-D02,12,1895.86,BRL
B001912,C01,2026-06,Anthropic,T02,,CC-C01-D03,5,783.76,BRL
B001913,C01,2026-06,Anthropic,T02,,CC-C01-D04,14,2276.62,BRL
B001914,C01,2026-06,Anthropic,T02,,CC-C01-D05,7,1127.88,BRL
B001915,C01,2026-06,Anthropic,T02,,CC-C01-D06,17,2714.43,BRL
B001916,C01,2026-06,Anthropic,T02,,CC-C01-D07,6,946.1,BRL
B001917,C01,2026-06,Anthropic,T02,,CC-C01-D08,16,2619.97,BRL
B001918,C01,2026-06,Anthropic,T02,,CC-C01-D09,5,784.83,BRL
B001919,C01,2026-06,Anthropic,T02,,CC-C01-D10,7,1148.43,BRL
B001920,C01,2026-06,Anthropic,T02,,CC-C01-D11,1,156.74,BRL
B001921,C01,2026-06,Anthropic,T02,,,1,164.14,BRL
B001922,C01,2026-07,Anthropic,T02,,CC-C01-D01,47,7447.44,BRL
B001923,C01,2026-07,Anthropic,T02,,CC-C01-D02,11,1754.77,BRL
B001924,C01,2026-07,Anthropic,T02,,CC-C01-D03,3,484.08,BRL
B001925,C01,2026-07,Anthropic,T02,,CC-C01-D04,10,1592.39,BRL
B001926,C01,2026-07,Anthropic,T02,,CC-C01-D05,7,1155.93,BRL
B001927,C01,2026-07,Anthropic,T02,,CC-C01-D06,16,2624.31,BRL
B001928,C01,2026-07,Anthropic,T02,,CC-C01-D07,5,803.81,BRL
B001929,C01,2026-07,Anthropic,T02,,CC-C01-D08,14,2244.31,BRL
B001930,C01,2026-07,Anthropic,T02,,CC-C01-D09,5,829.33,BRL
B001931,C01,2026-07,Anthropic,T02,,CC-C01-D10,6,972.78,BRL
B001932,C01,2026-07,Anthropic,T02,,CC-C01-D11,1,166.39,BRL
B001933,C01,2025-06,Notion Labs,T09,,CC-C01-D01,11,1917.16,BRL
B001934,C01,2025-06,Notion Labs,T09,,CC-C01-D02,3,511.03,BRL
B001935,C01,2025-06,Notion Labs,T09,,CC-C01-D03,3,517.66,BRL
B001936,C01,2025-06,Notion Labs,T09,,CC-C01-D04,4,699.86,BRL
B001937,C01,2025-06,Notion Labs,T09,,CC-C01-D05,2,349.4,BRL
B001938,C01,2025-06,Notion Labs,T09,,CC-C01-D06,3,509.81,BRL
B001939,C01,2025-06,Notion Labs,T09,,CC-C01-D07,2,337.81,BRL
B001940,C01,2025-06,Notion Labs,T09,,CC-C01-D08,6,1026.28,BRL
B001941,C01,2025-06,Notion Labs,T09,,CC-C01-D09,1,167.34,BRL
B001942,C01,2025-06,Notion Labs,T09,,CC-C01-D10,2,343.43,BRL
B001943,C01,2025-07,Notion Labs,T09,,CC-C01-D01,24,4160.99,BRL
B001944,C01,2025-07,Notion Labs,T09,,CC-C01-D02,8,1381.25,BRL
B001945,C01,2025-07,Notion Labs,T09,,CC-C01-D03,6,1051.4,BRL
B001946,C01,2025-07,Notion Labs,T09,,CC-C01-D04,14,2465.15,BRL
B001947,C01,2025-07,Notion Labs,T09,,CC-C01-D05,5,876.7,BRL
B001948,C01,2025-07,Notion Labs,T09,,CC-C01-D06,10,1714.44,BRL
B001949,C01,2025-07,Notion Labs,T09,,CC-C01-D07,5,856.0,BRL
B001950,C01,2025-07,Notion Labs,T09,,CC-C01-D08,13,2259.16,BRL
B001951,C01,2025-07,Notion Labs,T09,,CC-C01-D09,2,351.98,BRL
B001952,C01,2025-07,Notion Labs,T09,,CC-C01-D10,3,525.12,BRL
B001953,C01,2025-08,Notion Labs,T09,,CC-C01-D01,26,4415.11,BRL
B001954,C01,2025-08,Notion Labs,T09,,CC-C01-D02,8,1399.72,BRL
B001955,C01,2025-08,Notion Labs,T09,,CC-C01-D03,6,1018.59,BRL
B001956,C01,2025-08,Notion Labs,T09,,CC-C01-D04,15,2625.87,BRL
B001957,C01,2025-08,Notion Labs,T09,,CC-C01-D05,5,864.66,BRL
B001958,C01,2025-08,Notion Labs,T09,,CC-C01-D06,10,1699.84,BRL
B001959,C01,2025-08,Notion Labs,T09,,CC-C01-D07,6,1033.43,BRL
B001960,C01,2025-08,Notion Labs,T09,,CC-C01-D08,13,2221.78,BRL
B001961,C01,2025-08,Notion Labs,T09,,CC-C01-D09,2,350.79,BRL
B001962,C01,2025-08,Notion Labs,T09,,CC-C01-D10,3,508.14,BRL
B001963,C01,2025-08,Notion Labs,T09,,CC-C01-D11,1,172.7,BRL
B001964,C01,2025-08,Notion Labs,T09,,,1,175.18,BRL
B001965,C01,2025-09,Notion Labs,T09,,CC-C01-D01,26,4607.13,BRL
B001966,C01,2025-09,Notion Labs,T09,,CC-C01-D02,8,1388.39,BRL
B001967,C01,2025-09,Notion Labs,T09,,CC-C01-D03,6,1077.09,BRL
B001968,C01,2025-09,Notion Labs,T09,,CC-C01-D04,15,2602.0,BRL
B001969,C01,2025-09,Notion Labs,T09,,CC-C01-D05,5,897.82,BRL
B001970,C01,2025-09,Notion Labs,T09,,CC-C01-D06,10,1743.08,BRL
B001971,C01,2025-09,Notion Labs,T09,,CC-C01-D07,6,1036.77,BRL
B001972,C01,2025-09,Notion Labs,T09,,CC-C01-D08,13,2212.63,BRL
B001973,C01,2025-09,Notion Labs,T09,,CC-C01-D09,2,358.9,BRL
B001974,C01,2025-09,Notion Labs,T09,,CC-C01-D10,3,532.62,BRL
B001975,C01,2025-09,Notion Labs,T09,,CC-C01-D11,1,171.64,BRL
B001976,C01,2025-09,Notion Labs,T09,,,1,173.73,BRL
B001977,C01,2025-10,Notion Labs,T09,,CC-C01-D01,26,4437.49,BRL
B001978,C01,2025-10,Notion Labs,T09,,CC-C01-D02,8,1410.0,BRL
B001979,C01,2025-10,Notion Labs,T09,,CC-C01-D03,6,1031.42,BRL
B001980,C01,2025-10,Notion Labs,T09,,CC-C01-D04,15,2671.57,BRL
B001981,C01,2025-10,Notion Labs,T09,,CC-C01-D05,5,902.1,BRL
B001982,C01,2025-10,Notion Labs,T09,,CC-C01-D06,10,1722.58,BRL
B001983,C01,2025-10,Notion Labs,T09,,CC-C01-D07,6,1025.86,BRL
B001984,C01,2025-10,Notion Labs,T09,,CC-C01-D08,13,2335.37,BRL
B001985,C01,2025-10,Notion Labs,T09,,CC-C01-D09,2,358.18,BRL
B001986,C01,2025-10,Notion Labs,T09,,CC-C01-D10,3,538.17,BRL
B001987,C01,2025-10,Notion Labs,T09,,CC-C01-D11,1,178.81,BRL
B001988,C01,2025-10,Notion Labs,T09,,,1,172.96,BRL
B001989,C01,2025-12,Notion Labs,T09,,CC-C01-D01,26,4482.49,BRL
B001990,C01,2025-12,Notion Labs,T09,,CC-C01-D02,8,1451.08,BRL
B001991,C01,2025-12,Notion Labs,T09,,CC-C01-D03,6,1030.59,BRL
B001992,C01,2025-12,Notion Labs,T09,,CC-C01-D04,15,2644.4,BRL
B001993,C01,2025-12,Notion Labs,T09,,CC-C01-D05,5,896.91,BRL
B001994,C01,2025-12,Notion Labs,T09,,CC-C01-D06,10,1730.29,BRL
B001995,C01,2025-12,Notion Labs,T09,,CC-C01-D07,6,1090.08,BRL
B001996,C01,2025-12,Notion Labs,T09,,CC-C01-D08,13,2345.21,BRL
B001997,C01,2025-12,Notion Labs,T09,,CC-C01-D09,2,363.01,BRL
B001998,C01,2025-12,Notion Labs,T09,,CC-C01-D10,3,516.16,BRL
B001999,C01,2025-12,Notion Labs,T09,,CC-C01-D11,1,172.54,BRL
B002000,C01,2025-12,Notion Labs,T09,,,1,177.31,BRL
B002001,C01,2026-01,Notion Labs,T09,,CC-C01-D01,26,4580.68,BRL
B002002,C01,2026-01,Notion Labs,T09,,CC-C01-D02,8,1386.91,BRL
B002003,C01,2026-01,Notion Labs,T09,,CC-C01-D03,6,1074.15,BRL
B002004,C01,2026-01,Notion Labs,T09,,CC-C01-D04,15,2638.01,BRL
B002005,C01,2026-01,Notion Labs,T09,,CC-C01-D05,5,871.11,BRL
B002006,C01,2026-01,Notion Labs,T09,,CC-C01-D06,10,1751.09,BRL
B002007,C01,2026-01,Notion Labs,T09,,CC-C01-D07,6,1075.86,BRL
B002008,C01,2026-01,Notion Labs,T09,,CC-C01-D08,13,2298.25,BRL
B002009,C01,2026-01,Notion Labs,T09,,CC-C01-D09,2,352.38,BRL
B002010,C01,2026-01,Notion Labs,T09,,CC-C01-D10,3,519.18,BRL
B002011,C01,2026-01,Notion Labs,T09,,CC-C01-D11,1,180.64,BRL
B002012,C01,2026-01,Notion Labs,T09,,,1,177.8,BRL
B002013,C01,2026-02,Notion Labs,T09,,CC-C01-D01,26,4536.21,BRL
B002014,C01,2026-02,Notion Labs,T09,,CC-C01-D02,8,1399.35,BRL
B002015,C01,2026-02,Notion Labs,T09,,CC-C01-D03,6,1082.66,BRL
B002016,C01,2026-02,Notion Labs,T09,,CC-C01-D04,15,2742.4,BRL
B002017,C01,2026-02,Notion Labs,T09,,CC-C01-D05,5,865.9,BRL
B002018,C01,2026-02,Notion Labs,T09,,CC-C01-D06,10,1813.94,BRL
B002019,C01,2026-02,Notion Labs,T09,,CC-C01-D07,6,1076.26,BRL
B002020,C01,2026-02,Notion Labs,T09,,CC-C01-D08,13,2322.97,BRL
B002021,C01,2026-02,Notion Labs,T09,,CC-C01-D09,2,355.19,BRL
B002022,C01,2026-02,Notion Labs,T09,,CC-C01-D10,3,545.78,BRL
B002023,C01,2026-02,Notion Labs,T09,,CC-C01-D11,1,181.61,BRL
B002024,C01,2026-02,Notion Labs,T09,,,1,180.8,BRL
B002025,C01,2026-03,Notion Labs,T09,,CC-C01-D01,26,4673.26,BRL
B002026,C01,2026-03,Notion Labs,T09,,CC-C01-D02,8,1471.74,BRL
B002027,C01,2026-03,Notion Labs,T09,,CC-C01-D03,6,1061.53,BRL
B002028,C01,2026-03,Notion Labs,T09,,CC-C01-D04,15,2608.22,BRL
B002029,C01,2026-03,Notion Labs,T09,,CC-C01-D05,5,871.56,BRL
B002030,C01,2026-03,Notion Labs,T09,,CC-C01-D06,10,1804.38,BRL
B002031,C01,2026-03,Notion Labs,T09,,CC-C01-D07,6,1061.14,BRL
B002032,C01,2026-03,Notion Labs,T09,,CC-C01-D08,13,2260.53,BRL
B002033,C01,2026-03,Notion Labs,T09,,CC-C01-D09,2,362.74,BRL
B002034,C01,2026-03,Notion Labs,T09,,CC-C01-D10,3,523.69,BRL
B002035,C01,2026-03,Notion Labs,T09,,CC-C01-D11,1,175.69,BRL
B002036,C01,2026-03,Notion Labs,T09,,,1,183.48,BRL
B002037,C01,2026-04,Notion Labs,T09,,CC-C01-D01,26,4680.02,BRL
B002038,C01,2026-04,Notion Labs,T09,,CC-C01-D02,8,1461.57,BRL
B002039,C01,2026-04,Notion Labs,T09,,CC-C01-D03,6,1086.4,BRL
B002040,C01,2026-04,Notion Labs,T09,,CC-C01-D04,15,2724.28,BRL
B002041,C01,2026-04,Notion Labs,T09,,CC-C01-D05,5,906.53,BRL
B002042,C01,2026-04,Notion Labs,T09,,CC-C01-D06,10,1792.46,BRL
B002043,C01,2026-04,Notion Labs,T09,,CC-C01-D07,6,1059.42,BRL
B002044,C01,2026-04,Notion Labs,T09,,CC-C01-D08,13,2346.67,BRL
B002045,C01,2026-04,Notion Labs,T09,,CC-C01-D09,2,356.31,BRL
B002046,C01,2026-04,Notion Labs,T09,,CC-C01-D10,3,541.8,BRL
B002047,C01,2026-04,Notion Labs,T09,,CC-C01-D11,1,179.98,BRL
B002048,C01,2026-04,Notion Labs,T09,,,1,180.87,BRL
B002049,C01,2026-05,Notion Labs,T09,,CC-C01-D01,26,4641.33,BRL
B002050,C01,2026-05,Notion Labs,T09,,CC-C01-D02,8,1402.52,BRL
B002051,C01,2026-05,Notion Labs,T09,,CC-C01-D03,6,1101.17,BRL
B002052,C01,2026-05,Notion Labs,T09,,CC-C01-D04,15,2725.96,BRL
B002053,C01,2026-05,Notion Labs,T09,,CC-C01-D05,5,915.78,BRL
B002054,C01,2026-05,Notion Labs,T09,,CC-C01-D06,10,1756.0,BRL
B002055,C01,2026-05,Notion Labs,T09,,CC-C01-D07,6,1111.49,BRL
B002056,C01,2026-05,Notion Labs,T09,,CC-C01-D08,13,2320.08,BRL
B002057,C01,2026-05,Notion Labs,T09,,CC-C01-D09,2,357.0,BRL
B002058,C01,2026-05,Notion Labs,T09,,CC-C01-D10,3,542.83,BRL
B002059,C01,2026-05,Notion Labs,T09,,CC-C01-D11,1,177.95,BRL
B002060,C01,2026-05,Notion Labs,T09,,,1,184.9,BRL
B002061,C01,2026-06,Notion Labs,T09,,CC-C01-D01,26,4767.92,BRL
B002062,C01,2026-06,Notion Labs,T09,,CC-C01-D02,8,1456.4,BRL
B002063,C01,2026-06,Notion Labs,T09,,CC-C01-D03,6,1089.11,BRL
B002064,C01,2026-06,Notion Labs,T09,,CC-C01-D04,15,2725.58,BRL
B002065,C01,2026-06,Notion Labs,T09,,CC-C01-D05,5,896.89,BRL
B002066,C01,2026-06,Notion Labs,T09,,CC-C01-D06,10,1818.89,BRL
B002067,C01,2026-06,Notion Labs,T09,,CC-C01-D07,6,1109.4,BRL
B002068,C01,2026-06,Notion Labs,T09,,CC-C01-D08,13,2387.02,BRL
B002069,C01,2026-06,Notion Labs,T09,,CC-C01-D09,2,365.81,BRL
B002070,C01,2026-06,Notion Labs,T09,,CC-C01-D10,3,555.88,BRL
B002071,C01,2026-06,Notion Labs,T09,,CC-C01-D11,1,185.31,BRL
B002072,C01,2026-06,Notion Labs,T09,,,1,182.2,BRL
B002073,C01,2026-07,Notion Labs,T09,,CC-C01-D01,20,3737.57,BRL
B002074,C01,2026-07,Notion Labs,T09,,CC-C01-D02,7,1240.68,BRL
B002075,C01,2026-07,Notion Labs,T09,,CC-C01-D03,5,908.29,BRL
B002076,C01,2026-07,Notion Labs,T09,,CC-C01-D04,14,2604.3,BRL
B002077,C01,2026-07,Notion Labs,T09,,CC-C01-D05,3,543.52,BRL
B002078,C01,2026-07,Notion Labs,T09,,CC-C01-D06,8,1433.25,BRL
B002079,C01,2026-07,Notion Labs,T09,,CC-C01-D07,4,738.92,BRL
B002080,C01,2026-07,Notion Labs,T09,,CC-C01-D08,9,1667.18,BRL
B002081,C01,2026-07,Notion Labs,T09,,CC-C01-D09,1,186.73,BRL
B002082,C01,2026-07,Notion Labs,T09,,CC-C01-D10,2,358.89,BRL
B002083,C01,2026-07,Notion Labs,T09,,CC-C01-D11,1,185.84,BRL
B002084,C01,2026-07,Notion Labs,T09,,,1,176.86,BRL
B002085,C01,2025-07,Tabnine,T07,,CC-C01-D01,16,3381.87,BRL
B002086,C01,2025-07,Tabnine,T07,,CC-C01-D02,9,1862.09,BRL
B002087,C01,2025-07,Tabnine,T07,,CC-C01-D03,4,835.73,BRL
B002088,C01,2025-07,Tabnine,T07,,CC-C01-D04,10,2004.55,BRL
B002089,C01,2025-07,Tabnine,T07,,CC-C01-D05,5,1036.73,BRL
B002090,C01,2025-07,Tabnine,T07,,CC-C01-D06,12,2511.61,BRL
B002091,C01,2025-07,Tabnine,T07,,CC-C01-D07,3,626.16,BRL
B002092,C01,2025-07,Tabnine,T07,,CC-C01-D08,14,2857.45,BRL
B002093,C01,2025-07,Tabnine,T07,,CC-C01-D09,2,413.95,BRL
B002094,C01,2025-07,Tabnine,T07,,CC-C01-D10,2,423.08,BRL
B002095,C01,2025-07,Tabnine,T07,,,1,209.96,BRL
B002096,C01,2025-08,Tabnine,T07,,CC-C01-D01,18,3703.76,BRL
B002097,C01,2025-08,Tabnine,T07,,CC-C01-D02,9,1908.29,BRL
B002098,C01,2025-08,Tabnine,T07,,CC-C01-D03,4,814.05,BRL
B002099,C01,2025-08,Tabnine,T07,,CC-C01-D04,12,2547.01,BRL
B002100,C01,2025-08,Tabnine,T07,,CC-C01-D05,5,1027.18,BRL
B002101,C01,2025-08,Tabnine,T07,,CC-C01-D06,12,2478.62,BRL
B002102,C01,2025-08,Tabnine,T07,,CC-C01-D07,3,613.42,BRL
B002103,C01,2025-08,Tabnine,T07,,CC-C01-D08,14,2923.33,BRL
B002104,C01,2025-08,Tabnine,T07,,CC-C01-D09,2,424.79,BRL
B002105,C01,2025-08,Tabnine,T07,,CC-C01-D10,2,418.46,BRL
B002106,C01,2025-08,Tabnine,T07,,,1,209.34,BRL
B002107,C01,2025-09,Tabnine,T07,,CC-C01-D01,18,3792.51,BRL
B002108,C01,2025-09,Tabnine,T07,,CC-C01-D02,9,1844.95,BRL
B002109,C01,2025-09,Tabnine,T07,,CC-C01-D03,4,846.2,BRL
B002110,C01,2025-09,Tabnine,T07,,CC-C01-D04,12,2461.69,BRL
B002111,C01,2025-09,Tabnine,T07,,CC-C01-D05,5,1033.14,BRL
B002112,C01,2025-09,Tabnine,T07,,CC-C01-D06,12,2431.26,BRL
B002113,C01,2025-09,Tabnine,T07,,CC-C01-D07,3,615.7,BRL
B002114,C01,2025-09,Tabnine,T07,,CC-C01-D08,14,2855.65,BRL
B002115,C01,2025-09,Tabnine,T07,,CC-C01-D09,2,405.26,BRL
B002116,C01,2025-09,Tabnine,T07,,CC-C01-D10,2,419.83,BRL
B002117,C01,2025-09,Tabnine,T07,,,1,207.84,BRL
B002118,C01,2025-10,Tabnine,T07,,CC-C01-D01,18,3653.49,BRL
B002119,C01,2025-10,Tabnine,T07,,CC-C01-D02,9,1838.99,BRL
B002120,C01,2025-10,Tabnine,T07,,CC-C01-D03,4,823.13,BRL
B002121,C01,2025-10,Tabnine,T07,,CC-C01-D04,12,2554.42,BRL
B002122,C01,2025-10,Tabnine,T07,,CC-C01-D05,5,1036.1,BRL
B002123,C01,2025-10,Tabnine,T07,,CC-C01-D06,12,2503.29,BRL
B002124,C01,2025-10,Tabnine,T07,,CC-C01-D07,3,637.32,BRL
B002125,C01,2025-10,Tabnine,T07,,CC-C01-D08,14,2931.2,BRL
B002126,C01,2025-10,Tabnine,T07,,CC-C01-D09,2,409.85,BRL
B002127,C01,2025-10,Tabnine,T07,,CC-C01-D10,2,422.1,BRL
B002128,C01,2025-10,Tabnine,T07,,,1,214.47,BRL
B002129,C01,2025-11,Tabnine,T07,,CC-C01-D01,18,3774.67,BRL
B002130,C01,2025-11,Tabnine,T07,,CC-C01-D02,9,1910.48,BRL
B002131,C01,2025-11,Tabnine,T07,,CC-C01-D03,4,848.62,BRL
B002132,C01,2025-11,Tabnine,T07,,CC-C01-D04,12,2442.32,BRL
B002133,C01,2025-11,Tabnine,T07,,CC-C01-D05,5,1019.19,BRL
B002134,C01,2025-11,Tabnine,T07,,CC-C01-D06,12,2505.63,BRL
B002135,C01,2025-11,Tabnine,T07,,CC-C01-D07,3,620.8,BRL
B002136,C01,2025-11,Tabnine,T07,,CC-C01-D08,14,2994.5,BRL
B002137,C01,2025-11,Tabnine,T07,,CC-C01-D09,2,412.3,BRL
B002138,C01,2025-11,Tabnine,T07,,CC-C01-D10,2,405.89,BRL
B002139,C01,2025-11,Tabnine,T07,,,1,213.67,BRL
B002140,C01,2025-12,Tabnine,T07,,CC-C01-D01,18,3707.05,BRL
B002141,C01,2025-12,Tabnine,T07,,CC-C01-D02,9,1910.95,BRL
B002142,C01,2025-12,Tabnine,T07,,CC-C01-D03,4,835.13,BRL
B002143,C01,2025-12,Tabnine,T07,,CC-C01-D04,12,2502.6,BRL
B002144,C01,2025-12,Tabnine,T07,,CC-C01-D05,5,1059.77,BRL
B002145,C01,2025-12,Tabnine,T07,,CC-C01-D06,12,2570.8,BRL
B002146,C01,2025-12,Tabnine,T07,,CC-C01-D07,3,616.79,BRL
B002147,C01,2025-12,Tabnine,T07,,CC-C01-D08,14,2937.2,BRL
B002148,C01,2025-12,Tabnine,T07,,CC-C01-D09,2,430.62,BRL
B002149,C01,2025-12,Tabnine,T07,,CC-C01-D10,2,425.72,BRL
B002150,C01,2025-12,Tabnine,T07,,,1,209.91,BRL
B002151,C01,2026-01,Tabnine,T07,,CC-C01-D01,18,3789.36,BRL
B002152,C01,2026-01,Tabnine,T07,,CC-C01-D02,9,1931.54,BRL
B002153,C01,2026-01,Tabnine,T07,,CC-C01-D03,4,832.74,BRL
B002154,C01,2026-01,Tabnine,T07,,CC-C01-D04,12,2560.84,BRL
B002155,C01,2026-01,Tabnine,T07,,CC-C01-D05,5,1061.34,BRL
B002156,C01,2026-01,Tabnine,T07,,CC-C01-D06,12,2537.98,BRL
B002157,C01,2026-01,Tabnine,T07,,CC-C01-D07,3,631.06,BRL
B002158,C01,2026-01,Tabnine,T07,,CC-C01-D08,14,2973.21,BRL
B002159,C01,2026-01,Tabnine,T07,,CC-C01-D09,2,417.81,BRL
B002160,C01,2026-01,Tabnine,T07,,CC-C01-D10,2,411.51,BRL
B002161,C01,2026-01,Tabnine,T07,,,1,216.41,BRL
B002162,C01,2026-02,Tabnine,T07,,CC-C01-D01,18,3784.98,BRL
B002163,C01,2026-02,Tabnine,T07,,CC-C01-D02,9,1921.59,BRL
B002164,C01,2026-02,Tabnine,T07,,CC-C01-D03,4,844.07,BRL
B002165,C01,2026-02,Tabnine,T07,,CC-C01-D04,12,2614.23,BRL
B002166,C01,2026-02,Tabnine,T07,,CC-C01-D05,5,1052.39,BRL
B002167,C01,2026-02,Tabnine,T07,,CC-C01-D06,12,2579.76,BRL
B002168,C01,2026-02,Tabnine,T07,,CC-C01-D07,3,630.87,BRL
B002169,C01,2026-02,Tabnine,T07,,CC-C01-D08,14,2991.69,BRL
B002170,C01,2026-02,Tabnine,T07,,CC-C01-D09,2,411.65,BRL
B002171,C01,2026-02,Tabnine,T07,,CC-C01-D10,2,412.15,BRL
B002172,C01,2026-02,Tabnine,T07,,,1,209.75,BRL
B002173,C01,2026-03,Tabnine,T07,,CC-C01-D01,18,3843.77,BRL
B002174,C01,2026-03,Tabnine,T07,,CC-C01-D02,9,1968.96,BRL
B002175,C01,2026-03,Tabnine,T07,,CC-C01-D03,4,842.21,BRL
B002176,C01,2026-03,Tabnine,T07,,CC-C01-D04,12,2529.95,BRL
B002177,C01,2026-03,Tabnine,T07,,CC-C01-D05,5,1058.97,BRL
B002178,C01,2026-03,Tabnine,T07,,CC-C01-D06,12,2621.9,BRL
B002179,C01,2026-03,Tabnine,T07,,CC-C01-D07,3,619.17,BRL
B002180,C01,2026-03,Tabnine,T07,,CC-C01-D08,14,2893.6,BRL
B002181,C01,2026-03,Tabnine,T07,,CC-C01-D09,2,436.89,BRL
B002182,C01,2026-03,Tabnine,T07,,CC-C01-D10,2,428.96,BRL
B002183,C01,2026-03,Tabnine,T07,,,1,214.37,BRL
B002184,C01,2026-04,Tabnine,T07,,CC-C01-D01,18,3864.06,BRL
B002185,C01,2026-04,Tabnine,T07,,CC-C01-D02,9,1900.2,BRL
B002186,C01,2026-04,Tabnine,T07,,CC-C01-D03,4,865.9,BRL
B002187,C01,2026-04,Tabnine,T07,,CC-C01-D04,12,2633.96,BRL
B002188,C01,2026-04,Tabnine,T07,,CC-C01-D05,5,1037.43,BRL
B002189,C01,2026-04,Tabnine,T07,,CC-C01-D06,12,2634.18,BRL
B002190,C01,2026-04,Tabnine,T07,,CC-C01-D07,3,625.28,BRL
B002191,C01,2026-04,Tabnine,T07,,CC-C01-D08,14,3008.03,BRL
B002192,C01,2026-04,Tabnine,T07,,CC-C01-D09,2,428.6,BRL
B002193,C01,2026-04,Tabnine,T07,,CC-C01-D10,2,426.33,BRL
B002194,C01,2026-04,Tabnine,T07,,,1,212.22,BRL
B002195,C01,2026-05,Tabnine,T07,,CC-C01-D01,18,3946.96,BRL
B002196,C01,2026-05,Tabnine,T07,,CC-C01-D02,9,1902.87,BRL
B002197,C01,2026-05,Tabnine,T07,,CC-C01-D03,4,864.22,BRL
B002198,C01,2026-05,Tabnine,T07,,CC-C01-D04,12,2495.58,BRL
B002199,C01,2026-05,Tabnine,T07,,CC-C01-D05,5,1067.93,BRL
B002200,C01,2026-05,Tabnine,T07,,CC-C01-D06,12,2506.26,BRL
B002201,C01,2026-05,Tabnine,T07,,CC-C01-D07,3,637.41,BRL
B002202,C01,2026-05,Tabnine,T07,,CC-C01-D08,14,2914.46,BRL
B002203,C01,2026-05,Tabnine,T07,,CC-C01-D09,2,436.55,BRL
B002204,C01,2026-05,Tabnine,T07,,CC-C01-D10,2,430.39,BRL
B002205,C01,2026-05,Tabnine,T07,,,1,214.71,BRL
B002206,C01,2026-06,Tabnine,T07,,CC-C01-D01,18,3810.77,BRL
B002207,C01,2026-06,Tabnine,T07,,CC-C01-D02,9,1888.64,BRL
B002208,C01,2026-06,Tabnine,T07,,CC-C01-D03,4,835.27,BRL
B002209,C01,2026-06,Tabnine,T07,,CC-C01-D04,12,2604.97,BRL
B002210,C01,2026-06,Tabnine,T07,,CC-C01-D05,5,1097.43,BRL
B002211,C01,2026-06,Tabnine,T07,,CC-C01-D06,12,2538.46,BRL
B002212,C01,2026-06,Tabnine,T07,,CC-C01-D07,3,645.74,BRL
B002213,C01,2026-06,Tabnine,T07,,CC-C01-D08,14,3006.42,BRL
B002214,C01,2026-06,Tabnine,T07,,CC-C01-D09,2,436.03,BRL
B002215,C01,2026-06,Tabnine,T07,,CC-C01-D10,2,432.68,BRL
B002216,C01,2026-06,Tabnine,T07,,,1,211.01,BRL
B002217,C01,2026-07,Tabnine,T07,,CC-C01-D01,16,3540.29,BRL
B002218,C01,2026-07,Tabnine,T07,,CC-C01-D02,5,1101.02,BRL
B002219,C01,2026-07,Tabnine,T07,,CC-C01-D03,3,648.94,BRL
B002220,C01,2026-07,Tabnine,T07,,CC-C01-D04,10,2178.23,BRL
B002221,C01,2026-07,Tabnine,T07,,CC-C01-D05,5,1049.39,BRL
B002222,C01,2026-07,Tabnine,T07,,CC-C01-D06,9,1888.81,BRL
B002223,C01,2026-07,Tabnine,T07,,CC-C01-D07,3,652.32,BRL
B002224,C01,2026-07,Tabnine,T07,,CC-C01-D08,12,2644.48,BRL
B002225,C01,2026-07,Tabnine,T07,,CC-C01-D09,2,428.29,BRL
B002226,C01,2026-07,Tabnine,T07,,CC-C01-D10,2,419.46,BRL
B002227,C01,2026-07,Tabnine,T07,,,1,209.9,BRL
B002228,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D01,2,260.13,BRL
B002229,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D02,1,128.27,BRL
B002230,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D04,1,126.99,BRL
B002231,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D06,2,252.41,BRL
B002232,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D07,2,251.2,BRL
B002233,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D08,3,380.34,BRL
B002234,C01,2025-06,GitHub / Microsoft,T05,,CC-C01-D10,2,258.72,BRL
B002235,C01,2025-07,GitHub / Microsoft,T05,,CC-C01-D01,10,1246.13,BRL
B002236,C01,2025-07,GitHub / Microsoft,T05,,CC-C01-D02,4,527.2,BRL
